  2.0557102486088e-01  0.0000000000000e+00
  1.9804077475886e+00 -6.3580854195103e-14
  5.1054829837009e+00 -1.1595246714531e-12
  7.4391972910691e+00 -2.3572554098322e-12
  8.9950068293147e+00 -3.2707349260014e-12
  1.0145320844203e+01 -4.1263265653988e-12
  1.0534273228765e+01 -4.4233069383461e-12
  1.0939768752122e+01 -4.6633816336719e-12
  1.1717673521244e+01 -5.1887548843593e-12
  1.2301102098086e+01 -5.4011863624110e-12
  1.2690054482648e+01 -5.4362524699099e-12
  1.2964453887480e+01 -5.3108919953269e-12
  1.3158930079760e+01  1.7480331430106e-07
  1.3370721155630e+01  7.5886962516086e-07
  1.3565197347911e+01  1.5520662365740e-06
  1.3759673540192e+01  2.5227428266667e-06
  1.3954149732472e+01  4.2705974440599e-05
  1.4148625924753e+01  1.5076166201940e-04
  1.4276782312978e+01  2.9855929328242e-04
  1.4374020409118e+01  3.9770427683431e-04
  1.4537578309314e+01  6.6190281539185e-04
  1.4732054501595e+01  1.3089997499097e-03
  1.4926530693876e+01  2.2864227458974e-03
  1.5121006886156e+01  3.5780446023399e-03
  1.5315483078437e+01  5.1435880637150e-03
  1.5491872642335e+01  6.8200757396455e-03
  1.5589110738476e+01  7.9368339508797e-03
  1.5704435462998e+01  8.9559818863484e-03
  1.5898911655279e+01  1.1198264410088e-02
  1.6093387847560e+01  1.3651439871505e-02
  1.6287864039840e+01  1.6369824532392e-02
  1.6482340232121e+01  1.9304916339149e-02
  1.6676816424402e+01  2.2440567435025e-02
  1.6804201067833e+01  2.4810957084507e-02
  1.6901439163973e+01  2.6417005520050e-02
  1.7065768808963e+01  2.9417787375478e-02
  1.7260245001244e+01  3.3484362657991e-02
  1.7454721193525e+01  3.7927391668050e-02
  1.7649197385805e+01  4.2737071178080e-02
  1.7843673578086e+01  4.7915844406570e-02
  1.8019291397191e+01  5.3025414609107e-02
  1.8116529493331e+01  5.6204938876245e-02
  1.8232625962647e+01  5.9355182126211e-02
  1.8427102154928e+01  6.5618365171343e-02
  1.8621578347209e+01  7.2204213027142e-02
  1.8816054539489e+01  7.9099172541365e-02
  1.9010530731770e+01  8.6338681928173e-02
  1.9205006924051e+01  9.3960529036678e-02
  1.9331619822689e+01  9.9628401967626e-02
  1.9428857918829e+01  1.0350151412141e-01
  1.9593959308612e+01  1.1054496300904e-01
  1.9788435500893e+01  1.1958096093674e-01
  1.9982911693174e+01  1.2913210217422e-01
  2.0128768837384e+01  1.3712051750317e-01
  2.0226006933524e+01  1.4231007235645e-01
  2.0323245029665e+01  1.4765805814256e-01
  2.0420483125805e+01  1.5315192487169e-01
  2.0517721221945e+01  1.5878753152307e-01
  2.0595329200116e+01  1.6352894179530e-01
