0	90.389732	89.150790	1.238942	5.389950	4.798835	3.659680	7.575852	4.258427	66.865964	-80.877191	53.570397	11875.000000
1	90.430574	89.842204	0.588370	2.746618	4.731518	5.438503	2.568771	3.000000	83.613577	-70.824489	47.120000	11875.000000
2	90.675786	90.349516	0.326270	3.706447	4.903073	6.296602	2.813210	3.000000	73.318437	-66.024467	39.560000	11875.000000
3	91.127291	90.618601	0.508690	2.489210	1.209885	3.042265	0.797375	2.030020	78.939754	-66.413343	27.140000	11875.000000
4	90.101471	89.793086	0.308386	1.166337	1.998593	2.988297	3.669415	3.000000	37.926369	-91.422924	45.680000	11875.000000
5	91.032502	90.593502	0.439001	2.231338	1.634350	2.815898	1.169521	2.057676	57.758374	-71.727084	37.760000	11875.000000
6	90.792182	90.706312	0.085869	3.269222	3.551180	4.084890	3.861645	3.000000	31.791506	-78.932083	37.760000	11875.000000
7	90.529574	89.271355	1.258219	2.798530	4.359809	3.873651	5.137975	14.484940	73.551319	-76.900000	42.471754	11875.000000
8	90.482400	90.405458	0.076942	4.955191	6.655220	5.290615	3.592125	3.000000	72.314774	-74.434590	44.960000	11875.000000
9	90.960517	90.348734	0.611783	2.793321	3.109936	5.028671	3.339422	3.000000	58.000000	-72.220000	38.840000	11875.000000
10	90.394694	89.724306	0.670388	0.968255	2.026031	2.000817	1.692106	14.840607	90.864865	-56.637875	35.600000	11875.000000
11	90.279454	88.808468	1.470986	1.388497	2.941508	1.222274	4.184502	13.000000	42.000000	-70.306479	61.880000	11875.000000
12	89.898275	88.692188	1.206088	3.359282	4.744777	2.417053	4.515766	6.000000	69.633082	-93.569443	62.240000	11875.000000
13	89.763910	89.088077	0.675833	1.657732	2.363875	2.222408	2.831789	7.600000	75.401788	-95.861600	60.440000	11875.000000
14	89.406848	88.826912	0.579935	1.200095	3.601574	2.358251	4.925126	20.125978	58.623686	-100.686228	53.438451	11875.000000
15	89.469843	89.467587	0.002255	1.175783	1.462038	1.553377	1.356776	4.444192	66.529939	-93.128800	61.880000	11875.000000
16	89.807528	89.216039	0.591489	2.522901	2.760705	2.859896	4.345240	4.481675	71.422013	-86.689531	53.210668	11875.000000
17	90.237405	89.900800	0.336605	3.153564	3.699895	5.782715	3.483500	3.000000	83.022421	-76.934821	45.591577	11875.000000
18	90.814356	90.226614	0.587742	3.663781	2.338938	4.861293	2.115861	3.000000	70.786405	-68.478860	43.520000	11875.000000
19	90.647584	90.492291	0.155293	3.952758	1.671826	2.407019	3.059260	2.167452	25.726085	-77.456807	42.080000	11875.000000
20	89.688824	89.103885	0.584938	0.644188	2.585820	3.311521	4.635840	20.900867	93.637838	-82.456124	32.000000	11875.000000
21	90.156638	89.433560	0.723079	0.768387	3.498503	4.809074	1.843717	7.000000	93.560837	-70.685864	33.800000	11875.000000
22	90.500683	90.362920	0.137762	2.895977	1.117459	3.296136	0.720313	3.000000	98.726085	-68.929836	30.740000	11875.000000
23	91.149477	90.391535	0.757942	2.331282	3.701833	4.783548	0.065028	2.000000	80.463675	-63.474320	29.660000	11875.000000
24	90.950468	90.675888	0.274580	2.921312	4.870832	5.118589	1.255345	3.000000	86.955390	-65.601751	27.860000	11875.000000
25	90.727763	90.968079	-0.240316	3.001989	2.502113	3.782732	1.699505	2.000000	50.615293	-70.021373	34.880000	11875.000000
26	90.896273	90.679148	0.217125	3.435026	1.577610	2.135685	2.034222	2.000000	22.000000	-69.927131	40.640000	11875.000000
27	90.283996	89.926192	0.357805	3.520656	2.991056	1.585649	4.766661	7.121793	46.000000	-84.049677	44.960000	11875.000000
28	90.178602	89.036743	1.141859	4.667333	3.857703	2.692339	6.516023	6.000000	70.485957	-87.460748	59.683514	11875.000000
29	90.049854	89.975818	0.074036	3.451882	1.920654	3.044087	2.702605	3.000000	94.000000	-78.077110	39.920000	11875.000000
30	89.761310	89.433453	0.327857	3.195417	3.722843	3.269637	6.460733	6.629103	64.529663	-88.688945	41.000000	11875.000000
31	90.043351	89.301069	0.742283	2.811534	3.608392	4.409455	4.437787	3.000000	89.200772	-84.836466	53.600000	11875.000000
32	90.629534	89.837895	0.791639	3.680015	4.291120	5.738214	2.858282	2.000000	89.149944	-74.850118	53.960000	11875.000000
33	90.182867	89.869408	0.313458	2.214637	1.946950	3.146081	2.334140	3.000000	60.581446	-82.454791	53.240000	11875.000000
34	90.173937	88.880349	1.293588	4.750363	5.371265	3.725238	6.640898	3.000000	70.941670	-94.180000	62.600000	11875.000000
35	90.024598	89.652202	0.372396	2.654372	2.987447	4.291739	2.678079	3.000000	87.479374	-74.129716	56.120000	11875.000000
36	90.175123	89.939385	0.235738	2.547210	2.742331	5.790728	2.641869	3.000000	82.342534	-72.802321	43.160000	11875.000000
37	90.240786	90.227652	0.013134	3.441981	1.111892	2.834604	2.739213	3.000000	81.486837	-79.320510	31.460000	11875.000000
38	90.712041	89.911891	0.800150	4.296226	4.623507	6.162478	4.207676	3.000000	76.000000	-72.892872	46.400000	11875.000000
39	89.770540	88.794514	0.976026	1.428653	3.141565	2.710672	2.960401	13.000000	70.291057	-61.663171	61.880000	11875.000000
40	90.787788	89.697776	1.090012	2.256245	2.900089	1.812845	4.055658	2.447953	32.884254	-63.096311	52.520000	11875.000000
41	90.030574	89.591298	0.439276	2.763419	3.256295	4.574452	3.629785	3.000000	85.883428	-79.627679	51.080000	11875.000000
42	90.232896	89.970579	0.262316	1.813663	2.797364	6.217316	2.603478	4.000000	93.349756	-70.052381	29.660000	11875.000000
43	90.487966	90.245233	0.242732	2.358794	2.242713	4.229646	1.305734	3.000000	79.929615	-70.862314	36.320000	11875.000000
44	90.240240	90.053669	0.186572	4.014360	2.249358	2.014422	3.829866	3.000000	31.772438	-81.498078	47.840000	11875.000000
45	89.853442	88.921085	0.932357	2.740819	3.884990	3.732146	4.882406	5.377049	65.562329	-87.922703	60.080000	11875.000000
46	90.032459	89.741313	0.291147	3.060883	2.999588	5.347929	3.379220	7.000000	93.131926	-67.883770	51.440000	11875.000000
47	89.737938	89.586194	0.151744	2.699466	2.374340	4.794656	4.092155	3.000000	53.484180	-79.664614	60.080000	11875.000000
48	90.332531	89.566049	0.766482	4.124413	2.949382	5.828907	4.790302	3.000000	63.957827	-70.050505	59.720000	11875.000000
49	91.189959	90.340955	0.849004	3.892263	6.347839	6.139339	2.472695	2.000000	71.658945	-64.031698	41.000000	11875.000000
50	90.974316	89.630913	1.343402	2.801449	3.963810	4.437406	3.238624	3.000000	91.813483	-76.470549	50.000000	11875.000000
51	89.878149	89.267358	0.610791	1.644988	2.071980	2.720936	2.920214	3.000000	49.389497	-86.887195	64.400000	11875.000000
52	90.192526	89.450436	0.742090	4.419677	1.596893	3.332038	3.656473	3.000000	60.002040	-78.192144	55.040000	11875.000000
53	90.209414	89.661302	0.548112	3.390370	4.247574	5.909554	4.450792	3.000000	78.973563	-73.456560	52.880000	11875.000000
54	90.132218	89.728809	0.403409	1.737430	2.558648	5.986991	3.301543	8.000000	98.000000	-70.270000	33.800000	11875.000000
55	89.800595	89.432166	0.368430	3.074149	1.455703	1.495655	2.781555	3.000000	50.593831	-80.823801	56.120000	11875.000000
56	90.079720	89.271131	0.808589	3.145954	2.861186	3.708898	4.647655	3.000000	41.983444	-77.364108	66.560000	11875.000000
57	89.943527	88.872974	1.070552	2.500449	5.175225	5.446837	4.517475	14.000000	79.000000	-65.482472	64.040000	11875.000000
58	89.960922	89.145158	0.815763	3.259367	2.610906	4.406783	5.375476	3.000000	69.910214	-79.060000	61.880000	11875.000000
59	89.848981	89.767224	0.081757	4.167748	2.734420	5.822729	3.217286	2.000000	84.533934	-67.862274	50.720000	11875.000000
60	90.318400	90.433057	-0.114657	3.358757	4.393319	5.366313	1.427691	2.000000	96.740786	-60.006618	34.520000	11875.000000
61	89.998080	89.353301	0.644779	2.675266	2.951542	3.872998	3.625237	3.000000	96.432615	-89.372550	59.720000	11875.000000
62	90.191982	89.788344	0.403637	1.719446	2.475024	5.595243	3.514374	8.032106	97.000000	-69.258487	30.380000	11875.000000
63	89.754223	89.668785	0.085438	2.452549	2.236664	1.650377	4.068717	3.478236	59.010704	-92.322422	41.720000	11875.000000
64	90.022859	89.902230	0.120629	2.647936	1.750469	4.026275	2.471028	2.110340	90.000000	-76.500164	42.800000	11875.000000
