38179	87.633595	86.789435	0.844161	0.113258	0.134380	3.876982	4.124290	13113.000000
2344	86.967744	86.395756	0.571987	2.059771	2.772063	2.411582	4.916062	13485.000000
4639	87.064639	86.794976	0.269663	1.553254	1.297497	2.895986	8.428927	13490.000000
1112	87.859784	87.380437	0.479346	3.121440	1.621359	4.572828	3.862698	13440.000000
1011	87.880442	88.029868	-0.149426	1.821578	0.981399	4.531990	7.021079	13311.000000
13169	88.569349	88.326185	0.243165	2.453502	2.508744	2.859516	6.594681	12710.000000
40114	87.171128	86.725904	0.445224	1.146742	1.011079	3.345664	7.568511	13497.000000
23822	87.047800	86.981871	0.065928	4.961824	4.154872	3.299289	0.409563	13271.000000
29744	86.617539	86.819454	-0.201915	3.520552	2.974511	3.384249	0.000000	13409.000000
44241	86.895637	86.763647	0.131990	1.893245	0.975112	4.665340	1.489065	13286.000000
18272	87.863340	87.723576	0.139764	4.425648	3.865849	2.514736	3.816000	13171.000000
16644	88.195000	88.105898	0.089101	3.784575	3.224474	3.018198	2.891726	12651.000000
40573	87.767856	87.856514	-0.088659	1.976442	1.816465	2.777678	9.236307	13405.000000
11720	87.145402	87.016178	0.129224	3.919405	3.132173	3.479402	2.138207	13488.000000
16958	88.871961	88.781497	0.090465	2.157071	2.092547	2.192549	10.117506	12651.000000
32134	87.859989	87.433640	0.426350	0.333176	0.817397	2.819434	6.538733	12749.000000
13663	89.210753	89.213738	-0.002985	3.080971	3.095469	1.482417	6.264710	11875.000000
5826	86.649786	86.515808	0.133978	2.595859	1.964052	4.068509	0.792701	13487.000000
165	86.588903	86.498040	0.090862	3.553355	3.026074	3.306114	0.318615	13495.000000
15467	87.323819	87.230850	0.092969	2.711813	2.758532	1.710391	8.519798	13405.000000
2685	86.496685	86.502659	-0.005974	1.449190	1.886808	2.354733	7.009072	13487.000000
13482	87.259515	87.093100	0.166415	1.468746	0.929428	4.555939	4.869139	13230.000000
13074	87.499120	87.349184	0.149936	0.187144	0.000000	4.611199	3.561920	12710.000000
2144	86.870327	86.743127	0.127200	1.703204	1.698231	2.616126	7.685423	13485.000000
47982	88.233680	88.156599	0.077081	5.024895	4.187252	3.116689	0.473052	12366.000000
45468	89.917782	89.300227	0.617555	1.952348	1.226138	2.891523	6.275604	11797.000000
38295	86.632529	86.773641	-0.141112	2.122318	2.230439	2.836483	3.890316	13113.000000
22770	88.534062	88.023276	0.510786	1.914018	1.523352	3.156879	6.206133	12772.000000
4747	86.496346	86.522377	-0.026031	2.405158	2.008861	3.667299	0.762681	13490.000000
42373	88.935803	88.279153	0.656650	2.523624	1.585933	3.354562	3.961008	12211.000000
2880	86.950029	86.979537	-0.029507	0.467855	0.656171	2.705485	8.282826	13447.000000
46705	89.168937	89.280732	-0.111794	5.356281	4.470812	2.321645	4.106270	13143.000000
42898	87.099644	86.959411	0.140233	1.943557	1.841451	3.780438	2.838297	13095.000000
19117	87.106714	87.071958	0.034756	4.825331	4.440792	1.741548	3.504074	13213.000000
13096	87.675396	87.911874	-0.236478	0.899969	0.560883	4.807654	4.234000	12710.000000
8092	87.893190	87.177932	0.715258	0.763123	1.013799	3.480567	5.380557	12846.000000
50242	86.959781	86.915993	0.043788	3.129090	2.563251	3.525264	1.964193	13183.000000
17534	89.730444	88.683418	1.047026	2.382331	1.628277	3.669857	3.448922	11892.000000
38686	86.595752	86.977692	-0.381940	3.112340	3.185461	1.963899	4.561385	13230.000000
42269	89.514493	89.411563	0.102931	4.666986	4.080362	1.247139	6.338924	12211.000000
25715	86.461058	86.320648	0.140410	4.562315	3.804720	3.582470	0.000000	13495.000000
41737	87.675332	87.250917	0.424415	1.669709	2.312300	1.901029	7.482102	13150.000000
41547	89.545451	89.681955	-0.136503	3.397639	3.334005	1.832613	9.135968	13150.000000
31515	88.013192	87.387277	0.625915	0.297140	0.581059	2.922481	8.364216	13187.000000
24493	87.029632	86.611031	0.418601	1.264589	0.859619	4.230392	5.581797	13322.000000
13508	87.937215	87.725432	0.211783	5.585460	4.637738	1.641881	4.147784	13230.000000
8146	87.530648	87.284032	0.246615	0.188816	0.087793	4.286498	4.826500	12846.000000
1733	86.447725	86.455201	-0.007475	0.959145	1.386810	3.725230	4.166958	13495.000000
11449	88.153265	87.612266	0.540999	1.491744	1.387608	2.010189	9.395635	13488.000000
17020	89.165018	88.816936	0.348082	5.142788	4.485537	1.464695	4.627913	12211.000000
1778	86.842258	86.587519	0.254739	1.006327	0.839200	4.099343	5.914307	13491.000000
38558	87.802041	87.516405	0.285636	1.457406	1.664366	2.675554	5.426412	12710.000000
22438	89.196896	88.805127	0.391769	0.959233	0.195353	5.250588	4.653807	12366.000000
49887	86.518652	86.577446	-0.058794	2.114147	2.593080	2.174078	4.203730	13322.000000
36473	87.421825	87.274201	0.147623	0.000000	0.094426	4.676121	5.080688	12803.000000
37805	87.306848	87.087433	0.219416	3.058713	1.834033	4.578032	3.983994	13183.000000
13124	88.637231	87.830554	0.806677	2.881837	1.797861	3.929017	3.740589	12710.000000
3756	86.352091	86.595866	-0.243775	0.164800	0.586331	3.600045	5.266419	13322.000000
33973	86.514781	86.639866	-0.125085	0.463948	0.460387	4.097371	5.202469	13320.000000
42351	90.583478	89.528444	1.055035	4.339453	4.251295	0.000000	6.784713	12211.000000
25237	86.503225	86.467896	0.035329	2.746356	2.322609	3.387197	0.713485	13493.000000
1161	86.961445	86.489860	0.471585	2.666335	2.683456	3.553220	2.062302	13440.000000
11205	86.392799	86.510068	-0.117269	1.497267	1.483232	3.159174	6.170511	13379.000000
6146	86.440585	86.578572	-0.137986	1.955480	2.270541	2.202671	5.841553	13187.000000
24963	86.623630	86.446894	0.176737	1.003120	0.926762	4.254532	1.693488	13463.000000
34155	86.948962	86.607587	0.341375	0.000000	0.174173	4.550463	3.398172	13327.000000
35817	88.885734	88.930974	-0.045240	3.611797	3.650318	2.165245	3.305213	11881.000000
14988	89.028807	88.334368	0.694439	1.506043	1.375409	1.751428	9.480667	13480.000000
29449	86.509209	86.549155	-0.039946	0.196726	0.311676	4.552306	4.764416	13490.000000
11079	86.600403	86.485561	0.114842	1.347207	0.759942	4.348089	3.772153	13379.000000
35677	89.644638	89.397202	0.247436	5.532514	4.420088	2.635803	2.882243	11881.000000
50624	86.378921	86.592044	-0.213123	3.079905	2.702794	3.252953	0.000000	13463.000000
11353	86.642909	86.712907	-0.069999	0.000000	0.000000	3.834088	6.747920	13379.000000
47685	88.450159	88.127239	0.322920	5.912855	4.897807	2.034702	3.874728	12800.000000
41374	87.211765	86.486717	0.725049	1.384691	1.474926	3.303827	5.331644	13285.000000
16576	88.020772	87.816241	0.204531	4.136316	3.017713	3.752572	4.262408	13150.000000
44323	87.565049	87.445375	0.119674	5.745387	4.946084	1.461653	4.704695	13213.000000
48630	88.706999	88.643661	0.063338	3.210831	3.297290	0.959029	9.124166	13438.000000
49630	86.300755	86.408353	-0.107598	2.961729	2.598792	3.433268	1.177411	13484.000000
5233	86.426384	86.495906	-0.069522	1.482749	1.139342	4.357549	1.239942	13421.000000
24433	87.012357	87.101699	-0.089343	1.318073	2.234505	2.830526	3.939417	13322.000000
34517	87.784295	87.609199	0.175096	2.621247	2.198822	1.953496	7.990616	13155.000000
44328	87.886676	87.412280	0.474396	5.306146	4.177418	1.833504	3.667169	13213.000000
853	87.249496	86.546950	0.702545	1.214093	0.300754	4.687419	4.438918	13311.000000
22431	89.455771	88.998140	0.457631	2.896797	1.757795	3.447637	5.991651	12366.000000
6497	88.387009	87.947620	0.439389	2.228391	1.583237	3.319082	4.802595	12628.000000
43612	87.936304	87.604341	0.331963	6.823001	5.396043	2.172726	3.405891	13054.000000
11029	87.543540	87.349297	0.194243	0.727774	0.475308	4.385730	4.832064	12803.000000
8222	88.416396	88.382897	0.033499	2.275002	1.983538	3.484229	5.975441	12846.000000
7103	86.744763	86.643929	0.100834	2.089408	2.374266	2.503571	6.167116	13363.000000
16921	88.782881	88.474122	0.308759	5.551305	4.752746	1.258758	3.968662	12651.000000
36308	88.544226	88.026473	0.517753	2.292030	2.084159	2.572190	6.205074	12803.000000
41160	87.983699	88.157682	-0.173983	4.495367	4.361185	1.549876	7.480165	13285.000000
31004	87.305332	86.874596	0.430736	1.407102	1.581898	2.643415	8.256612	13329.000000
