0	90.389732	89.342234	1.047498	0.864474	1.314024	0.806816	1.946931	66.865964	53.570397	11875.000000
1	90.430574	90.136166	0.294408	0.727418	4.470349	4.389007	2.401778	83.613577	47.120000	11875.000000
2	90.675786	90.437011	0.238775	0.342585	3.835800	4.234312	1.754696	73.318437	39.560000	11875.000000
3	91.127291	90.941787	0.185505	2.578310	2.947547	5.931403	2.484462	78.939754	27.140000	11875.000000
4	90.101471	90.169389	-0.067917	3.344774	4.166484	1.989269	5.296560	37.926369	45.680000	11875.000000
5	91.032502	90.719018	0.313484	2.223572	3.096689	4.955139	2.737515	57.758374	37.760000	11875.000000
6	90.792182	91.096137	-0.303956	1.042096	2.864384	2.301938	2.197240	31.791506	37.760000	11875.000000
7	90.529574	89.584364	0.945210	1.186864	2.729272	1.145552	1.928980	73.551319	42.471754	11875.000000
8	90.482400	90.467761	0.014640	0.000000	2.957506	3.588266	2.640398	72.314774	44.960000	11875.000000
9	90.960517	90.468120	0.492397	1.344564	3.257583	3.050363	1.754304	58.000000	38.840000	11875.000000
10	90.394694	89.788870	0.605824	3.299725	2.683347	3.293303	1.346210	90.864865	35.600000	11875.000000
11	90.279454	88.753418	1.526036	3.059741	2.248380	0.655027	1.490461	42.000000	61.880000	11875.000000
12	89.898275	88.960623	0.937652	4.065481	3.843396	0.363300	8.342057	69.633082	62.240000	11875.000000
13	89.763910	89.261156	0.502754	4.652982	4.904614	1.926491	8.380133	75.401788	60.440000	11875.000000
14	89.406848	89.098836	0.308011	6.964667	7.153953	0.244136	11.492821	58.623686	53.438451	11875.000000
15	89.469843	89.423185	0.046657	6.937255	6.149351	3.658638	10.399949	66.529939	61.880000	11875.000000
16	89.807528	89.427620	0.379908	2.213179	2.854474	1.344539	4.300783	71.422013	53.210668	11875.000000
17	90.237405	90.125657	0.111748	0.945350	3.752284	3.211998	2.128580	83.022421	45.591577	11875.000000
18	90.814356	90.381465	0.432891	0.858835	2.558898	4.323922	1.674077	70.786405	43.520000	11875.000000
19	90.647584	90.523303	0.124281	2.054514	1.007843	3.007906	1.569486	25.726085	42.080000	11875.000000
20	89.688824	89.413334	0.275490	4.878773	5.075027	1.708786	3.335177	93.637838	32.000000	11875.000000
21	90.156638	90.032159	0.124479	3.035862	3.948914	3.703574	0.241960	93.560837	33.800000	11875.000000
22	90.500683	90.362160	0.138523	2.572761	1.884484	5.011171	1.392924	98.726085	30.740000	11875.000000
23	91.149477	90.764593	0.384883	2.537922	3.380219	6.041358	1.016506	80.463675	29.660000	11875.000000
24	90.950468	90.910683	0.039784	0.718899	3.473486	4.959453	1.532941	86.955390	27.860000	11875.000000
25	90.727763	90.781750	-0.053987	1.384478	2.427141	4.455366	1.459468	50.615293	34.880000	11875.000000
26	90.896273	90.647818	0.248455	2.561804	1.190014	3.604488	1.493460	22.000000	40.640000	11875.000000
27	90.283996	89.968409	0.315587	1.804227	1.119496	1.403469	1.792850	46.000000	44.960000	11875.000000
28	90.178602	89.288124	0.890478	1.433604	1.855332	1.084294	3.284346	70.485957	59.683514	11875.000000
29	90.049854	90.049170	0.000684	1.565121	1.831781	3.159821	1.794139	94.000000	39.920000	11875.000000
30	89.761310	89.920289	-0.158979	2.698706	3.469770	0.888882	5.581760	64.529663	41.000000	11875.000000
31	90.043351	89.321158	0.722193	1.296868	2.898954	1.688616	2.104612	89.200772	53.600000	11875.000000
32	90.629534	89.880962	0.748572	0.401966	3.083836	3.693434	1.903488	89.149944	53.960000	11875.000000
33	90.182867	90.003042	0.179825	2.239333	2.843911	3.367297	2.632415	60.581446	53.240000	11875.000000
34	90.173937	89.063119	1.110818	1.143200	2.161758	0.476814	4.009346	70.941670	62.600000	11875.000000
35	90.024598	89.731830	0.292768	1.542070	3.543936	3.654432	2.517201	87.479374	56.120000	11875.000000
36	90.175123	90.150959	0.024165	1.708239	3.607219	3.790318	0.981734	82.342534	43.160000	11875.000000
37	90.240786	90.224687	0.016099	2.004794	1.361207	3.451037	2.002080	81.486837	31.460000	11875.000000
38	90.712041	90.133485	0.578556	0.031079	2.965958	2.792145	1.923732	76.000000	46.400000	11875.000000
39	89.770540	89.087270	0.683270	2.659461	3.355199	2.438503	2.032342	70.291057	61.880000	11875.000000
40	90.787788	89.443248	1.344540	2.440214	1.356973	1.159216	0.500821	32.884254	52.520000	11875.000000
41	90.030574	89.790304	0.240270	1.311418	3.200623	2.543512	2.191599	85.883428	51.080000	11875.000000
