6048	88.060583	86.851236	1.209347	3.372448	1.557069
6049	87.038330	86.970771	0.067559	3.932573	1.797857
6050	87.380529	87.225429	0.155100	2.903289	1.885666
6051	87.125871	86.999678	0.126192	2.305028	2.002635
6052	87.179154	87.002002	0.177152	2.966727	2.843366
6053	87.301742	87.299041	0.002700	2.608142	4.255520
6054	87.263838	87.185067	0.078770	0.299931	3.321296
6055	87.061431	86.945089	0.116342	3.275387	0.000000
6056	86.913352	86.676139	0.237213	0.857056	1.202787
6057	87.085668	86.866111	0.219557	1.823095	0.000000
6058	86.796231	86.733602	0.062630	2.809677	2.558274
6059	86.194009	86.209050	-0.015041	2.620022	3.221347
6060	86.967629	86.910854	0.056775	3.234196	1.499528
6061	86.985689	86.928815	0.056874	5.217974	2.266257
6062	88.384215	87.181192	1.203024	5.006371	3.078877
6063	87.479078	87.128253	0.350825	4.505383	5.194269
6064	87.655926	87.612015	0.043910	5.833949	0.620682
6065	87.525184	87.571570	-0.046386	5.252627	4.621630
6066	87.822758	87.736138	0.086620	6.079574	1.907502
6067	87.580788	87.534975	0.045814	5.340567	4.203017
6068	87.370246	87.295624	0.074622	4.805543	3.393939
6069	87.469280	87.403016	0.066263	4.429267	2.074687
6070	88.066128	87.883716	0.182413	5.096852	1.169353
6071	88.369729	88.048877	0.320851	3.397064	0.000000
6072	87.378589	87.283416	0.095173	4.722922	0.000000
6073	87.426652	87.265245	0.161407	3.495841	0.863137
6074	87.326960	87.240089	0.086871	3.990441	1.444857
6075	87.520862	87.315841	0.205021	4.038986	0.990278
6076	87.186137	87.209289	-0.023152	3.018844	1.230275
6077	87.233404	87.236373	-0.002969	3.142331	3.359844
6078	87.218430	87.268504	-0.050075	2.319560	2.589347
6079	86.827674	86.891106	-0.063432	1.938346	4.203626
6080	87.001443	87.126783	-0.125340	0.856975	3.758041
6081	86.950801	87.064352	-0.113551	1.316960	0.892179
6082	86.862965	86.668571	0.194394	0.153023	4.064117
6083	87.251811	87.106797	0.145014	1.557081	1.699201
6084	87.530491	87.627897	-0.097406	4.563582	5.427650
6085	87.797729	87.710594	0.087135	4.797897	0.000000
6086	87.679599	87.488351	0.191248	2.716827	3.165913
6087	87.207417	87.149430	0.057987	0.411051	3.532460
6088	87.725631	87.903179	-0.177548	3.354254	4.546647
6089	86.936691	87.053232	-0.116542	1.896947	3.267003
6090	88.134253	88.150333	-0.016080	4.065773	1.121542
6091	88.113365	88.013306	0.100059	3.768833	1.194352
6092	87.884377	87.891217	-0.006841	4.903881	1.742832
6093	88.081937	88.107188	-0.025250	5.346194	0.000000
6094	88.034881	88.319601	-0.284720	0.772607	3.816591
6095	88.191968	88.308505	-0.116536	1.512275	2.273245
6096	88.436201	88.375031	0.061170	5.814166	4.419192
6097	88.600802	88.777843	-0.177040	4.408016	3.194333
6098	87.652510	87.658630	-0.006121	2.127924	3.750639
6099	87.777542	88.327422	-0.549880	1.545977	1.360696
6100	87.674258	87.892648	-0.218390	1.430727	3.098970
6101	87.573427	87.850723	-0.277296	1.523635	2.774398
6102	88.074849	88.001945	0.072904	4.756388	4.617724
6103	87.837771	88.550695	-0.712925	1.389749	2.561368
6104	87.805994	87.889810	-0.083817	1.531766	4.651469
6105	87.865171	88.426545	-0.561374	1.527845	2.424982
6106	88.024604	88.454766	-0.430162	3.281062	1.654799
6107	88.052552	88.010240	0.042312	2.142519	2.442862
6108	87.865473	88.157738	-0.292265	1.602204	3.165505
6109	87.999027	88.317143	-0.318115	3.322326	2.997277
6110	88.103210	87.991678	0.111532	4.439149	0.000000
6111	87.971162	87.870367	0.100795	2.012883	3.665377
6112	87.355252	87.321821	0.033432	1.425957	2.227028
6113	87.634055	87.723621	-0.089566	2.739496	3.332514
6114	87.581488	87.629067	-0.047579	3.082674	4.634928
6115	88.156453	88.092879	0.063574	4.787014	5.003641
6116	88.386540	88.335367	0.051173	3.228506	4.189851
6117	88.561293	88.425211	0.136082	4.919704	3.426694
6118	88.440709	88.396376	0.044334	5.480826	2.162499
6119	88.879395	89.187944	-0.308549	2.649489	1.445319
6120	88.444291	88.040816	0.403474	1.966609	3.365607
6121	88.051806	88.089123	-0.037317	3.702937	3.992859
6122	88.172800	87.963292	0.209509	3.890815	3.990165
6123	88.147951	88.466497	-0.318546	1.374080	3.394838
6124	88.512470	88.168237	0.344233	4.945096	0.000000
6125	88.246052	87.988228	0.257823	0.525304	2.653290
6126	88.437082	88.556660	-0.119578	1.844382	3.764008
6127	87.878688	88.049470	-0.170782	2.243062	3.249103
6128	88.535365	88.380415	0.154950	0.597906	4.041346
6129	87.614331	87.784953	-0.170621	0.000000	3.376055
6130	87.594091	87.777289	-0.183198	1.334111	4.696177
6131	87.621229	87.969189	-0.347960	0.989453	0.000000
6132	87.622587	87.314110	0.308477	1.615123	2.457811
6133	87.764910	87.655053	0.109857	4.479224	0.149738
6134	88.150164	88.104371	0.045792	3.940933	1.524201
6135	87.867314	88.172932	-0.305618	2.166142	2.765186
6136	88.130918	87.925285	0.205633	2.909453	2.977141
6137	88.512959	88.522789	-0.009829	4.724018	3.059588
6138	88.507478	88.248276	0.259202	2.133862	3.888198
6139	88.303624	88.142367	0.161257	4.175441	2.319131
6140	88.012552	87.984058	0.028493	2.227777	4.537402
6141	88.111088	87.985400	0.125688	5.350697	2.360768
6142	88.570548	88.112781	0.457767	4.102891	0.000000
6143	88.846805	88.709747	0.137057	6.034336	2.191719
6144	88.623947	88.622532	0.001415	1.905651	3.393534
6145	88.070456	87.897598	0.172858	2.483709	3.305312
