6001	86.566246	86.398351	0.167895	1.822987	1.719189
6002	86.569295	86.318987	0.250307	2.770384	3.577657
6003	86.213609	86.390594	-0.176985	1.280231	3.077615
6004	86.320289	86.141900	0.178388	2.105514	2.827496
6005	86.891704	86.726162	0.165542	4.481686	3.133526
6006	87.085838	86.956490	0.129348	3.835735	1.837287
6007	86.858030	86.928153	-0.070124	1.858175	2.377002
6008	86.762059	86.714835	0.047224	2.339974	1.435766
6009	87.071989	86.872807	0.199183	3.023236	0.538022
6010	86.780630	86.944052	-0.163422	3.590305	3.053046
6011	87.074621	86.927012	0.147609	3.925465	0.085412
6012	87.050273	86.712363	0.337909	2.969548	2.671261
6013	86.493346	86.519101	-0.025755	1.668913	3.562047
6014	86.233626	86.381909	-0.148283	2.238057	2.572822
6015	86.310199	86.477342	-0.167143	3.948838	2.759315
6016	86.986009	87.044921	-0.058912	4.905512	1.609506
6017	87.196872	87.138107	0.058765	4.478068	2.445241
6018	86.746033	86.764253	-0.018220	1.844101	0.334825
6019	86.485304	86.348152	0.137152	1.555413	4.585112
6020	86.203560	86.160683	0.042877	2.310491	2.932441
6021	86.988906	86.785104	0.203802	3.021083	1.954835
6022	86.739109	86.556827	0.182282	1.864856	1.593011
6023	86.106143	86.004115	0.102027	1.252312	2.562443
6024	86.894879	86.717224	0.177654	2.259366	1.551764
6025	86.784660	86.766752	0.017908	3.741089	3.586262
6026	87.147601	87.013215	0.134386	2.618525	2.051515
6027	86.525724	86.405920	0.119804	1.242981	2.546883
6028	86.499418	86.496399	0.003019	1.281721	3.504115
6029	86.564952	86.617744	-0.052792	2.194410	3.496806
6030	86.766098	86.634301	0.131797	2.199401	3.695959
6031	86.945298	86.589857	0.355441	1.877986	3.247868
6032	86.922494	86.559674	0.362820	2.316539	3.130322
6033	86.650473	86.744299	-0.093826	3.627294	4.351666
6034	86.626025	86.687902	-0.061877	2.689117	5.598573
6035	87.019042	87.059868	-0.040826	3.729320	2.843166
6036	86.443771	86.620179	-0.176408	2.581983	3.127769
6037	86.614033	86.627081	-0.013048	1.887246	2.618417
6038	86.751102	86.844402	-0.093300	2.955528	2.811759
6039	86.807545	86.759172	0.048372	2.735338	2.333750
6040	86.840206	86.714293	0.125914	3.065007	1.924075
6041	86.893292	87.024352	-0.131060	3.090945	1.993586
6042	86.588736	86.814962	-0.226225	3.314319	1.517775
6043	86.728301	86.775257	-0.046957	3.642359	1.755401
6044	86.739312	86.599517	0.139796	3.046110	2.124317
6045	86.642965	86.293712	0.349253	2.856994	2.255790
6046	86.471587	86.434297	0.037290	2.891105	2.094079
6047	86.220389	86.173391	0.046998	1.431755	4.268359
