6001	86.566246	86.304490	0.261756	2.410245	2.620430	1.343159
6002	86.569295	86.371922	0.197372	6.456165	3.771162	2.454043
6003	86.213609	86.425956	-0.212347	4.448568	2.288826	1.609490
6004	86.320289	86.397126	-0.076837	2.773753	2.647141	1.921672
6005	86.891704	86.744887	0.146817	3.308927	4.347111	2.939408
6006	87.085838	86.960078	0.125759	1.210354	2.957181	2.485709
6007	86.858030	86.827194	0.030836	2.401852	2.314997	2.474641
6008	86.762059	86.655837	0.106222	2.091238	2.661716	1.965070
6009	87.071989	86.879362	0.192627	0.484904	2.073800	3.674222
6010	86.780630	86.898774	-0.118144	2.816593	2.120417	4.827926
6011	87.074621	86.935486	0.139136	1.183475	2.291350	5.403461
6012	87.050273	86.891580	0.158693	2.502893	2.677711	2.698356
6013	86.493346	86.571131	-0.077785	5.301017	2.449604	2.400046
6014	86.233626	86.311875	-0.078249	5.904196	3.739731	1.322508
6015	86.310199	86.202657	0.107542	3.304901	4.646542	2.129229
6016	86.986009	86.940190	0.045819	1.073499	3.625608	3.974184
6017	87.196872	87.049753	0.147119	2.248816	3.687294	2.831261
6018	86.746033	86.555014	0.191019	1.950379	1.694990	3.045134
6019	86.485304	86.406486	0.078818	5.055101	1.974980	2.467041
6020	86.203560	86.356308	-0.152749	3.246858	2.739176	2.129367
6021	86.988906	87.084180	-0.095274	0.902541	4.696972	0.606927
6022	86.739109	86.532562	0.206547	1.723576	2.696637	0.957657
6023	86.106143	86.009266	0.096877	4.408429	2.146239	1.389259
6024	86.894879	86.907840	-0.012962	0.533656	2.913701	0.858229
6025	86.784660	86.816550	-0.031890	4.859426	4.184598	2.820958
6026	87.147601	86.944589	0.203012	2.980762	4.717576	0.291409
6027	86.525724	86.385960	0.139763	5.784972	2.197977	1.362131
6028	86.499418	86.507210	-0.007792	4.282185	2.056906	1.823083
6029	86.564952	86.602538	-0.037586	4.085659	2.850917	2.004531
6030	86.766098	86.746220	0.019878	4.327961	2.734121	2.390490
6031	86.945298	86.772986	0.172312	2.770537	2.373543	2.136009
6032	86.922494	86.690189	0.232305	3.368197	2.929792	1.824169
6033	86.650473	86.749050	-0.098577	5.895961	3.936788	3.246434
6034	86.626025	86.543736	0.082289	4.799466	2.793898	3.036464
6035	87.019042	86.957293	0.061749	3.449258	2.591289	4.666426
6036	86.443771	86.553987	-0.110216	4.267749	3.299909	1.837985
6037	86.614033	86.769254	-0.155221	7.250462	2.190133	3.211376
6038	86.751102	86.752597	-0.001495	3.908345	3.749864	1.562995
6039	86.807545	86.497728	0.309816	4.540172	4.982110	0.950296
6040	86.840206	86.802077	0.038130	1.636159	3.892973	1.064668
6041	86.893292	86.726215	0.167077	2.000355	3.717445	1.220348
6042	86.588736	87.027927	-0.439191	0.579249	3.226815	1.611758
6043	86.728301	86.686219	0.042082	1.183644	3.465727	1.995396
6044	86.739312	86.677088	0.062224	1.948811	5.741805	0.692629
6045	86.642965	86.223775	0.419190	4.148030	5.303154	0.932918
6046	86.471587	86.562702	-0.091115	2.452237	5.035492	0.494325
6047	86.220389	86.203543	0.016846	5.113955	1.914031	2.220817
6048	88.060583	87.105290	0.955293	0.000000	4.916415	2.078871
6049	87.038330	86.868312	0.170018	0.811122	3.495284	2.362338
6050	87.380529	87.633966	-0.253438	0.697891	4.334559	0.532386
6051	87.125871	86.897716	0.228154	2.504993	3.947061	0.457998
6052	87.179154	86.978868	0.200286	4.169664	3.961240	1.789020
6053	87.301742	87.102651	0.199091	6.013415	2.390171	3.964367
6054	87.263838	86.993253	0.270584	6.134503	0.909020	4.395942
6055	87.061431	87.046910	0.014520	1.288580	1.212478	5.264526
6056	86.913352	86.490307	0.423045	1.977859	1.100052	1.819933
6057	87.085668	86.634834	0.450833	1.687587	1.210755	3.720996
6058	86.796231	86.729616	0.066615	2.565604	3.116115	1.935024
6059	86.194009	86.126335	0.067673	6.114225	4.204061	1.826034
6060	86.967629	86.740000	0.227629	0.506466	3.226249	1.933910
6061	86.985689	87.079377	-0.093689	1.715544	4.444878	3.864059
6062	88.384215	87.131179	1.253036	3.143101	3.619992	3.705417
6063	87.479078	87.116807	0.362272	3.789800	2.903190	3.957955
6064	87.655926	87.539792	0.116134	2.411981	3.374515	5.969993
6065	87.525184	87.545827	-0.020643	6.270403	4.123641	6.003731
6066	87.822758	87.744120	0.078638	2.546078	4.145518	4.871510
6067	87.580788	87.498910	0.081879	5.151428	5.097102	4.137465
6068	87.370246	87.234130	0.136116	3.831029	3.218204	5.405496
6069	87.469280	87.380992	0.088287	1.293569	4.592704	2.589234
6070	88.066128	87.946429	0.119699	0.914913	4.124956	5.260103
6071	88.369729	87.890053	0.479676	1.083825	1.357694	5.927333
6072	87.378589	87.443579	-0.064990	1.191891	2.214377	5.886066
6073	87.426652	87.466008	-0.039356	0.301947	2.793452	3.683271
6074	87.326960	87.287615	0.039345	0.508284	3.785759	3.634732
6075	87.520862	87.220000	0.300862	1.079497	2.640474	4.037363
6076	87.186137	87.201930	-0.015793	1.087729	2.505284	2.670008
6077	87.233404	87.072387	0.161017	3.430983	2.352068	3.990226
6078	87.218430	87.309353	-0.090924	3.183141	3.113874	1.456309
6079	86.827674	86.733400	0.094274	6.743702	2.054894	3.791083
6080	87.001443	87.140327	-0.138884	3.324404	1.254191	3.979648
6081	86.950801	86.913063	0.037738	2.402853	1.295752	2.797398
6082	86.862965	86.715928	0.147037	3.523896	0.776236	3.321609
6083	87.251811	87.069136	0.182675	2.004485	2.477621	0.090167
6084	87.530491	87.595352	-0.064861	5.917282	3.772710	4.375729
6085	87.797729	87.725280	0.072449	2.657526	1.554543	5.845591
6086	87.679599	87.424635	0.254964	2.941259	2.528892	2.732065
6087	87.207417	87.147145	0.060272	5.716858	1.148204	4.299913
6088	87.725631	87.747698	-0.022067	4.511363	2.921476	3.940496
6089	86.936691	86.897986	0.038705	6.072140	2.976701	1.957074
6090	88.134253	88.194897	-0.060644	0.560948	3.637788	4.229480
6091	88.113365	88.152938	-0.039573	0.000000	4.116614	3.902051
6092	87.884377	87.958162	-0.073786	0.910261	3.982997	3.666693
6093	88.081937	88.159384	-0.077447	2.652167	2.345105	6.208262
6094	88.034881	88.333682	-0.298801	3.540990	1.063460	3.374383
6095	88.191968	88.206874	-0.014906	6.348150	2.825611	0.808114
6096	88.436201	88.382707	0.053494	4.760801	4.763507	5.176534
6097	88.600802	88.604351	-0.003549	3.485211	2.370392	5.242715
6098	87.652510	87.652264	0.000246	2.855150	2.108500	3.354440
6099	87.777542	87.985656	-0.208113	1.434057	1.898122	1.817601
6100	87.674258	87.838743	-0.164485	4.267346	2.216733	1.792883
6101	87.573427	87.751223	-0.177795	5.038118	2.626815	1.451483
6102	88.074849	88.089089	-0.014240	3.103954	3.362321	3.272097
6103	87.837771	88.058690	-0.220919	7.686314	2.136778	2.573887
6104	87.805994	87.936299	-0.130305	3.000501	1.944880	3.205422
6105	87.865171	88.055895	-0.190725	2.540255	1.859648	2.699874
6106	88.024604	87.951967	0.072637	1.864870	2.665810	2.771251
6107	88.052552	87.728367	0.324185	6.369664	3.648483	1.477381
6108	87.865473	87.786452	0.079022	3.765066	1.259402	4.258069
6109	87.999027	88.205183	-0.206156	6.494098	5.870882	2.177513
6110	88.103210	87.984911	0.118298	3.766495	1.819611	5.473553
6111	87.971162	87.728184	0.242977	5.057677	1.797976	4.190139
6112	87.355252	87.268416	0.086836	4.720846	2.367201	1.147715
6113	87.634055	87.720430	-0.086375	4.675639	3.518263	2.033525
6114	87.581488	87.633194	-0.051706	4.023757	2.793418	3.406050
6115	88.156453	88.139712	0.016741	6.202740	3.945250	4.970665
6116	88.386540	88.238254	0.148286	5.121179	3.754031	2.916453
6117	88.561293	88.354973	0.206321	4.866850	4.358512	5.954886
6118	88.440709	88.374682	0.066027	1.276873	5.235672	4.455503
6119	88.879395	88.540212	0.339183	5.234950	1.423956	5.792630
6120	88.444291	88.226907	0.217384	3.899020	2.775777	1.774599
6121	88.051806	88.040589	0.011217	5.049226	4.032176	3.040169
6122	88.172800	87.954520	0.218280	3.853885	3.100516	4.230592
6123	88.147951	88.029805	0.118146	3.972905	1.461954	4.439072
6124	88.512470	88.206640	0.305830	2.418684	2.087536	5.649460
6125	88.246052	87.809075	0.436977	6.150836	0.891600	2.525401
6126	88.437082	88.444615	-0.007533	5.122965	1.868118	3.744565
6127	87.878688	87.908776	-0.030088	5.341157	3.191797	1.913078
6128	88.535365	88.265338	0.270027	3.091654	0.895420	3.259214
6129	87.614331	87.888390	-0.274059	3.894154	0.478052	3.100557
6130	87.594091	87.902275	-0.308184	4.916349	1.797074	4.401850
6131	87.621229	87.920784	-0.299555	2.274375	0.753225	3.581237
6132	87.622587	87.433508	0.189079	3.029511	2.640458	0.849187
6133	87.764910	87.592402	0.172508	4.341544	2.141034	5.858625
6134	88.150164	88.048215	0.101948	1.017838	3.334911	3.475488
6135	87.867314	87.404464	0.462850	7.323152	2.281443	3.247956
6136	88.130918	87.849180	0.281737	6.261738	4.504572	1.755096
6137	88.512959	88.359993	0.152967	3.748871	3.733072	6.471909
6138	88.507478	88.343884	0.163593	4.548567	2.929368	2.004866
6139	88.303624	88.153827	0.149796	1.787889	5.153505	2.535941
6140	88.012552	87.951889	0.060663	3.979585	2.009646	4.548511
6141	88.111088	88.036817	0.074271	3.549024	3.452174	4.594378
6142	88.570548	88.118538	0.452010	3.950013	1.642573	6.149372
6143	88.846805	88.680211	0.166594	3.700585	4.075456	5.331896
6144	88.623947	88.382549	0.241398	5.075125	1.976338	3.388740
6145	88.070456	87.758622	0.311835	4.231252	3.119698	1.989148
