6001	86.566246	86.348537	0.217709	1.906423	2.327569	0.983110	0.555059
6002	86.569295	86.468446	0.100849	1.669844	3.874891	2.526381	2.653573
6003	86.213609	86.261265	-0.047656	0.956003	3.197379	1.319578	1.146840
6004	86.320289	86.262355	0.057934	1.881508	2.326797	1.485733	0.988844
6005	86.891704	86.889959	0.001745	3.052775	2.748122	2.528675	2.162435
6006	87.085838	87.007144	0.078694	2.982464	1.269080	2.300994	1.896978
6007	86.858030	86.745953	0.112077	1.604432	1.823733	2.211335	1.503812
6008	86.762059	86.818994	-0.056935	2.121674	1.751968	1.752717	1.131343
6009	87.071989	86.715255	0.356735	2.028918	0.665990	4.124291	1.451249
6010	86.780630	86.881434	-0.100804	2.141331	2.423022	3.432275	4.246162
6011	87.074621	86.929109	0.145513	3.117010	1.048101	5.249509	4.330596
6012	87.050273	86.747980	0.302292	2.100296	2.074672	2.475969	1.669675
6013	86.493346	86.440086	0.053260	0.991304	3.684899	2.109738	1.799626
6014	86.233626	86.243584	-0.009958	1.880971	3.954422	1.432833	2.365084
6015	86.310199	86.421703	-0.111504	2.852403	2.723840	1.841833	2.496168
6016	86.986009	86.965594	0.020415	4.250854	0.593754	3.502559	2.667960
6017	87.196872	86.997212	0.199660	3.249601	2.014149	2.492197	1.923694
6018	86.746033	86.655209	0.090824	1.700602	1.256302	2.518261	1.955046
6019	86.485304	86.413724	0.071580	0.569755	2.698895	1.921622	1.473342
6020	86.203560	86.231897	-0.028338	1.704308	2.258557	1.840941	1.330961
6021	86.988906	87.111399	-0.122493	4.159097	2.088996	0.752918	1.198428
6022	86.739109	86.808237	-0.069128	2.367784	1.867631	0.735296	1.207285
6023	86.106143	85.920906	0.185237	0.961183	2.900481	0.923140	1.252407
6024	86.894879	86.747153	0.147725	2.523662	1.495297	0.870053	0.472322
6025	86.784660	86.857396	-0.072737	2.311841	3.352085	2.503299	2.800218
6026	87.147601	87.321097	-0.173496	3.222016	2.965870	0.520869	2.297643
6027	86.525724	86.393524	0.132200	0.889286	3.616306	1.157117	2.543522
6028	86.499418	86.524081	-0.024663	0.722659	2.789171	1.422095	0.901471
6029	86.564952	86.618689	-0.053737	1.687983	2.762037	1.728521	1.452388
6030	86.766098	86.712695	0.053403	1.558875	2.876488	2.093139	2.634242
6031	86.945298	86.543879	0.401418	1.619406	2.215582	1.653599	0.976556
6032	86.922494	86.684039	0.238455	1.845571	2.649533	1.598403	1.414531
6033	86.650473	86.616809	0.033665	1.985000	3.717304	2.792897	2.053723
6034	86.626025	86.544062	0.081963	1.064471	3.141470	2.868344	1.062588
6035	87.019042	87.040480	-0.021438	2.511705	2.915784	2.969417	4.602147
6036	86.443771	86.473696	-0.029925	1.954110	3.194985	1.720008	2.068795
6037	86.614033	86.688794	-0.074762	1.088121	4.096578	2.910525	4.832997
6038	86.751102	86.956217	-0.205115	2.202127	3.118403	1.593571	2.678624
6039	86.807545	86.787883	0.019661	2.925177	3.735323	1.253035	2.770534
6040	86.840206	86.947143	-0.106937	3.031213	2.719762	1.310391	0.772926
6041	86.893292	86.915558	-0.022266	2.923728	2.648335	1.330692	0.967442
6042	86.588736	87.074063	-0.485327	2.771410	1.530371	2.009929	0.728008
6043	86.728301	86.668911	0.059390	2.923796	1.908384	2.450945	1.056724
6044	86.739312	86.802377	-0.063065	4.546623	2.992141	1.005965	2.268451
6045	86.642965	86.378407	0.264558	3.331268	3.691972	1.222621	2.754204
6046	86.471587	86.714231	-0.242644	3.604295	2.624841	0.832431	2.490113
6047	86.220389	86.296437	-0.076049	0.395935	2.856878	1.768157	1.536277
6048	88.060583	87.035752	1.024832	4.456299	0.940581	2.533248	0.298094
6049	87.038330	86.917176	0.121154	3.366536	1.249269	2.264393	1.480844
6050	87.380529	87.571769	-0.191240	3.844881	1.940370	0.667635	0.950675
