6001	86.566246	86.474044	0.092202	2.067465	0.837182	1.778000	1.250655	2.327580	0.420356
6002	86.569295	86.471041	0.098254	3.399499	2.298936	1.158764	2.257041	1.699994	2.023823
6003	86.213609	86.293130	-0.079521	2.596876	0.620531	1.685724	1.217000	1.292027	1.320279
6004	86.320289	86.570258	-0.249969	1.998823	1.299276	1.742426	1.739251	1.929098	0.934579
6005	86.891704	86.847830	0.043874	2.050552	2.278891	1.477309	3.195545	2.382636	2.243953
6006	87.085838	87.026946	0.058892	1.206648	1.790649	2.441201	2.669931	2.439511	0.984641
6007	86.858030	87.054769	-0.196739	1.759590	1.876180	2.049990	1.993607	1.417692	1.152619
6008	86.762059	86.869371	-0.107313	1.569025	1.140582	2.098558	1.879700	2.131420	1.357023
6009	87.071989	86.980965	0.091024	0.591273	1.364676	1.039703	2.289969	1.330489	1.650356
6010	86.780630	86.765225	0.015405	1.611017	2.072020	0.658886	2.713248	1.020289	1.157629
6011	87.074621	86.816463	0.258159	0.667530	2.334054	0.550435	3.732128	1.528635	1.323384
6012	87.050273	86.853988	0.196284	1.793414	1.368689	1.571558	2.430718	1.398138	0.377101
6013	86.493346	86.330290	0.163056	3.061369	0.607810	1.469023	1.766794	1.077559	0.919704
6014	86.233626	86.204653	0.028972	2.851231	0.722216	0.972385	1.275339	2.193440	2.014021
6015	86.310199	86.374249	-0.064050	2.323449	2.971851	1.448596	2.472438	3.021762	2.079608
6016	86.986009	86.946540	0.039469	0.223860	3.043521	2.621691	4.472034	2.323938	1.756554
6017	87.196872	87.121417	0.075455	1.626223	1.822814	1.860477	3.061819	2.570567	1.971215
6018	86.746033	86.843991	-0.097958	1.274874	2.013507	2.121911	2.156922	1.167481	0.883851
6019	86.485304	86.519197	-0.033893	3.444912	2.827034	2.702648	1.697292	1.788063	2.608584
6020	86.203560	86.121279	0.082280	2.210299	1.627072	2.357468	1.884514	2.269035	2.353235
6021	86.988906	87.054044	-0.065138	1.000778	0.699196	1.258185	1.648603	3.429049	0.605073
6022	86.739109	86.580848	0.158261	1.822803	1.900599	1.828644	1.308954	2.777889	0.750314
6023	86.106143	86.021809	0.084333	2.983637	1.496084	1.738163	0.962859	2.122780	1.394446
6024	86.894879	86.752463	0.142416	0.951661	0.779217	1.506208	1.240445	2.182647	1.076158
6025	86.784660	86.883346	-0.098686	2.652969	2.295844	1.157037	2.741879	1.880111	1.822381
6026	87.147601	86.959133	0.188468	1.949997	1.700350	0.567767	1.477140	2.738369	0.783260
6027	86.525724	86.427812	0.097912	2.984663	1.220088	1.113230	1.052023	1.377659	1.096951
6028	86.499418	86.499358	0.000061	2.807353	1.293282	2.028511	1.295547	1.483914	1.381648
6029	86.564952	86.518062	0.046890	2.189121	1.281258	1.523329	1.789173	1.629512	1.923870
6030	86.766098	86.688332	0.077766	2.434051	2.183484	1.286315	1.996196	1.459486	1.601593
6031	86.945298	86.984015	-0.038717	2.108797	1.591720	2.009992	1.870619	1.846707	0.658640
6032	86.922494	86.841465	0.081029	2.223172	1.434697	1.358944	1.938307	1.601399	0.811104
6033	86.650473	86.728193	-0.077719	3.325526	2.268074	2.008468	2.878591	2.128201	2.316797
6034	86.626025	86.649653	-0.023628	3.326301	2.008451	2.755446	2.778353	1.648112	0.951624
6035	87.019042	86.959840	0.059202	1.813235	2.626640	0.554370	2.789896	1.302588	0.934787
6036	86.443771	86.484327	-0.040556	2.184076	1.071895	1.141513	1.767423	1.670075	2.195431
6037	86.614033	86.615522	-0.001489	2.736361	0.664513	0.748116	1.515125	1.010792	2.053801
6038	86.751102	86.969197	-0.218095	1.796411	1.349209	0.770683	1.849441	1.804886	2.335380
6039	86.807545	86.596588	0.210956	2.613192	1.469973	0.518931	1.829282	2.523604	1.437940
6040	86.840206	87.324388	-0.484182	1.538030	0.000000	1.246275	1.520695	2.645590	1.246562
6041	86.893292	87.285629	-0.392337	1.636645	0.334752	1.383295	1.621392	2.631777	1.051429
6042	86.588736	87.126461	-0.537725	1.111030	0.054804	2.179479	1.758826	2.611536	2.254949
6043	86.728301	86.685419	0.042882	1.331130	0.513968	1.897150	2.268620	2.533639	2.362523
6044	86.739312	86.740228	-0.000916	1.849415	1.156045	0.858763	1.973339	3.890495	1.043403
6045	86.642965	86.549192	0.093773	2.952302	1.721932	0.642753	1.843966	3.162120	1.276025
6046	86.471587	86.643601	-0.172014	1.957519	2.299690	0.861527	1.838601	3.258247	0.915510
6047	86.220389	86.230731	-0.010342	3.622645	2.727988	2.505111	1.500929	1.704248	2.078176
6048	88.060583	87.253473	0.807111	0.069761	0.205011	1.287394	2.715018	3.053880	1.589139
6049	87.038330	87.009546	0.028784	1.010817	0.880913	2.464589	2.666458	2.551651	0.694265
6050	87.380529	87.372692	0.007836	0.953579	0.721005	1.303127	1.569439	3.148391	0.427288
6051	87.125871	87.046084	0.079787	2.084373	1.601252	0.877836	1.204440	2.843832	0.381445
6052	87.179154	87.126342	0.052811	2.753898	1.492349	1.333376	2.001048	2.513416	1.416034
6053	87.301742	87.263370	0.038372	3.047458	2.169704	1.301438	2.510430	1.041543	1.481572
6054	87.263838	86.965420	0.298418	1.889208	0.714512	0.459813	1.189545	0.716961	2.096930
6055	87.061431	87.045729	0.015701	0.387007	3.329188	1.041821	2.963663	1.100951	0.193117
6056	86.913352	86.804421	0.108932	1.117926	0.255742	2.413218	0.447516	1.486610	1.818447
6057	87.085668	86.850450	0.235218	0.974109	2.613942	1.860186	2.096429	1.195958	0.000000
6058	86.796231	86.775147	0.021084	2.307720	1.946146	1.940524	1.942752	2.795042	1.411386
6059	86.194009	86.115022	0.078986	3.305541	2.684715	1.484896	1.795173	2.673715	3.199039
6060	86.967629	86.870513	0.097117	0.761134	0.882277	1.739951	2.234653	2.239965	1.419333
6061	86.985689	87.008443	-0.022754	1.547600	3.237353	1.532072	4.404894	2.758612	0.893279
6062	88.384215	87.227780	1.156436	2.247357	1.928069	1.915594	3.866919	1.945161	1.414708
6063	87.479078	87.322882	0.156196	2.348157	3.088420	1.968974	3.425115	1.115552	0.825914
6064	87.655926	87.536355	0.119570	1.448768	3.244551	1.001829	5.102800	1.322701	1.499822
