Latitude,Longtitude,Pressure [hPa],Height [m],Temperature [C],Relative Humidity [%],Wind Direction [deg],Wind Speed [knot]
,,100.0,16567.0,-79.7,68.0,225.0,35.0
b'13.0000',b'-99.0000',1012.4,0.0,26.8,77.0,80.0,9.0
,,1000.0,109.0,25.6,76.0,80.0,10.0
,,975.0,331.0,23.5,83.0,81.0,10.0
,,950.0,558.0,21.4,90.0,81.0,11.0
,,925.0,789.0,19.7,89.0,82.0,12.0
,,900.0,1026.0,18.6,81.0,81.0,12.0
,,850.0,1515.0,16.2,65.0,79.0,12.0
,,800.0,2028.0,13.5,57.0,87.0,10.0
,,750.0,2569.0,10.5,56.0,103.0,2.0
,,700.0,3140.0,6.9,65.0,257.0,4.0
,,650.0,3746.0,4.9,25.0,243.0,12.0
,,600.0,4397.0,4.2,3.0,220.0,14.0
,,550.0,5101.0,1.7,1.0,223.0,12.0
,,500.0,5861.0,-3.6,7.0,241.0,12.0
,,450.0,6681.0,-10.6,18.0,228.0,20.0
,,400.0,7575.0,-16.8,10.0,234.0,30.0
,,350.0,8561.0,-25.2,26.0,232.0,34.0
,,300.0,9659.0,-33.8,21.0,226.0,32.0
,,250.0,10911.0,-42.8,15.0,254.0,24.0
,,200.0,12383.0,-53.0,19.0,282.0,21.0
,,150.0,14186.0,-64.3,24.0,219.0,34.0
,,100.0,16569.0,-79.6,67.0,228.0,33.0
b'13.0000',b'-98.0000',1012.5,0.0,26.8,76.0,73.0,10.0
,,1000.0,109.0,25.6,75.0,73.0,11.0
,,975.0,332.0,23.5,81.0,73.0,12.0
,,950.0,559.0,21.4,88.0,72.0,12.0
,,925.0,790.0,19.4,92.0,70.0,12.0
,,900.0,1026.0,18.5,75.0,65.0,10.0
,,850.0,1515.0,16.9,41.0,62.0,10.0
,,800.0,2028.0,13.9,38.0,66.0,8.0
,,750.0,2569.0,10.2,51.0,97.0,3.0
,,700.0,3139.0,7.2,39.0,239.0,5.0
,,650.0,3747.0,5.7,17.0,229.0,13.0
,,600.0,4398.0,4.2,6.0,216.0,14.0
,,550.0,5102.0,1.6,3.0,217.0,12.0
,,500.0,5861.0,-3.8,7.0,233.0,12.0
,,450.0,6682.0,-10.6,16.0,229.0,19.0
,,400.0,7576.0,-16.8,13.0,232.0,31.0
,,350.0,8562.0,-25.0,15.0,231.0,35.0
,,300.0,9661.0,-33.9,22.0,225.0,33.0
,,250.0,10911.0,-42.8,15.0,243.0,26.0
,,200.0,12383.0,-52.8,16.0,264.0,20.0
,,150.0,14189.0,-64.1,23.0,217.0,38.0
,,100.0,16572.0,-79.6,66.0,229.0,30.0
b'13.0000',b'-97.0000',1012.5,0.0,26.8,76.0,59.0,12.0
,,1000.0,109.0,25.6,74.0,58.0,14.0
,,975.0,332.0,23.5,80.0,58.0,14.0
,,950.0,558.0,21.2,87.0,57.0,15.0
,,925.0,789.0,19.2,91.0,55.0,14.0
,,900.0,1025.0,19.1,56.0,53.0,9.0
,,850.0,1515.0,17.1,41.0,77.0,6.0
,,800.0,2029.0,14.1,33.0,91.0,7.0
,,750.0,2569.0,10.7,39.0,104.0,4.0
,,700.0,3140.0,7.5,39.0,218.0,4.0
,,650.0,3748.0,5.6,18.0,226.0,12.0
,,600.0,4399.0,3.8,7.0,211.0,14.0
,,550.0,5102.0,1.5,2.0,212.0,12.0
,,500.0,5862.0,-3.6,8.0,231.0,12.0
,,450.0,6682.0,-10.5,15.0,230.0,17.0
,,400.0,7577.0,-16.8,13.0,231.0,30.0
,,350.0,8564.0,-24.8,15.0,230.0,36.0
,,300.0,9662.0,-34.2,27.0,229.0,34.0
,,250.0,10913.0,-42.8,17.0,232.0,29.0
,,200.0,12385.0,-52.7,14.0,243.0,24.0
,,150.0,14192.0,-63.9,23.0,217.0,41.0
,,100.0,16574.0,-79.6,66.0,230.0,29.0
b'13.0000',b'-96.0000',1012.5,0.0,26.6,76.0,36.0,14.0
,,1000.0,109.0,25.4,74.0,36.0,16.0
,,975.0,331.0,23.2,79.0,36.0,17.0
,,950.0,558.0,21.1,85.0,35.0,17.0
,,925.0,789.0,19.4,79.0,35.0,13.0
,,900.0,1025.0,19.2,55.0,47.0,7.0
,,850.0,1515.0,17.7,35.0,81.0,6.0
,,800.0,2030.0,14.6,27.0,109.0,10.0
,,750.0,2570.0,10.8,26.0,125.0,9.0
,,700.0,3141.0,7.4,33.0,193.0,5.0
,,650.0,3748.0,5.4,19.0,224.0,12.0
,,600.0,4399.0,3.8,8.0,213.0,15.0
,,550.0,5102.0,1.8,2.0,213.0,11.0
,,500.0,5863.0,-3.4,7.0,230.0,11.0
,,450.0,6684.0,-10.4,16.0,228.0,16.0
,,400.0,7578.0,-16.6,14.0,231.0,28.0
,,350.0,8566.0,-24.7,17.0,230.0,34.0
,,300.0,9665.0,-34.3,29.0,234.0,33.0
,,250.0,10916.0,-42.9,18.0,226.0,32.0
,,200.0,12388.0,-52.7,15.0,233.0,30.0
,,150.0,14195.0,-63.9,23.0,219.0,43.0
,,100.0,16576.0,-79.6,65.0,232.0,28.0
b'13.0000',b'-95.0000',1012.4,0.0,26.4,78.0,18.0,14.0
,,1000.0,108.0,25.2,76.0,18.0,16.0
,,975.0,330.0,23.1,82.0,18.0,16.0
,,950.0,557.0,21.0,87.0,19.0,16.0
,,925.0,788.0,20.1,69.0,24.0,10.0
,,900.0,1024.0,19.5,55.0,33.0,5.0
,,850.0,1514.0,17.8,34.0,82.0,7.0
,,800.0,2029.0,13.7,64.0,114.0,16.0
,,750.0,2570.0,10.4,46.0,129.0,15.0
,,700.0,3141.0,8.1,18.0,198.0,6.0
,,650.0,3748.0,5.7,15.0,227.0,12.0
,,600.0,4400.0,3.9,8.0,215.0,14.0
,,550.0,5104.0,1.8,2.0,211.0,10.0
,,500.0,5864.0,-3.3,5.0,228.0,10.0
,,450.0,6685.0,-10.3,15.0,229.0,14.0
,,400.0,7580.0,-16.5,13.0,232.0,27.0
,,350.0,8568.0,-24.6,18.0,234.0,32.0
,,300.0,9667.0,-34.3,32.0,234.0,33.0
,,250.0,10918.0,-42.9,18.0,225.0,34.0
,,200.0,12390.0,-52.7,14.0,230.0,34.0
,,150.0,14197.0,-63.8,22.0,222.0,45.0
,,100.0,16579.0,-79.5,63.0,233.0,25.0
b'13.0000',b'-94.0000',1012.2,0.0,27.1,74.0,4.0,10.0
,,1000.0,107.0,26.0,71.0,4.0,11.0
,,975.0,329.0,23.8,77.0,4.0,11.0
,,950.0,556.0,21.7,84.0,3.0,11.0
,,925.0,788.0,20.0,77.0,2.0,10.0
,,900.0,1024.0,19.2,58.0,17.0,6.0
,,850.0,1514.0,16.8,58.0,91.0,9.0
,,800.0,2027.0,13.1,76.0,111.0,20.0
,,750.0,2568.0,10.0,69.0,125.0,17.0
,,700.0,3140.0,8.9,15.0,200.0,7.0
,,650.0,3749.0,6.2,12.0,231.0,11.0
,,600.0,4401.0,4.1,7.0,218.0,13.0
,,550.0,5105.0,1.6,2.0,213.0,9.0
,,500.0,5865.0,-3.3,5.0,230.0,10.0
,,450.0,6686.0,-10.1,13.0,231.0,13.0
,,400.0,7582.0,-16.3,11.0,232.0,26.0
,,350.0,8571.0,-24.4,15.0,236.0,32.0
,,300.0,9670.0,-34.4,38.0,229.0,35.0
,,250.0,10920.0,-43.0,18.0,224.0,35.0
,,200.0,12391.0,-52.7,14.0,227.0,37.0
,,150.0,14200.0,-63.9,22.0,225.0,45.0
,,100.0,16581.0,-79.5,62.0,235.0,23.0
b'13.0000',b'-93.0000',1012.1,0.0,27.2,69.0,349.0,6.0
,,1000.0,106.0,26.1,68.0,349.0,6.0
,,975.0,329.0,24.0,74.0,349.0,6.0
,,950.0,556.0,22.0,80.0,350.0,6.0
,,925.0,787.0,20.8,71.0,22.0,4.0
,,900.0,1024.0,19.7,65.0,72.0,5.0
,,850.0,1514.0,16.2,72.0,95.0,12.0
,,800.0,2028.0,12.9,82.0,108.0,19.0
,,750.0,2568.0,9.2,96.0,117.0,14.0
,,700.0,3139.0,9.2,15.0,185.0,7.0
,,650.0,3750.0,6.6,10.0,227.0,10.0
,,600.0,4402.0,4.2,6.0,213.0,12.0
,,550.0,5106.0,1.7,2.0,210.0,9.0
,,500.0,5866.0,-3.2,5.0,234.0,9.0
,,450.0,6688.0,-9.9,12.0,240.0,12.0
,,400.0,7584.0,-16.4,13.0,233.0,25.0
,,350.0,8573.0,-24.3,15.0,235.0,33.0
,,300.0,9673.0,-34.7,48.0,229.0,35.0
,,250.0,10922.0,-43.1,19.0,225.0,36.0
,,200.0,12393.0,-52.8,14.0,223.0,40.0
,,150.0,14202.0,-63.9,23.0,227.0,45.0
,,100.0,16584.0,-79.6,61.0,237.0,22.0
b'13.0000',b'-92.0000',1012.1,0.0,27.6,66.0,23.0,5.0
,,1000.0,106.0,26.5,64.0,23.0,5.0
,,975.0,329.0,24.4,71.0,22.0,5.0
,,950.0,556.0,22.2,78.0,17.0,5.0
,,925.0,788.0,20.7,74.0,40.0,5.0
,,900.0,1025.0,19.5,70.0,70.0,8.0
,,850.0,1514.0,16.1,75.0,86.0,15.0
,,800.0,2028.0,12.8,84.0,109.0,16.0
,,750.0,2568.0,9.7,80.0,110.0,18.0
,,700.0,3140.0,9.0,23.0,161.0,8.0
,,650.0,3750.0,6.9,10.0,221.0,9.0
,,600.0,4403.0,4.4,7.0,209.0,11.0
,,550.0,5107.0,1.6,3.0,206.0,10.0
,,500.0,5867.0,-3.2,5.0,239.0,9.0
,,450.0,6690.0,-9.8,12.0,251.0,12.0
,,400.0,7586.0,-16.4,13.0,237.0,24.0
,,350.0,8575.0,-24.2,17.0,235.0,34.0
,,300.0,9675.0,-34.6,46.0,230.0,37.0
,,250.0,10925.0,-43.2,25.0,226.0,39.0
,,200.0,12394.0,-52.9,14.0,220.0,42.0
,,150.0,14204.0,-64.0,24.0,230.0,45.0
,,100.0,16586.0,-79.6,61.0,239.0,20.0
b'13.0000',b'-91.0000',1012.0,0.0,27.3,70.0,38.0,8.0
,,1000.0,105.0,26.2,67.0,38.0,9.0
,,975.0,328.0,24.2,70.0,40.0,9.0
,,950.0,555.0,23.1,65.0,55.0,10.0
,,925.0,787.0,21.5,66.0,71.0,11.0
,,900.0,1025.0,19.7,72.0,82.0,11.0
,,850.0,1515.0,15.9,87.0,101.0,11.0
,,800.0,2028.0,12.7,91.0,106.0,13.0
,,750.0,2568.0,9.8,90.0,115.0,15.0
,,700.0,3139.0,7.6,66.0,158.0,5.0
,,650.0,3751.0,7.4,9.0,209.0,9.0
,,600.0,4405.0,4.6,7.0,206.0,11.0
,,550.0,5108.0,1.5,5.0,207.0,10.0
,,500.0,5869.0,-3.2,7.0,240.0,8.0
,,450.0,6691.0,-9.8,14.0,258.0,11.0
,,400.0,7587.0,-16.5,15.0,242.0,22.0
,,350.0,8576.0,-24.1,17.0,239.0,33.0
,,300.0,9677.0,-34.2,46.0,230.0,40.0
,,250.0,10927.0,-43.3,27.0,227.0,42.0
,,200.0,12395.0,-53.0,15.0,219.0,43.0
,,150.0,14206.0,-64.0,24.0,231.0,46.0
,,100.0,16588.0,-79.5,62.0,238.0,18.0
b'13.0000',b'-90.0000',1011.9,0.0,27.8,65.0,54.0,6.0
,,1000.0,104.0,26.7,61.0,55.0,6.0
,,975.0,327.0,24.7,66.0,62.0,6.0
,,950.0,555.0,23.0,70.0,80.0,7.0
,,925.0,787.0,21.2,75.0,87.0,7.0
,,900.0,1024.0,19.2,81.0,89.0,8.0
,,850.0,1514.0,15.6,93.0,90.0,10.0
,,800.0,2027.0,12.7,95.0,89.0,13.0
,,750.0,2568.0,9.8,98.0,112.0,13.0
,,700.0,3139.0,7.4,63.0,154.0,9.0
,,650.0,3751.0,8.1,8.0,200.0,10.0
,,600.0,4406.0,5.0,6.0,203.0,9.0
,,550.0,5110.0,1.5,6.0,206.0,9.0
,,500.0,5870.0,-3.3,7.0,245.0,7.0
,,450.0,6692.0,-9.8,15.0,260.0,10.0
,,400.0,7588.0,-16.8,19.0,244.0,21.0
,,350.0,8577.0,-24.3,21.0,243.0,34.0
,,300.0,9677.0,-34.0,34.0,231.0,42.0
,,250.0,10928.0,-43.3,32.0,229.0,46.0
,,200.0,12396.0,-52.9,17.0,220.0,44.0
,,150.0,14207.0,-64.0,24.0,232.0,46.0
,,100.0,16592.0,-79.3,60.0,234.0,15.0
b'13.0000',b'-89.0000',1011.9,0.0,27.5,68.0,43.0,8.0
,,1000.0,104.0,26.5,65.0,42.0,9.0
,,975.0,328.0,24.6,68.0,44.0,9.0
,,950.0,555.0,22.9,72.0,56.0,8.0
,,925.0,787.0,21.0,79.0,71.0,8.0
,,900.0,1024.0,19.1,85.0,72.0,8.0
,,850.0,1514.0,15.7,92.0,61.0,11.0
,,800.0,2027.0,12.7,94.0,71.0,12.0
,,750.0,2568.0,10.5,74.0,111.0,11.0
,,700.0,3140.0,7.9,61.0,138.0,10.0
,,650.0,3752.0,8.2,9.0,179.0,9.0
,,600.0,4408.0,5.2,5.0,193.0,8.0
,,550.0,5111.0,1.2,6.0,201.0,8.0
,,500.0,5871.0,-3.2,5.0,236.0,6.0
,,450.0,6694.0,-9.5,14.0,262.0,10.0
,,400.0,7591.0,-16.6,18.0,251.0,21.0
,,350.0,8578.0,-24.5,24.0,246.0,33.0
,,300.0,9679.0,-34.0,38.0,232.0,42.0
,,250.0,10930.0,-43.1,29.0,230.0,50.0
,,200.0,12399.0,-52.8,16.0,222.0,44.0
,,150.0,14210.0,-64.1,24.0,233.0,47.0
,,100.0,16595.0,-79.2,60.0,227.0,11.0
b'13.0000',b'-88.0000',1012.4,-2.0,27.0,68.0,54.0,8.0
,,1000.0,106.0,25.9,65.0,54.0,9.0
,,975.0,328.0,24.1,68.0,54.0,10.0
,,950.0,555.0,22.6,69.0,49.0,12.0
,,925.0,787.0,21.0,69.0,49.0,14.0
,,900.0,1024.0,19.2,73.0,49.0,15.0
,,850.0,1514.0,16.0,79.0,45.0,17.0
,,800.0,2027.0,13.1,77.0,58.0,17.0
,,750.0,2568.0,10.4,64.0,78.0,14.0
,,700.0,3140.0,8.9,28.0,123.0,9.0
,,650.0,3752.0,8.2,5.0,174.0,8.0
,,600.0,4408.0,5.2,3.0,184.0,8.0
,,550.0,5113.0,1.5,5.0,199.0,7.0
,,500.0,5872.0,-3.1,7.0,244.0,6.0
,,450.0,6696.0,-9.4,13.0,270.0,10.0
,,400.0,7592.0,-16.5,15.0,260.0,21.0
,,350.0,8580.0,-24.5,23.0,248.0,32.0
,,300.0,9680.0,-34.1,50.0,235.0,40.0
,,250.0,10931.0,-43.1,42.0,232.0,51.0
,,200.0,12400.0,-52.8,16.0,225.0,46.0
,,150.0,14210.0,-64.2,24.0,232.0,49.0
,,100.0,16597.0,-79.0,60.0,223.0,10.0
b'13.0000',b'-87.0000',1009.6,25.0,22.1,72.0,57.0,4.0
,,1000.0,108.0,23.1,67.0,55.0,10.0
,,975.0,330.0,23.2,64.0,52.0,15.0
,,950.0,556.0,22.0,65.0,51.0,14.0
,,925.0,787.0,20.5,65.0,51.0,15.0
,,900.0,1024.0,19.6,60.0,56.0,16.0
,,850.0,1515.0,17.2,51.0,65.0,13.0
,,800.0,2029.0,13.6,49.0,75.0,10.0
,,750.0,2569.0,10.2,48.0,73.0,10.0
,,700.0,3141.0,9.2,21.0,101.0,7.0
,,650.0,3753.0,8.2,4.0,148.0,7.0
,,600.0,4409.0,5.4,4.0,171.0,7.0
,,550.0,5114.0,1.5,6.0,189.0,6.0
,,500.0,5873.0,-3.2,8.0,240.0,5.0
,,450.0,6697.0,-9.5,12.0,268.0,9.0
,,400.0,7593.0,-16.6,13.0,262.0,20.0
,,350.0,8580.0,-24.6,25.0,250.0,32.0
,,300.0,9680.0,-34.2,51.0,236.0,40.0
,,250.0,10932.0,-42.9,51.0,236.0,51.0
,,200.0,12402.0,-52.6,20.0,229.0,46.0
,,150.0,14212.0,-64.3,20.0,232.0,48.0
,,100.0,16600.0,-79.0,60.0,220.0,9.0
b'13.0000',b'-86.0000',911.7,916.0,16.2,97.0,33.0,5.0
,,900.0,1025.0,16.2,94.0,36.0,11.0
,,850.0,1511.0,14.4,86.0,48.0,24.0
,,800.0,2024.0,14.4,40.0,63.0,24.0
,,750.0,2567.0,12.7,17.0,80.0,12.0
,,700.0,3141.0,9.7,12.0,112.0,6.0
,,650.0,3753.0,7.8,5.0,133.0,8.0
,,600.0,4409.0,5.4,4.0,152.0,7.0
,,550.0,5114.0,1.6,6.0,161.0,5.0
,,500.0,5874.0,-3.4,8.0,228.0,4.0
,,450.0,6697.0,-9.4,10.0,263.0,9.0
,,400.0,7594.0,-16.5,13.0,266.0,19.0
,,350.0,8581.0,-24.5,28.0,252.0,33.0
,,300.0,9682.0,-33.8,45.0,240.0,40.0
,,250.0,10934.0,-43.1,57.0,237.0,49.0
,,200.0,12403.0,-52.8,24.0,233.0,47.0
,,150.0,14212.0,-64.3,17.0,233.0,46.0
,,100.0,16601.0,-79.1,60.0,221.0,7.0
b'13.0000',b'-85.0000',992.5,191.0,17.9,97.0,360.0,4.0
,,975.0,344.0,19.4,90.0,3.0,11.0
,,950.0,568.0,19.1,86.0,19.0,17.0
,,925.0,798.0,18.1,83.0,30.0,20.0
,,900.0,1032.0,17.2,79.0,38.0,19.0
,,850.0,1519.0,15.1,73.0,51.0,18.0
,,800.0,2031.0,12.8,54.0,64.0,17.0
,,750.0,2571.0,10.7,29.0,78.0,16.0
,,700.0,3143.0,9.5,11.0,87.0,11.0
,,650.0,3755.0,8.0,8.0,103.0,8.0
,,600.0,4411.0,5.5,5.0,130.0,6.0
,,550.0,5116.0,1.6,8.0,148.0,6.0
,,500.0,5876.0,-3.3,9.0,236.0,4.0
,,450.0,6699.0,-9.3,10.0,263.0,9.0
,,400.0,7596.0,-16.5,13.0,265.0,20.0
,,350.0,8584.0,-24.5,28.0,253.0,35.0
,,300.0,9684.0,-33.7,42.0,240.0,40.0
,,250.0,10937.0,-43.0,52.0,241.0,47.0
,,200.0,12407.0,-52.6,24.0,237.0,46.0
,,150.0,14217.0,-64.2,17.0,232.0,42.0
,,100.0,16604.0,-79.5,66.0,227.0,7.0
b'13.0000',b'-84.0000',1010.6,33.0,19.1,99.0,350.0,2.0
,,1000.0,124.0,19.1,99.0,354.0,9.0
,,975.0,342.0,19.8,95.0,11.0,19.0
,,950.0,567.0,19.6,94.0,27.0,18.0
,,925.0,797.0,18.8,90.0,38.0,17.0
,,900.0,1033.0,17.9,84.0,42.0,17.0
,,850.0,1521.0,15.2,79.0,49.0,15.0
,,800.0,2032.0,12.5,73.0,60.0,15.0
,,750.0,2572.0,10.1,75.0,84.0,15.0
,,700.0,3143.0,7.5,61.0,85.0,14.0
,,650.0,3754.0,8.2,8.0,85.0,10.0
,,600.0,4411.0,5.8,5.0,100.0,8.0
,,550.0,5117.0,1.8,8.0,142.0,5.0
,,500.0,5877.0,-3.4,11.0,235.0,4.0
,,450.0,6700.0,-9.3,11.0,261.0,9.0
,,400.0,7597.0,-16.5,12.0,266.0,17.0
,,350.0,8585.0,-24.5,25.0,257.0,33.0
,,300.0,9686.0,-33.6,41.0,243.0,38.0
,,250.0,10938.0,-42.8,47.0,243.0,44.0
,,200.0,12410.0,-52.4,26.0,238.0,46.0
,,150.0,14220.0,-64.5,18.0,231.0,40.0
,,100.0,16604.0,-79.6,74.0,233.0,6.0
b'13.0000',b'-83.0000',1013.6,0.0,25.7,81.0,47.0,12.0
,,1000.0,119.0,24.2,80.0,48.0,13.0
,,975.0,340.0,22.2,87.0,49.0,13.0
,,950.0,566.0,20.2,92.0,51.0,13.0
,,925.0,797.0,19.2,90.0,55.0,14.0
,,900.0,1033.0,18.0,88.0,57.0,14.0
,,850.0,1521.0,15.4,83.0,52.0,15.0
,,800.0,2034.0,13.2,73.0,45.0,14.0
,,750.0,2575.0,10.2,80.0,43.0,7.0
,,700.0,3146.0,6.8,81.0,68.0,7.0
,,650.0,3755.0,7.4,10.0,97.0,12.0
,,600.0,4411.0,5.9,5.0,95.0,11.0
,,550.0,5117.0,2.2,8.0,126.0,5.0
,,500.0,5878.0,-3.4,13.0,244.0,4.0
,,450.0,6701.0,-9.5,13.0,263.0,9.0
,,400.0,7598.0,-16.5,12.0,267.0,15.0
,,350.0,8586.0,-24.4,18.0,261.0,30.0
,,300.0,9688.0,-33.5,30.0,245.0,36.0
,,250.0,10941.0,-42.6,37.0,244.0,42.0
,,200.0,12413.0,-52.3,24.0,238.0,45.0
,,150.0,14222.0,-64.8,20.0,231.0,40.0
,,100.0,16603.0,-79.6,79.0,243.0,3.0
b'13.0000',b'-82.0000',1013.5,0.0,26.2,77.0,73.0,10.0
,,1000.0,117.0,24.9,76.0,73.0,11.0
,,975.0,340.0,22.9,83.0,75.0,12.0
,,950.0,566.0,20.7,91.0,75.0,13.0
,,925.0,796.0,18.8,94.0,74.0,14.0
,,900.0,1032.0,18.1,82.0,63.0,17.0
,,850.0,1521.0,15.7,78.0,43.0,15.0
,,800.0,2034.0,13.2,64.0,27.0,13.0
,,750.0,2574.0,10.2,53.0,18.0,7.0
,,700.0,3145.0,8.2,27.0,80.0,5.0
,,650.0,3755.0,7.5,8.0,96.0,12.0
,,600.0,4411.0,5.8,5.0,87.0,12.0
,,550.0,5118.0,2.6,7.0,111.0,6.0
,,500.0,5880.0,-3.3,13.0,215.0,3.0
,,450.0,6703.0,-9.5,12.0,266.0,8.0
,,400.0,7600.0,-16.3,11.0,270.0,13.0
,,350.0,8588.0,-24.2,14.0,263.0,26.0
,,300.0,9690.0,-33.5,26.0,246.0,33.0
,,250.0,10945.0,-42.5,32.0,244.0,41.0
,,200.0,12418.0,-52.2,22.0,237.0,45.0
,,150.0,14224.0,-65.1,22.0,231.0,39.0
,,100.0,16603.0,-79.7,81.0,332.0,0.0
b'13.0000',b'-81.0000',1013.5,0.0,26.2,76.0,68.0,10.0
,,1000.0,118.0,25.1,75.0,69.0,11.0
,,975.0,340.0,22.9,81.0,69.0,12.0
,,950.0,566.0,20.8,88.0,69.0,13.0
,,925.0,797.0,19.0,88.0,67.0,14.0
,,900.0,1032.0,18.2,73.0,62.0,16.0
,,850.0,1521.0,16.0,63.0,49.0,16.0
,,800.0,2033.0,13.2,55.0,38.0,13.0
,,750.0,2574.0,11.0,29.0,28.0,9.0
,,700.0,3146.0,9.0,16.0,57.0,5.0
,,650.0,3756.0,7.2,10.0,89.0,10.0
,,600.0,4412.0,5.5,6.0,78.0,12.0
,,550.0,5119.0,2.9,5.0,95.0,8.0
,,500.0,5881.0,-2.9,11.0,184.0,2.0
,,450.0,6705.0,-9.4,13.0,258.0,6.0
,,400.0,7602.0,-16.3,11.0,266.0,11.0
,,350.0,8590.0,-24.3,11.0,265.0,22.0
,,300.0,9692.0,-33.5,26.0,248.0,32.0
,,250.0,10947.0,-42.5,31.0,246.0,41.0
,,200.0,12421.0,-52.0,19.0,237.0,46.0
,,150.0,14226.0,-65.5,23.0,231.0,37.0
,,100.0,16602.0,-79.8,87.0,34.0,3.0
b'13.0000',b'-80.0000',1013.4,0.0,26.2,78.0,60.0,11.0
,,1000.0,117.0,25.0,76.0,60.0,13.0
,,975.0,339.0,22.9,82.0,61.0,13.0
,,950.0,565.0,20.8,89.0,61.0,14.0
,,925.0,796.0,18.9,92.0,61.0,15.0
,,900.0,1032.0,17.9,86.0,60.0,16.0
,,850.0,1520.0,15.2,81.0,55.0,17.0
,,800.0,2033.0,13.8,48.0,43.0,15.0
,,750.0,2574.0,11.2,29.0,36.0,10.0
,,700.0,3147.0,9.2,15.0,54.0,6.0
,,650.0,3758.0,7.4,8.0,80.0,10.0
,,600.0,4413.0,5.4,5.0,67.0,12.0
,,550.0,5120.0,3.1,5.0,83.0,9.0
,,500.0,5883.0,-2.8,9.0,117.0,4.0
,,450.0,6706.0,-9.5,12.0,239.0,3.0
,,400.0,7603.0,-16.5,12.0,257.0,7.0
,,350.0,8591.0,-24.3,12.0,268.0,18.0
,,300.0,9694.0,-33.4,27.0,253.0,31.0
,,250.0,10949.0,-42.4,38.0,251.0,41.0
,,200.0,12424.0,-51.7,12.0,238.0,49.0
,,150.0,14227.0,-65.7,26.0,231.0,35.0
,,100.0,16601.0,-79.9,92.0,36.0,5.0
b'13.0000',b'-79.0000',1013.4,0.0,25.9,80.0,55.0,13.0
,,1000.0,117.0,24.7,78.0,55.0,15.0
,,975.0,338.0,22.6,85.0,55.0,15.0
,,950.0,564.0,20.4,93.0,55.0,16.0
,,925.0,795.0,18.5,98.0,56.0,17.0
,,900.0,1031.0,18.7,62.0,60.0,19.0
,,850.0,1519.0,16.1,55.0,58.0,19.0
,,800.0,2032.0,13.8,46.0,43.0,16.0
,,750.0,2573.0,11.6,30.0,33.0,12.0
,,700.0,3147.0,9.8,13.0,54.0,7.0
,,650.0,3759.0,7.4,7.0,76.0,9.0
,,600.0,4413.0,5.2,4.0,63.0,10.0
,,550.0,5120.0,3.0,5.0,70.0,10.0
,,500.0,5883.0,-2.6,11.0,93.0,7.0
,,450.0,6707.0,-9.4,14.0,135.0,3.0
,,400.0,7604.0,-16.6,12.0,256.0,4.0
,,350.0,8592.0,-24.2,13.0,273.0,16.0
,,300.0,9695.0,-33.2,26.0,261.0,30.0
,,250.0,10951.0,-42.3,51.0,255.0,44.0
,,200.0,12426.0,-51.6,11.0,240.0,52.0
,,150.0,14228.0,-66.0,26.0,230.0,32.0
,,100.0,16600.0,-80.1,93.0,37.0,5.0
b'13.0000',b'-78.0000',1013.4,0.0,25.9,79.0,54.0,15.0
,,1000.0,116.0,24.6,77.0,54.0,17.0
,,975.0,338.0,22.5,83.0,54.0,18.0
,,950.0,564.0,20.4,91.0,54.0,18.0
,,925.0,794.0,18.4,97.0,54.0,19.0
,,900.0,1030.0,17.8,78.0,58.0,20.0
,,850.0,1518.0,16.0,56.0,57.0,21.0
,,800.0,2031.0,13.9,39.0,43.0,17.0
,,750.0,2573.0,12.1,26.0,34.0,13.0
,,700.0,3147.0,10.0,12.0,53.0,8.0
,,650.0,3759.0,7.7,4.0,75.0,9.0
,,600.0,4414.0,5.2,3.0,69.0,8.0
,,550.0,5120.0,2.6,4.0,69.0,11.0
,,500.0,5883.0,-2.4,11.0,72.0,10.0
,,450.0,6707.0,-9.3,14.0,109.0,7.0
,,400.0,7604.0,-16.5,13.0,198.0,0.0
,,350.0,8592.0,-24.1,13.0,280.0,16.0
,,300.0,9695.0,-33.1,24.0,268.0,30.0
,,250.0,10952.0,-42.2,58.0,261.0,45.0
,,200.0,12428.0,-51.5,14.0,245.0,54.0
,,150.0,14229.0,-66.2,33.0,229.0,29.0
,,100.0,16600.0,-80.2,93.0,38.0,6.0
b'13.0000',b'-77.0000',1013.4,0.0,25.7,79.0,57.0,16.0
,,1000.0,117.0,24.5,76.0,57.0,18.0
,,975.0,338.0,22.4,83.0,57.0,19.0
,,950.0,564.0,20.2,90.0,58.0,20.0
,,925.0,794.0,18.2,98.0,58.0,20.0
,,900.0,1029.0,17.2,83.0,60.0,21.0
,,850.0,1517.0,16.0,45.0,58.0,20.0
,,800.0,2029.0,13.8,34.0,51.0,15.0
,,750.0,2571.0,12.6,15.0,45.0,10.0
,,700.0,3146.0,10.6,7.0,66.0,8.0
,,650.0,3760.0,8.2,4.0,81.0,8.0
,,600.0,4415.0,4.7,6.0,100.0,10.0
,,550.0,5119.0,2.2,1.0,79.0,11.0
,,500.0,5882.0,-2.0,7.0,65.0,12.0
,,450.0,6707.0,-9.2,11.0,93.0,8.0
,,400.0,7604.0,-16.5,12.0,73.0,2.0
,,350.0,8593.0,-23.9,12.0,286.0,15.0
,,300.0,9697.0,-33.0,23.0,272.0,30.0
,,250.0,10953.0,-42.1,53.0,267.0,46.0
