Latitude,Longtitude,Pressure [hPa],Height [m],Temperature [C],Relative Humidity [%],Wind Direction [deg],Wind Speed [knot]
,,850.0,1503.0,18.0,7.0,25.0,1.0
,,800.0,2019.0,16.7,1.0,18.0,7.0
,,750.0,2565.0,15.0,3.0,29.0,11.0
,,700.0,3144.0,11.4,11.0,28.0,9.0
,,650.0,3756.0,6.5,24.0,354.0,5.0
,,600.0,4407.0,2.8,15.0,272.0,5.0
,,550.0,5105.0,-1.4,12.0,240.0,7.0
,,500.0,5857.0,-5.9,10.0,226.0,7.0
,,450.0,6674.0,-10.5,11.0,343.0,4.0
,,400.0,7571.0,-15.6,24.0,327.0,10.0
,,350.0,8564.0,-23.0,59.0,302.0,22.0
,,300.0,9673.0,-31.7,100.0,292.0,38.0
,,250.0,10934.0,-42.4,99.0,287.0,37.0
,,200.0,12402.0,-54.0,43.0,287.0,42.0
,,150.0,14187.0,-67.9,58.0,283.0,55.0
,,100.0,16544.0,-79.5,74.0,240.0,23.0
b'13.0000',b'-121.0000',1012.6,0.0,24.7,68.0,62.0,9.0
,,1000.0,109.0,23.4,66.0,63.0,10.0
,,975.0,329.0,21.2,73.0,64.0,10.0
,,950.0,554.0,19.1,81.0,66.0,10.0
,,925.0,783.0,16.8,89.0,68.0,9.0
,,900.0,1016.0,15.5,83.0,77.0,7.0
,,850.0,1503.0,17.5,14.0,262.0,2.0
,,800.0,2018.0,16.5,1.0,359.0,6.0
,,750.0,2564.0,15.0,0.0,14.0,9.0
,,700.0,3143.0,11.9,5.0,15.0,9.0
,,650.0,3756.0,6.7,22.0,350.0,6.0
,,600.0,4407.0,2.7,16.0,273.0,5.0
,,550.0,5105.0,-1.3,12.0,241.0,7.0
,,500.0,5858.0,-5.8,10.0,233.0,8.0
,,450.0,6674.0,-10.6,11.0,319.0,3.0
,,400.0,7571.0,-15.8,17.0,329.0,10.0
,,350.0,8564.0,-22.9,47.0,306.0,24.0
,,300.0,9673.0,-31.7,96.0,294.0,39.0
,,250.0,10934.0,-42.3,99.0,289.0,41.0
,,200.0,12401.0,-54.0,44.0,290.0,42.0
,,150.0,14187.0,-67.8,58.0,285.0,53.0
,,100.0,16543.0,-79.6,74.0,239.0,24.0
b'13.0000',b'-120.0000',1012.5,0.0,24.7,68.0,58.0,8.0
,,1000.0,109.0,23.5,66.0,58.0,9.0
,,975.0,329.0,21.2,73.0,60.0,9.0
,,950.0,554.0,19.1,81.0,62.0,9.0
,,925.0,783.0,16.9,90.0,66.0,8.0
,,900.0,1016.0,15.6,85.0,80.0,5.0
,,850.0,1503.0,17.0,25.0,243.0,5.0
,,800.0,2018.0,16.2,1.0,331.0,4.0
,,750.0,2563.0,14.7,0.0,352.0,6.0
,,700.0,3142.0,12.1,2.0,357.0,7.0
,,650.0,3756.0,6.9,19.0,343.0,7.0
,,600.0,4407.0,2.7,16.0,279.0,6.0
,,550.0,5105.0,-1.2,10.0,251.0,7.0
,,500.0,5858.0,-5.6,9.0,238.0,8.0
,,450.0,6675.0,-10.6,9.0,293.0,4.0
,,400.0,7571.0,-16.0,13.0,325.0,9.0
,,350.0,8563.0,-22.9,38.0,309.0,24.0
,,300.0,9672.0,-31.7,88.0,298.0,40.0
,,250.0,10933.0,-42.3,99.0,291.0,45.0
,,200.0,12400.0,-54.0,45.0,291.0,44.0
,,150.0,14185.0,-67.8,56.0,287.0,51.0
,,100.0,16541.0,-79.6,72.0,238.0,24.0
b'13.0000',b'-119.0000',1012.5,0.0,24.8,67.0,51.0,7.0
,,1000.0,109.0,23.6,66.0,52.0,7.0
,,975.0,329.0,21.4,73.0,53.0,7.0
,,950.0,554.0,19.2,81.0,55.0,7.0
,,925.0,783.0,17.0,89.0,59.0,7.0
,,900.0,1017.0,15.7,86.0,73.0,3.0
,,850.0,1504.0,16.7,39.0,220.0,8.0
,,800.0,2018.0,15.8,4.0,261.0,4.0
,,750.0,2562.0,14.2,0.0,314.0,4.0
,,700.0,3141.0,12.1,3.0,335.0,6.0
,,650.0,3755.0,7.1,19.0,337.0,8.0
,,600.0,4407.0,2.8,17.0,278.0,7.0
,,550.0,5105.0,-1.3,12.0,250.0,8.0
,,500.0,5858.0,-5.6,8.0,246.0,8.0
,,450.0,6675.0,-10.6,9.0,283.0,6.0
,,400.0,7571.0,-16.1,10.0,322.0,10.0
,,350.0,8562.0,-23.1,31.0,314.0,22.0
,,300.0,9671.0,-31.9,77.0,301.0,41.0
,,250.0,10931.0,-42.4,96.0,293.0,49.0
,,200.0,12398.0,-54.0,45.0,292.0,47.0
,,150.0,14184.0,-67.6,52.0,290.0,50.0
,,100.0,16541.0,-79.5,71.0,237.0,23.0
b'13.0000',b'-118.0000',1012.5,0.0,24.7,69.0,33.0,7.0
,,1000.0,108.0,23.5,67.0,33.0,8.0
,,975.0,329.0,21.4,74.0,34.0,7.0
,,950.0,554.0,19.2,83.0,36.0,7.0
,,925.0,783.0,17.1,90.0,42.0,5.0
,,900.0,1017.0,16.6,86.0,182.0,2.0
,,850.0,1505.0,16.2,64.0,208.0,12.0
,,800.0,2019.0,14.8,20.0,225.0,8.0
,,750.0,2562.0,14.1,1.0,283.0,4.0
,,700.0,3141.0,11.9,5.0,322.0,5.0
,,650.0,3755.0,7.2,19.0,331.0,8.0
,,600.0,4407.0,2.7,18.0,277.0,8.0
,,550.0,5105.0,-1.3,15.0,249.0,9.0
,,500.0,5857.0,-5.6,11.0,251.0,8.0
,,450.0,6674.0,-10.8,11.0,280.0,8.0
,,400.0,7570.0,-16.2,8.0,322.0,11.0
,,350.0,8560.0,-23.3,24.0,316.0,21.0
,,300.0,9668.0,-31.9,61.0,305.0,41.0
,,250.0,10928.0,-42.4,93.0,295.0,52.0
,,200.0,12396.0,-54.0,43.0,294.0,52.0
,,150.0,14182.0,-67.4,48.0,292.0,49.0
,,100.0,16541.0,-79.4,71.0,234.0,23.0
b'13.0000',b'-117.0000',1012.5,0.0,24.8,71.0,22.0,8.0
,,1000.0,108.0,23.5,69.0,22.0,9.0
,,975.0,329.0,21.4,76.0,23.0,8.0
,,950.0,554.0,19.2,85.0,23.0,8.0
,,925.0,783.0,17.2,93.0,21.0,4.0
,,900.0,1017.0,17.1,90.0,199.0,4.0
,,850.0,1505.0,15.8,83.0,200.0,13.0
,,800.0,2019.0,14.2,37.0,221.0,11.0
,,750.0,2563.0,13.9,4.0,265.0,6.0
,,700.0,3141.0,11.9,4.0,315.0,6.0
,,650.0,3755.0,7.2,19.0,328.0,8.0
,,600.0,4407.0,2.8,18.0,272.0,8.0
,,550.0,5104.0,-1.4,16.0,245.0,10.0
,,500.0,5857.0,-5.8,12.0,256.0,9.0
,,450.0,6674.0,-10.8,11.0,282.0,9.0
,,400.0,7569.0,-16.2,7.0,319.0,12.0
,,350.0,8559.0,-23.5,23.0,316.0,22.0
,,300.0,9666.0,-32.0,44.0,310.0,43.0
,,250.0,10926.0,-42.5,92.0,297.0,55.0
,,200.0,12393.0,-54.1,41.0,296.0,57.0
,,150.0,14180.0,-67.1,43.0,294.0,49.0
,,100.0,16542.0,-79.1,69.0,230.0,23.0
b'13.0000',b'-116.0000',1012.3,0.0,24.9,73.0,23.0,9.0
,,1000.0,107.0,23.5,71.0,23.0,10.0
,,975.0,328.0,21.5,79.0,23.0,10.0
,,950.0,552.0,19.2,87.0,24.0,8.0
,,925.0,782.0,18.2,88.0,33.0,1.0
,,900.0,1017.0,17.8,89.0,196.0,7.0
,,850.0,1506.0,16.0,82.0,201.0,13.0
,,800.0,2020.0,14.2,44.0,219.0,11.0
,,750.0,2563.0,13.5,10.0,253.0,7.0
,,700.0,3140.0,11.8,4.0,303.0,7.0
,,650.0,3755.0,7.2,18.0,325.0,8.0
,,600.0,4407.0,2.8,19.0,275.0,7.0
,,550.0,5105.0,-1.6,19.0,246.0,11.0
,,500.0,5856.0,-5.9,11.0,254.0,10.0
,,450.0,6673.0,-10.8,7.0,276.0,10.0
,,400.0,7568.0,-16.3,4.0,311.0,14.0
,,350.0,8558.0,-23.6,18.0,312.0,23.0
,,300.0,9664.0,-32.2,31.0,314.0,45.0
,,250.0,10923.0,-42.6,88.0,299.0,59.0
,,200.0,12390.0,-54.2,41.0,298.0,62.0
,,150.0,14177.0,-66.9,39.0,294.0,50.0
,,100.0,16542.0,-78.9,66.0,225.0,23.0
b'13.0000',b'-115.0000',1012.2,0.0,25.0,74.0,19.0,10.0
,,1000.0,106.0,23.7,73.0,19.0,11.0
,,975.0,327.0,21.6,80.0,20.0,10.0
,,950.0,552.0,19.5,88.0,20.0,8.0
,,925.0,782.0,18.8,86.0,178.0,0.0
,,900.0,1017.0,18.0,88.0,190.0,8.0
,,850.0,1506.0,16.1,81.0,196.0,13.0
,,800.0,2021.0,14.4,46.0,219.0,11.0
,,750.0,2563.0,13.1,15.0,243.0,7.0
,,700.0,3140.0,11.4,6.0,289.0,6.0
,,650.0,3754.0,7.5,17.0,321.0,8.0
,,600.0,4407.0,3.0,18.0,283.0,7.0
,,550.0,5105.0,-1.8,19.0,250.0,12.0
,,500.0,5856.0,-6.0,13.0,246.0,12.0
,,450.0,6673.0,-10.8,7.0,263.0,11.0
,,400.0,7567.0,-16.5,4.0,300.0,14.0
,,350.0,8557.0,-23.7,16.0,307.0,23.0
,,300.0,9662.0,-32.3,22.0,315.0,47.0
,,250.0,10921.0,-42.5,75.0,302.0,62.0
,,200.0,12387.0,-54.2,39.0,300.0,66.0
,,150.0,14175.0,-66.6,35.0,292.0,50.0
,,100.0,16543.0,-78.7,63.0,220.0,24.0
b'13.0000',b'-114.0000',1012.2,0.0,25.2,74.0,16.0,9.0
,,1000.0,106.0,23.9,73.0,16.0,10.0
,,975.0,327.0,21.8,80.0,17.0,10.0
,,950.0,552.0,19.6,90.0,18.0,9.0
,,925.0,782.0,18.2,93.0,29.0,3.0
,,900.0,1017.0,17.7,93.0,180.0,6.0
,,850.0,1506.0,16.0,86.0,187.0,13.0
,,800.0,2020.0,14.5,47.0,209.0,12.0
,,750.0,2563.0,13.0,15.0,235.0,8.0
,,700.0,3140.0,11.4,5.0,286.0,5.0
,,650.0,3754.0,7.7,12.0,323.0,9.0
,,600.0,4407.0,3.2,13.0,294.0,8.0
,,550.0,5105.0,-1.5,18.0,256.0,11.0
,,500.0,5856.0,-6.3,15.0,244.0,15.0
,,450.0,6673.0,-11.0,8.0,249.0,14.0
,,400.0,7567.0,-16.8,5.0,288.0,13.0
,,350.0,8555.0,-23.9,17.0,305.0,25.0
,,300.0,9660.0,-32.4,17.0,314.0,50.0
,,250.0,10918.0,-42.5,57.0,304.0,65.0
,,200.0,12385.0,-54.3,36.0,302.0,69.0
,,150.0,14174.0,-66.3,34.0,289.0,47.0
,,100.0,16544.0,-78.6,63.0,215.0,27.0
b'13.0000',b'-113.0000',1012.0,0.0,25.5,75.0,18.0,10.0
,,1000.0,104.0,24.2,73.0,18.0,11.0
,,975.0,325.0,22.1,81.0,19.0,11.0
,,950.0,551.0,20.0,89.0,22.0,9.0
,,925.0,781.0,18.7,90.0,55.0,2.0
,,900.0,1017.0,17.8,92.0,166.0,5.0
,,850.0,1505.0,16.0,90.0,185.0,14.0
,,800.0,2020.0,14.6,48.0,203.0,13.0
,,750.0,2563.0,13.0,15.0,221.0,8.0
,,700.0,3139.0,11.2,4.0,267.0,4.0
,,650.0,3753.0,7.9,4.0,317.0,8.0
,,600.0,4407.0,3.6,8.0,301.0,8.0
,,550.0,5106.0,-1.2,17.0,261.0,11.0
,,500.0,5857.0,-6.5,26.0,242.0,19.0
,,450.0,6673.0,-11.2,12.0,240.0,17.0
,,400.0,7566.0,-17.0,6.0,268.0,13.0
,,350.0,8554.0,-24.1,16.0,304.0,26.0
,,300.0,9658.0,-32.5,15.0,312.0,50.0
,,250.0,10916.0,-42.4,43.0,306.0,71.0
,,200.0,12383.0,-54.3,32.0,303.0,73.0
,,150.0,14174.0,-66.0,32.0,283.0,45.0
,,100.0,16545.0,-78.7,68.0,213.0,33.0
b'13.0000',b'-112.0000',1011.8,0.0,25.7,75.0,30.0,10.0
,,1000.0,103.0,24.4,73.0,30.0,11.0
,,975.0,325.0,22.4,80.0,31.0,11.0
,,950.0,550.0,20.2,89.0,33.0,10.0
,,925.0,781.0,18.6,92.0,43.0,5.0
,,900.0,1016.0,17.9,89.0,154.0,3.0
,,850.0,1505.0,16.0,87.0,178.0,13.0
,,800.0,2020.0,14.4,57.0,199.0,14.0
,,750.0,2563.0,12.9,18.0,215.0,9.0
,,700.0,3139.0,10.9,5.0,230.0,5.0
,,650.0,3752.0,8.0,2.0,293.0,3.0
,,600.0,4406.0,3.7,4.0,300.0,5.0
,,550.0,5105.0,-0.9,14.0,269.0,11.0
,,500.0,5858.0,-6.3,43.0,243.0,22.0
,,450.0,6673.0,-11.4,23.0,236.0,21.0
,,400.0,7566.0,-17.1,9.0,257.0,16.0
,,350.0,8553.0,-24.3,14.0,302.0,26.0
,,300.0,9656.0,-32.6,13.0,310.0,48.0
,,250.0,10914.0,-42.4,33.0,307.0,74.0
,,200.0,12381.0,-54.3,30.0,303.0,75.0
,,150.0,14174.0,-65.9,32.0,279.0,43.0
,,100.0,16546.0,-78.8,65.0,213.0,37.0
b'13.0000',b'-111.0000',1011.7,0.0,25.9,75.0,41.0,10.0
,,1000.0,102.0,24.6,74.0,42.0,11.0
,,975.0,324.0,22.5,81.0,43.0,11.0
,,950.0,550.0,20.4,90.0,45.0,10.0
,,925.0,780.0,18.6,94.0,55.0,7.0
,,900.0,1016.0,18.2,85.0,129.0,2.0
,,850.0,1505.0,16.2,81.0,188.0,10.0
,,800.0,2020.0,14.5,57.0,197.0,13.0
,,750.0,2563.0,12.8,22.0,207.0,12.0
,,700.0,3139.0,10.5,8.0,215.0,7.0
,,650.0,3752.0,7.9,3.0,258.0,2.0
,,600.0,4406.0,3.7,3.0,300.0,4.0
,,550.0,5105.0,-0.9,11.0,273.0,10.0
,,500.0,5858.0,-6.0,50.0,250.0,23.0
,,450.0,6674.0,-11.3,33.0,236.0,23.0
,,400.0,7567.0,-17.2,11.0,259.0,17.0
,,350.0,8554.0,-24.4,12.0,296.0,24.0
,,300.0,9657.0,-32.7,14.0,306.0,43.0
,,250.0,10914.0,-42.5,28.0,308.0,73.0
,,200.0,12380.0,-54.3,29.0,303.0,76.0
,,150.0,14174.0,-65.8,31.0,276.0,41.0
,,100.0,16548.0,-79.0,67.0,213.0,38.0
b'13.0000',b'-110.0000',1011.6,0.0,26.2,74.0,45.0,10.0
,,1000.0,102.0,25.0,72.0,46.0,10.0
,,975.0,324.0,22.9,80.0,47.0,10.0
,,950.0,550.0,20.7,88.0,49.0,10.0
,,925.0,780.0,18.6,97.0,53.0,9.0
,,900.0,1016.0,17.8,89.0,68.0,4.0
,,850.0,1505.0,16.0,80.0,193.0,7.0
,,800.0,2019.0,14.5,59.0,195.0,11.0
,,750.0,2563.0,12.9,37.0,203.0,12.0
,,700.0,3139.0,10.1,25.0,209.0,10.0
,,650.0,3751.0,7.7,4.0,242.0,3.0
,,600.0,4405.0,3.7,5.0,296.0,5.0
,,550.0,5104.0,-0.8,10.0,274.0,10.0
,,500.0,5858.0,-5.8,49.0,256.0,24.0
,,450.0,6675.0,-11.0,27.0,240.0,25.0
,,400.0,7568.0,-17.3,11.0,257.0,19.0
,,350.0,8554.0,-24.6,10.0,280.0,22.0
,,300.0,9657.0,-33.0,16.0,299.0,38.0
,,250.0,10912.0,-42.7,24.0,307.0,69.0
,,200.0,12379.0,-54.3,26.0,303.0,74.0
,,150.0,14174.0,-65.6,31.0,274.0,39.0
,,100.0,16549.0,-79.1,76.0,213.0,39.0
b'13.0000',b'-109.0000',1011.6,0.0,26.6,72.0,42.0,9.0
,,1000.0,101.0,25.4,69.0,42.0,10.0
,,975.0,324.0,23.2,76.0,43.0,10.0
,,950.0,550.0,21.1,84.0,44.0,9.0
,,925.0,781.0,18.9,93.0,45.0,9.0
,,900.0,1016.0,17.2,96.0,50.0,8.0
,,850.0,1505.0,16.2,70.0,151.0,6.0
,,800.0,2019.0,14.4,55.0,186.0,9.0
,,750.0,2563.0,12.6,50.0,197.0,10.0
,,700.0,3139.0,9.5,58.0,192.0,10.0
,,650.0,3751.0,7.2,12.0,226.0,6.0
,,600.0,4404.0,3.7,10.0,295.0,6.0
,,550.0,5104.0,-0.4,12.0,274.0,12.0
,,500.0,5858.0,-5.5,44.0,260.0,25.0
,,450.0,6676.0,-11.0,26.0,241.0,27.0
,,400.0,7569.0,-17.4,10.0,247.0,22.0
,,350.0,8553.0,-24.8,10.0,271.0,23.0
,,300.0,9656.0,-33.0,14.0,291.0,34.0
,,250.0,10911.0,-42.7,19.0,306.0,65.0
,,200.0,12379.0,-54.0,21.0,302.0,71.0
,,150.0,14175.0,-65.8,32.0,273.0,36.0
,,100.0,16550.0,-79.2,81.0,214.0,39.0
b'13.0000',b'-108.0000',1011.4,0.0,26.7,77.0,37.0,10.0
,,1000.0,100.0,25.6,76.0,37.0,11.0
,,975.0,323.0,23.4,83.0,39.0,11.0
,,950.0,549.0,21.4,90.0,41.0,11.0
,,925.0,781.0,19.5,94.0,51.0,11.0
,,900.0,1017.0,18.2,90.0,74.0,9.0
,,850.0,1506.0,16.2,73.0,111.0,7.0
,,800.0,2020.0,13.9,67.0,153.0,7.0
,,750.0,2563.0,11.9,65.0,169.0,8.0
,,700.0,3139.0,9.0,70.0,176.0,10.0
,,650.0,3750.0,7.0,26.0,223.0,7.0
,,600.0,4403.0,4.0,1.0,282.0,8.0
,,550.0,5104.0,-0.3,10.0,273.0,13.0
,,500.0,5859.0,-5.2,36.0,262.0,25.0
,,450.0,6677.0,-10.8,25.0,244.0,28.0
,,400.0,7570.0,-17.2,9.0,246.0,23.0
,,350.0,8554.0,-25.0,12.0,268.0,24.0
,,300.0,9657.0,-32.9,9.0,284.0,32.0
,,250.0,10912.0,-42.7,16.0,303.0,59.0
,,200.0,12380.0,-53.8,18.0,302.0,67.0
,,150.0,14176.0,-66.1,33.0,274.0,34.0
,,100.0,16551.0,-79.3,78.0,215.0,41.0
b'13.0000',b'-107.0000',1011.3,0.0,26.8,76.0,63.0,8.0
,,1000.0,99.0,25.7,76.0,63.0,8.0
,,975.0,322.0,23.6,83.0,64.0,8.0
,,950.0,549.0,21.6,90.0,67.0,8.0
,,925.0,780.0,20.2,88.0,81.0,8.0
,,900.0,1017.0,18.9,87.0,90.0,8.0
,,850.0,1507.0,16.4,82.0,93.0,8.0
,,800.0,2022.0,13.8,79.0,115.0,6.0
,,750.0,2565.0,11.4,81.0,153.0,6.0
,,700.0,3139.0,8.2,89.0,178.0,8.0
,,650.0,3750.0,5.9,56.0,207.0,7.0
,,600.0,4402.0,4.0,0.0,275.0,9.0
,,550.0,5103.0,0.1,3.0,270.0,12.0
,,500.0,5859.0,-4.8,29.0,264.0,25.0
,,450.0,6678.0,-10.8,28.0,242.0,27.0
,,400.0,7571.0,-17.3,11.0,242.0,24.0
,,350.0,8555.0,-25.5,14.0,265.0,24.0
,,300.0,9654.0,-33.2,7.0,282.0,30.0
,,250.0,10909.0,-42.7,15.0,298.0,54.0
,,200.0,12377.0,-53.5,15.0,302.0,65.0
,,150.0,14175.0,-66.0,30.0,273.0,32.0
,,100.0,16553.0,-79.4,80.0,215.0,42.0
b'13.0000',b'-106.0000',1011.4,0.0,27.6,70.0,108.0,8.0
,,1000.0,100.0,26.5,68.0,108.0,8.0
,,975.0,323.0,24.4,75.0,107.0,8.0
,,950.0,550.0,22.2,83.0,106.0,8.0
,,925.0,782.0,19.9,92.0,104.0,8.0
,,900.0,1018.0,18.1,96.0,93.0,7.0
,,850.0,1508.0,16.7,74.0,90.0,7.0
,,800.0,2023.0,14.2,69.0,101.0,6.0
,,750.0,2565.0,11.6,52.0,118.0,3.0
,,700.0,3139.0,8.4,60.0,231.0,4.0
,,650.0,3749.0,6.0,49.0,251.0,9.0
,,600.0,4402.0,4.2,2.0,274.0,6.0
,,550.0,5104.0,0.6,6.0,244.0,11.0
,,500.0,5860.0,-4.9,22.0,262.0,21.0
,,450.0,6679.0,-10.9,32.0,245.0,26.0
,,400.0,7572.0,-17.6,15.0,238.0,27.0
,,350.0,8555.0,-25.5,13.0,264.0,25.0
,,300.0,9654.0,-33.1,7.0,279.0,26.0
,,250.0,10909.0,-42.7,16.0,295.0,48.0
,,200.0,12379.0,-53.3,12.0,302.0,60.0
,,150.0,14177.0,-66.1,31.0,272.0,31.0
,,100.0,16555.0,-79.6,81.0,216.0,42.0
b'13.0000',b'-105.0000',1011.6,0.0,27.4,68.0,120.0,6.0
,,1000.0,102.0,26.2,67.0,120.0,6.0
,,975.0,325.0,24.2,74.0,121.0,6.0
,,950.0,552.0,22.0,82.0,121.0,6.0
,,925.0,784.0,19.7,91.0,121.0,6.0
,,900.0,1020.0,17.7,98.0,119.0,6.0
,,850.0,1509.0,17.2,44.0,123.0,7.0
,,800.0,2024.0,14.7,50.0,125.0,5.0
,,750.0,2567.0,11.5,67.0,118.0,2.0
,,700.0,3140.0,8.2,62.0,216.0,2.0
,,650.0,3749.0,5.7,36.0,241.0,7.0
,,600.0,4402.0,4.1,7.0,257.0,7.0
,,550.0,5104.0,0.7,9.0,243.0,12.0
,,500.0,5861.0,-5.0,23.0,256.0,18.0
,,450.0,6679.0,-10.6,29.0,246.0,26.0
,,400.0,7573.0,-17.7,22.0,232.0,29.0
,,350.0,8556.0,-25.6,14.0,255.0,24.0
,,300.0,9654.0,-33.5,10.0,274.0,24.0
,,250.0,10909.0,-42.6,16.0,292.0,42.0
,,200.0,12380.0,-53.2,12.0,302.0,55.0
,,150.0,14177.0,-66.0,30.0,271.0,29.0
,,100.0,16556.0,-79.8,77.0,217.0,42.0
b'13.0000',b'-104.0000',1011.8,0.0,27.4,67.0,130.0,6.0
,,1000.0,103.0,26.2,65.0,131.0,6.0
,,975.0,326.0,24.1,72.0,132.0,7.0
,,950.0,553.0,22.0,80.0,132.0,7.0
,,925.0,785.0,19.7,89.0,132.0,7.0
,,900.0,1021.0,17.6,96.0,131.0,7.0
,,850.0,1510.0,17.4,39.0,131.0,7.0
,,800.0,2025.0,14.8,45.0,140.0,5.0
,,750.0,2568.0,11.7,65.0,112.0,1.0
,,700.0,3142.0,8.5,62.0,332.0,4.0
,,650.0,3751.0,5.2,38.0,287.0,7.0
,,600.0,4401.0,3.2,16.0,261.0,8.0
,,550.0,5102.0,0.7,6.0,236.0,10.0
,,500.0,5860.0,-4.9,32.0,250.0,17.0
,,450.0,6679.0,-10.5,29.0,244.0,25.0
,,400.0,7573.0,-17.4,27.0,232.0,30.0
,,350.0,8556.0,-25.7,24.0,243.0,27.0
,,300.0,9654.0,-33.5,11.0,272.0,24.0
,,250.0,10911.0,-42.2,13.0,290.0,37.0
,,200.0,12383.0,-53.1,13.0,301.0,47.0
,,150.0,14179.0,-66.1,28.0,267.0,27.0
,,100.0,16558.0,-79.8,75.0,218.0,42.0
b'13.0000',b'-103.0000',1012.0,0.0,27.3,70.0,137.0,7.0
,,1000.0,105.0,26.2,68.0,137.0,8.0
,,975.0,328.0,24.0,76.0,136.0,8.0
,,950.0,555.0,21.8,84.0,135.0,8.0
,,925.0,786.0,19.6,93.0,134.0,8.0
,,900.0,1022.0,17.7,99.0,129.0,8.0
,,850.0,1511.0,17.1,47.0,122.0,8.0
,,800.0,2026.0,14.6,44.0,135.0,6.0
,,750.0,2568.0,11.2,64.0,127.0,0.0
,,700.0,3141.0,8.2,61.0,331.0,4.0
,,650.0,3750.0,4.9,57.0,3.0,7.0
,,600.0,4400.0,3.0,8.0,261.0,8.0
,,550.0,5101.0,0.9,5.0,236.0,11.0
,,500.0,5859.0,-4.4,29.0,248.0,16.0
,,450.0,6679.0,-10.3,20.0,243.0,21.0
,,400.0,7574.0,-17.3,32.0,236.0,30.0
,,350.0,8557.0,-25.5,20.0,233.0,30.0
,,300.0,9655.0,-34.0,16.0,258.0,24.0
,,250.0,10911.0,-42.0,11.0,287.0,33.0
,,200.0,12384.0,-53.1,16.0,299.0,40.0
,,150.0,14179.0,-65.8,30.0,257.0,25.0
,,100.0,16561.0,-79.8,69.0,220.0,42.0
b'13.0000',b'-102.0000',1012.0,0.0,27.3,72.0,124.0,8.0
,,1000.0,106.0,26.2,70.0,124.0,8.0
,,975.0,329.0,24.1,77.0,122.0,8.0
,,950.0,556.0,21.9,85.0,121.0,8.0
,,925.0,787.0,19.7,94.0,117.0,8.0
,,900.0,1023.0,18.0,95.0,110.0,8.0
,,850.0,1512.0,16.4,60.0,107.0,9.0
,,800.0,2026.0,14.5,41.0,117.0,9.0
,,750.0,2568.0,11.2,48.0,113.0,5.0
,,700.0,3141.0,7.8,63.0,4.0,3.0
,,650.0,3749.0,4.5,68.0,331.0,9.0
,,600.0,4399.0,3.2,8.0,253.0,10.0
,,550.0,5101.0,1.4,3.0,236.0,11.0
,,500.0,5860.0,-4.2,20.0,247.0,15.0
,,450.0,6680.0,-10.3,17.0,238.0,20.0
,,400.0,7574.0,-17.3,19.0,239.0,28.0
,,350.0,8558.0,-25.5,24.0,227.0,33.0
,,300.0,9655.0,-34.2,19.0,246.0,27.0
,,250.0,10910.0,-41.9,10.0,286.0,30.0
,,200.0,12384.0,-53.2,19.0,296.0,34.0
,,150.0,14180.0,-65.3,33.0,241.0,25.0
,,100.0,16563.0,-79.7,69.0,222.0,39.0
b'13.0000',b'-101.0000',1012.0,0.0,27.3,74.0,103.0,8.0
,,1000.0,105.0,26.2,73.0,102.0,9.0
,,975.0,328.0,24.1,80.0,102.0,9.0
,,950.0,555.0,21.9,88.0,101.0,9.0
,,925.0,787.0,19.8,94.0,98.0,10.0
,,900.0,1023.0,18.7,85.0,96.0,12.0
,,850.0,1513.0,16.5,69.0,101.0,11.0
,,800.0,2027.0,14.4,46.0,107.0,7.0
,,750.0,2569.0,11.2,39.0,68.0,2.0
,,700.0,3141.0,8.0,25.0,305.0,4.0
,,650.0,3748.0,5.2,17.0,265.0,9.0
,,600.0,4399.0,3.6,5.0,239.0,11.0
,,550.0,5101.0,1.2,1.0,234.0,11.0
,,500.0,5860.0,-3.9,11.0,246.0,13.0
,,450.0,6680.0,-10.3,15.0,234.0,21.0
,,400.0,7575.0,-17.4,12.0,235.0,26.0
,,350.0,8558.0,-25.5,28.0,231.0,33.0
,,300.0,9656.0,-34.0,20.0,233.0,29.0
,,250.0,10910.0,-42.0,10.0,281.0,26.0
,,200.0,12383.0,-53.2,20.0,293.0,30.0
,,150.0,14181.0,-64.7,29.0,229.0,27.0
,,100.0,16566.0,-79.7,68.0,223.0,37.0
b'13.0000',b'-100.0000',1012.1,0.0,27.2,77.0,93.0,10.0
,,1000.0,106.0,26.0,76.0,93.0,11.0
,,975.0,329.0,23.9,82.0,94.0,11.0
,,950.0,557.0,21.8,89.0,94.0,11.0
,,925.0,788.0,19.9,91.0,95.0,11.0
,,900.0,1024.0,18.9,77.0,97.0,11.0
,,850.0,1514.0,16.4,68.0,97.0,11.0
,,800.0,2028.0,13.8,54.0,95.0,7.0
,,750.0,2569.0,10.9,48.0,101.0,1.0
,,700.0,3141.0,7.5,45.0,275.0,4.0
,,650.0,3747.0,5.1,18.0,255.0,11.0
,,600.0,4398.0,3.7,6.0,232.0,13.0
,,550.0,5101.0,1.4,1.0,225.0,11.0
,,500.0,5860.0,-3.8,9.0,238.0,13.0
,,450.0,6680.0,-10.5,18.0,231.0,21.0
,,400.0,7574.0,-17.2,13.0,233.0,28.0
,,350.0,8559.0,-25.4,31.0,232.0,34.0
,,300.0,9657.0,-34.0,23.0,225.0,34.0
,,250.0,10909.0,-42.3,11.0,269.0,24.0
,,200.0,12383.0,-53.0,20.0,290.0,25.0
,,150.0,14184.0,-64.4,26.0,222.0,30.0
