38179	86.938147	86.913320	0.024828	0.582592	4.102394	6.527671	1.855383	78.713098	-82.882811	88.160000	13113.000000
2344	86.436295	86.323896	0.112399	6.609591	0.884189	9.002901	5.463338	96.000000	-76.528070	73.400000	13485.000000
4639	86.776234	86.577917	0.198317	2.907607	2.995330	7.020611	3.620317	51.121823	-86.780180	64.400000	13490.000000
1112	87.251400	86.967073	0.284327	9.459080	2.803783	8.391140	8.234689	100.000000	-85.793635	37.914413	13440.000000
1011	87.935076	88.208978	-0.273902	4.197218	2.102611	0.400641	3.201616	80.000000	-84.177272	31.366004	13311.000000
13169	88.971141	88.850140	0.121001	9.376460	7.231400	5.490150	5.867553	100.000000	-69.861984	26.585146	12710.000000
40114	87.230822	87.182175	0.048646	6.500779	3.725485	3.292289	2.633853	43.587594	-85.273613	52.880000	13497.000000
23822	86.937929	86.993575	-0.055645	4.392190	7.306586	6.139151	3.876742	79.899143	-71.260074	76.280000	13271.000000
29744	86.681846	86.588297	0.093550	6.370838	2.233757	5.600318	5.111106	90.676910	-71.793789	77.000000	13409.000000
44241	87.800829	87.815571	-0.014742	10.718510	10.853460	6.367363	7.370525	75.121622	-69.259608	41.360000	13286.000000
18272	87.446899	87.520808	-0.073909	5.284436	9.399843	9.462679	5.256897	82.870017	-69.892943	58.280000	13171.000000
16644	88.814220	89.110781	-0.296561	4.096330	6.058306	4.088493	4.131770	60.858498	-76.772716	40.280000	12651.000000
40573	86.876598	86.875616	0.000981	7.409917	3.200041	7.560535	7.972674	98.649058	-62.717951	61.160000	13405.000000
11720	86.636301	86.460221	0.176081	10.780380	6.964749	3.118365	1.450823	91.209035	-87.550485	50.970300	13488.000000
16958	89.287492	89.188667	0.098825	6.883494	3.658759	8.246051	11.725150	90.712037	-61.238831	18.860000	12651.000000
32134	88.279289	87.186515	1.092774	6.319886	4.595718	3.013380	1.236673	59.236518	-86.537176	94.280000	12749.000000
13663	89.481316	89.194570	0.286746	6.911964	4.458512	2.130044	9.009805	90.342484	-72.919225	68.360000	11875.000000
5826	86.309646	86.051588	0.258057	3.191294	3.695148	6.805099	1.969479	75.508275	-77.644448	90.680000	13487.000000
165	87.013259	86.804157	0.209102	6.903183	7.897240	3.215585	4.894723	95.025556	-65.013904	62.905016	13495.000000
15467	87.269789	87.393163	-0.123374	4.648841	9.467625	8.555178	8.640330	70.885063	-62.486564	75.200000	13405.000000
2685	86.654474	86.727692	-0.073218	1.283941	4.832278	8.857401	4.434223	91.104456	-74.743090	84.560000	13487.000000
13482	87.186337	87.300497	-0.114160	5.914370	2.745054	4.178378	3.032900	81.562654	-80.788335	43.276757	13230.000000
13074	87.914345	87.643497	0.270848	2.845474	6.137526	6.647800	1.993562	40.470821	-86.996612	83.480000	12710.000000
2144	86.852820	86.826381	0.026439	2.921176	6.418843	7.664221	3.607919	78.786036	-82.656746	66.200000	13485.000000
47982	88.768603	88.832740	-0.064138	8.715577	3.774253	8.275309	10.472121	96.000000	-72.183871	35.600000	12366.000000
45468	89.699187	89.512604	0.186583	5.325170	4.198338	5.463522	7.487729	47.166327	-81.178481	65.120000	11797.000000
38295	88.065937	88.094325	-0.028388	10.590046	9.477509	3.496536	6.924965	60.835553	-75.188373	42.440000	13113.000000
22770	88.049910	87.786391	0.263518	4.943559	6.678677	6.440759	4.904073	57.949807	-72.478168	89.960000	12772.000000
4747	86.354038	86.471257	-0.117219	1.439359	5.155361	4.963323	2.718297	84.785911	-71.427741	88.880000	13490.000000
42373	88.590474	88.508803	0.081671	7.372564	0.205979	3.461640	3.367680	92.888308	-77.782572	71.734101	12211.000000
2880	86.941519	87.074975	-0.133456	4.912284	6.916275	6.463712	4.674609	59.241864	-73.269880	68.360000	13447.000000
46705	87.695668	88.123235	-0.427567	7.829176	3.612389	3.165745	3.467233	87.597262	-91.921561	27.860000	13143.000000
42898	87.001093	87.276743	-0.275650	4.718226	1.273690	3.992655	3.671493	68.498429	-88.780000	57.200000	13095.000000
19117	88.854147	88.959127	-0.104980	4.870316	8.303224	6.979177	11.250503	91.005690	-66.280526	24.620000	13213.000000
13096	88.003991	87.932462	0.071529	0.881522	5.119793	4.436381	2.404072	78.682210	-86.508108	69.440000	12710.000000
8092	88.049610	87.764504	0.285107	3.208905	7.485624	5.877011	4.668343	43.916364	-64.100784	77.360000	12846.000000
50242	87.006863	86.495573	0.511291	1.846882	3.895285	6.675931	1.667778	93.094595	-89.600737	88.520000	13183.000000
17534	89.001131	89.098513	-0.097382	2.647393	5.008717	4.741842	4.732951	52.833094	-79.706611	87.080000	11892.000000
38686	88.037784	88.524959	-0.487175	4.882173	1.922134	2.624837	5.975599	95.565233	-75.087157	23.100591	13230.000000
42269	88.955786	88.691044	0.264742	6.161625	5.717737	6.449117	7.140962	74.570841	-75.617468	74.840000	12211.000000
25715	86.270202	86.741903	-0.471701	6.106887	9.192364	7.781078	4.060643	99.000000	-70.148397	72.664446	13495.000000
41737	87.945619	87.792482	0.153137	5.690701	7.012049	6.842921	5.455487	59.000000	-76.540000	56.840000	13150.000000
41547	87.537693	87.428941	0.108752	1.294035	9.142579	9.904939	4.489733	93.989291	-85.381892	60.440000	13150.000000
31515	86.963061	87.078366	-0.115305	9.923725	8.447767	2.965329	5.174071	88.837368	-73.566700	73.400000	13187.000000
24493	86.862690	86.924981	-0.062291	7.792653	4.072034	3.738296	4.602388	84.128841	-70.002235	75.200000	13322.000000
13508	87.718396	87.522052	0.196344	6.519568	11.643311	5.427448	3.797888	50.000000	-77.191522	53.600000	13230.000000
8146	87.223198	87.440844	-0.217645	7.825302	7.677633	6.482773	4.691512	51.866164	-73.024168	79.520000	12846.000000
1733	86.467862	86.268209	0.199653	5.827422	0.000000	6.440494	3.592597	97.407634	-83.439900	64.400000	13495.000000
11449	87.255905	87.068574	0.187331	5.510936	6.653364	8.944908	6.539874	80.000000	-71.860000	62.016583	13488.000000
17020	90.180072	90.304275	-0.124203	2.487325	15.059287	7.852777	15.699585	76.375621	-65.540252	31.460000	12211.000000
1778	86.524863	86.734258	-0.209395	6.316935	9.608826	0.603298	3.159894	67.000000	-66.674616	62.537962	13491.000000
38558	88.089115	88.184274	-0.095159	1.463081	3.030564	3.301239	5.949313	83.262025	-69.747746	67.640000	12710.000000
22438	88.762782	88.320757	0.442025	7.876138	5.923150	6.113244	6.657052	51.849926	-74.082047	72.680000	12366.000000
49887	86.391740	86.209333	0.182407	4.859850	2.022967	5.153774	1.845146	64.544369	-86.352038	86.000000	13322.000000
36473	88.876321	88.541671	0.334650	8.415039	9.973589	3.076179	10.121428	22.656191	-65.840454	67.640000	12803.000000
37805	87.147427	86.902169	0.245259	3.317530	5.062853	8.499337	4.327146	94.477911	-70.203166	74.480000	13183.000000
13124	88.164396	88.183754	-0.019358	6.537165	10.788055	5.922782	1.743532	98.523140	-85.268618	51.440000	12710.000000
3756	86.610191	86.692132	-0.081940	3.169859	3.274730	5.585747	4.694888	97.000000	-73.193305	74.331066	13322.000000
33973	86.849624	86.736347	0.113277	9.809467	0.353317	6.103530	4.960107	100.000000	-77.551089	71.960000	13320.000000
42351	88.112709	88.227096	-0.114387	3.047576	2.081069	0.676147	3.589178	73.495291	-84.729626	97.880000	12211.000000
25237	86.086332	86.778046	-0.691714	3.364037	7.600957	2.723373	1.760191	90.082578	-83.494296	72.320000	13493.000000
1161	88.016337	88.074905	-0.058567	6.899917	5.147441	2.195693	3.739217	64.044773	-80.880223	30.285808	13440.000000
11205	87.236665	86.783759	0.452907	3.144773	10.210823	4.185459	2.365138	81.000000	-69.297076	79.840866	13379.000000
6146	86.772918	86.607106	0.165812	3.491803	3.973387	8.159720	4.555491	68.000000	-74.485994	96.800000	13187.000000
24963	86.690886	86.532666	0.158220	11.924828	6.352090	7.071527	4.380483	81.693543	-78.838884	65.480000	13463.000000
34155	86.856352	86.596314	0.260038	8.109532	0.988425	5.430528	3.988191	100.000000	-95.524551	63.320000	13327.000000
35817	89.856093	89.817600	0.038493	8.091354	8.318881	5.344884	11.885488	91.056371	-73.137409	47.480000	11881.000000
14988	88.606022	88.521503	0.084519	0.661555	7.278379	8.017001	14.012312	95.586873	-52.366190	22.460000	13480.000000
29449	86.355298	86.848124	-0.492826	8.273709	9.667253	6.912577	5.119831	77.118318	-76.470461	78.440000	13490.000000
