11278	86.946511	86.567397	0.379114	3.648480	0.000000	3.987128	13379.000000
47459	88.323432	88.077713	0.245719	5.239728	0.000000	3.490194	12800.000000
43708	88.618224	87.775828	0.842396	4.014450	0.000000	0.000000	13054.000000
43941	87.265495	87.080114	0.185381	1.760647	0.000000	1.989908	13054.000000
43031	88.875232	88.804184	0.071047	12.376334	0.000000	4.027655	13095.000000
12728	87.610312	87.458411	0.151901	2.845276	0.000000	1.763815	13113.000000
42676	90.199247	90.147149	0.052098	10.724523	0.000000	3.553505	11892.000000
40376	86.774287	86.387170	0.387117	0.000000	0.000000	1.293232	13497.000000
48618	89.707421	88.543235	1.164187	14.671802	0.000000	4.920593	13438.000000
8586	87.940365	87.734497	0.205868	8.602996	0.000000	5.217587	13327.000000
4298	86.344100	86.515414	-0.171314	1.239547	0.000000	4.112091	13409.000000
12939	87.647607	87.580555	0.067052	1.768317	0.000000	1.578396	12710.000000
45564	89.330463	89.823643	-0.493180	5.923139	0.000000	1.561890	11797.000000
726	87.823820	88.018678	-0.194858	7.752279	0.000000	2.381411	13311.000000
22297	88.329448	88.446188	-0.116740	6.676387	0.000000	0.641134	12800.000000
47896	88.500480	88.553549	-0.053069	4.014642	0.000000	3.151579	12366.000000
7450	86.359304	86.272926	0.086378	0.600913	0.000000	7.144759	13489.000000
35703	90.097792	89.823276	0.274516	6.904260	0.000000	1.640072	11881.000000
25619	86.504727	86.418832	0.085895	0.644343	0.000000	2.876617	13495.000000
24687	86.523625	86.738301	-0.214677	2.070747	0.000000	3.340346	13183.000000
17631	88.842040	88.825504	0.016536	1.539181	0.000000	1.547976	11892.000000
49502	86.325887	86.425863	-0.099976	0.357707	0.000000	2.202053	13484.000000
35156	87.910683	88.260979	-0.350296	1.157726	0.000000	5.045234	12248.000000
21880	88.690530	87.929942	0.760588	4.869699	0.000000	0.865302	12994.000000
26665	86.468330	86.622491	-0.154161	0.000000	0.000000	7.155049	13440.000000
6303	88.415261	87.872546	0.542715	3.890543	0.000000	3.339427	12628.000000
41001	86.949296	86.776530	0.172766	2.271644	0.000000	3.686700	13141.000000
