32.000000,-144.000000,84.129865,84.069931,0.059934,1.666001,0.000628,-0.000375,0.000000,-0.000004,2345.703795,0.057040,15412.762641
32.000000,-143.000000,83.926509,84.004662,-0.078154,1.695875,0.001068,0.000000,0.000000,-0.000066,2000.000000,0.315507,9674.524446
32.000000,-142.000000,84.133060,84.078175,0.054885,1.596936,0.000979,-0.000219,0.000000,-0.000053,2887.578595,0.191574,10181.699479
32.000000,-141.000000,84.224493,84.186108,0.038385,1.593564,0.000395,-0.000160,0.000000,0.000000,2571.413542,0.199880,10484.444807
32.000000,-140.000000,84.263468,84.311291,-0.047824,1.538802,0.000277,0.000000,0.000000,0.000000,2388.829927,0.152945,10622.110888
32.000000,-139.000000,84.285851,84.246991,0.038860,1.511084,0.000202,-0.000001,0.000000,-0.000089,2866.157045,0.232087,10856.758453
32.000000,-138.000000,84.303157,84.335111,-0.031954,1.589317,0.000171,-0.000690,0.000000,-0.000013,5635.449645,0.028317,11761.597409
32.000000,-137.000000,84.370422,84.286509,0.083913,1.493225,0.000170,-0.000602,0.000000,-0.000019,5047.022867,0.042139,11781.929442
32.000000,-136.000000,84.149078,84.319677,-0.170599,1.507006,0.000128,-0.000768,0.000000,-0.000002,5779.702336,0.010580,17980.703595
32.000000,-135.000000,84.146771,84.114378,0.032392,1.459193,0.000180,-0.000547,0.000000,-0.000015,4319.927846,0.046674,13911.193314
32.000000,-134.000000,84.041211,84.006781,0.034430,1.245396,0.000277,-0.000448,0.000000,-0.000019,9381.311186,0.032010,11550.316411
32.000000,-133.000000,84.049344,84.084294,-0.034950,1.313722,0.000195,-0.000432,0.000000,-0.000021,2456.843755,0.164642,12313.649715
32.000000,-132.000000,84.048786,84.008774,0.040012,1.389463,0.000269,-0.000767,0.000000,-0.000077,6495.070839,0.165733,12999.181941
32.000000,-131.000000,83.947098,84.102508,-0.155410,1.393700,0.000527,-0.000866,0.000000,-0.000043,5779.692917,0.112131,13514.739957
32.000000,-130.000000,83.905428,84.104192,-0.198764,1.415796,0.000476,0.000000,0.000000,-0.000021,2124.590630,0.118992,15378.464780
32.000000,-129.000000,84.026590,84.092781,-0.066191,1.458301,0.000419,0.000000,0.000000,-0.000005,2113.626331,0.070494,16347.841181
32.000000,-128.000000,84.052665,84.017312,0.035354,1.490758,0.000408,0.000000,0.000000,0.000000,2047.321418,0.052054,15183.888909
32.000000,-127.000000,84.194685,84.076566,0.118119,1.500976,0.000413,0.000000,0.000000,0.000000,2015.833801,0.051207,13865.694829
32.000000,-126.000000,84.016062,83.998383,0.017679,1.518981,0.000406,0.000000,0.000000,0.000000,2143.869802,0.050335,17212.954312
32.000000,-125.000000,84.059380,84.088891,-0.029511,1.521309,0.000388,0.000000,0.000000,-0.000003,2087.027778,0.059087,13779.839706
32.000000,-124.000000,84.112449,84.135074,-0.022625,1.496713,0.000400,0.000000,0.000000,-0.000007,2008.239282,0.070074,14768.440995
32.000000,-123.000000,84.104443,84.224075,-0.119632,1.492577,0.000441,0.000000,0.000000,-0.000006,2050.277800,0.058735,14309.560968
32.000000,-122.000000,84.096143,84.050274,0.045869,1.484837,0.000509,-0.000005,0.000000,-0.000006,2101.691573,0.056844,14891.372621
32.000000,-121.000000,84.023061,84.053956,-0.030895,1.423545,0.000558,0.000000,0.000000,-0.000013,2138.616840,0.075367,14297.650755
32.000000,-120.000000,84.054894,84.067056,-0.012162,1.387649,0.000524,-0.000057,0.000000,-0.000023,2105.965853,0.111495,14650.280078
32.000000,-119.000000,84.085876,84.007262,0.078614,1.392910,0.000424,-0.000029,0.000000,-0.000035,2134.548915,0.149947,14187.952913
32.000000,-118.000000,83.866581,84.207468,-0.340887,1.564152,0.000377,-0.001142,0.000000,-0.000037,5557.744151,0.102699,13702.044527
32.000000,-117.000000,84.127453,84.126823,0.000630,1.620193,0.000332,-0.000158,0.000000,0.000000,2024.639596,0.092388,11942.839431
32.000000,-116.000000,86.086506,86.071747,0.014759,0.500368,0.000296,-0.001047,0.000000,-0.000004,2039.768709,0.066734,10587.826434
32.000000,-115.000000,83.608083,83.514391,0.093692,1.170563,0.000277,-0.000685,0.000000,0.000000,5922.206728,0.033356,12170.046791
32.000000,-114.000000,84.017694,84.068241,-0.050547,1.610342,0.000250,-0.001203,0.000000,-0.000014,3587.968643,0.068485,12784.461705
32.000000,-113.000000,84.621175,84.367506,0.253670,1.207295,0.000205,-0.001725,0.000000,-0.000033,2189.488899,0.128035,13930.925543
