Latitude,Longtitude,Pressure [hPa],Height [m],Temperature [C],Relative Humidity [%],Wind Direction [deg],Wind Speed [knot]
30.5,-81.7,13149,170.0,-63.3,33,240,124
30.5,-81.7,14630,133.2,-65.6,6,245,90
30.5,-81.7,17467,82.5,-74.9,6,246,61
30.5,-81.7,19060,63.0,-66.5,4,234,56
30.5,-81.7,20422,50.4,-60.4,1,245,46
30.5,-81.7,21946,39.5,-60.5,1,240,28
30.5,-81.7,23774,29.5,-57.8,1,205,39
30.5,-81.7,26163,20.3,-50.5,1,214,34
30.5,-81.7,29892,11.4,-53.7,1,198,43
32.9,-80.03,15,1016.0,5.4,31,290,6
32.9,-80.03,1437,850.0,-7.1,49,285,37
32.9,-80.03,2380,754.0,-1.5,7,253,65
32.9,-80.03,3344,669.0,0.6,12,240,100
32.9,-80.03,5018,542.0,-8.5,10,235,96
32.9,-80.03,6705,434.0,-21.1,64,238,101
32.9,-80.03,9370,300.0,-37.3,62,235,122
32.9,-80.03,13129,168.0,-63.1,44,250,128
32.9,-80.03,16076,103.0,-71.9,47,242,98
32.9,-80.03,18128,73.2,-67.1,42,245,78
32.9,-80.03,18898,64.5,-64.9,43,240,61
32.9,-80.03,20460,50.0,-63.3,44,240,49
32.9,-80.03,22039,38.8,-60.7,39,231,40
32.9,-80.03,23954,28.7,-55.3,36,223,38
32.9,-80.03,26518,19.2,-52.9,31,240,45
32.9,-80.03,28512,14.1,-50.9,29,206,58
32.9,-80.03,31167,9.4,-50.3,23,214,60
27.7,-82.4,630,948.0,5.4,42,335,31
27.7,-82.4,1261,878.0,11.2,2,281,27
27.7,-82.4,1681,835.0,11.8,20,253,28
27.7,-82.4,2383,767.0,5.4,87,250,32
27.7,-82.4,3281,687.0,1.4,82,261,41
27.7,-82.4,3915,635.0,0.6,9,246,52
27.7,-82.4,5029,552.0,-4.9,99,230,58
27.7,-82.4,5955,490.0,-11.9,61,235,63
27.7,-82.4,7361,407.0,-18.9,41,240,72
27.7,-82.4,8146,366.0,-23.7,58,242,73
27.7,-82.4,9734,293.0,-35.9,25,250,89
27.7,-82.4,12549,191.0,-59.9,59,247,84
27.7,-82.4,14060,149.0,-68.1,42,245,99
27.7,-82.4,15547,116.0,-72.5,29,254,71
27.7,-82.4,18288,72.7,-73.0,15,250,56
27.7,-82.4,19812,56.2,-68.0,8,230,39
27.7,-82.4,21114,45.4,-62.1,2,243,31
27.7,-82.4,23265,32.2,-59.7,1,192,20
27.7,-82.4,25603,22.3,-53.9,1,200,27
27.7,-82.4,26822,18.4,-52.6,1,225,14
27.7,-82.4,28924,13.3,-51.1,1,188,27
27.7,-82.4,30785,10.0,-45.6,1,175,50
27.7,-82.4,33833,6.3,-44.5,1,175,37
30.45,-84.3,827,925.0,-3.9,50,325,26
30.45,-84.3,1829,814.4,-3.7,3,300,41
30.45,-84.3,2994,704.0,4.4,3,258,76
30.45,-84.3,4535,581.0,-4.7,2,250,78
30.45,-84.3,6248,465.0,-17.3,14,250,78
30.45,-84.3,7360,400.0,-21.5,84,240,98
30.45,-84.3,10650,250.0,-46.5,57,245,127
30.45,-84.3,13250,166.0,-63.5,18,250,127
30.45,-84.3,14935,125.9,-65.9,12,245,97
30.45,-84.3,16796,92.3,-71.4,12,245,72
30.45,-84.3,18593,68.1,-70.6,11,240,70
30.45,-84.3,20726,48.0,-63.2,6,260,35
30.45,-84.3,22860,34.1,-58.6,1,210,31
30.45,-84.3,25603,22.1,-54.2,1,225,46
30.45,-84.3,27737,15.9,-51.5,1,210,33
30.45,-84.3,30675,10.1,-50.5,1,205,51
33.36,-84.57,387,979.0,-8.7,41,312,16
33.36,-84.57,1515,844.0,-18.9,65,306,31
33.36,-84.57,2187,772.0,-13.3,8,304,53
33.36,-84.57,3543,645.0,-15.3,1,269,73
33.36,-84.57,4342,581.0,-11.1,5,250,107
33.36,-84.57,6096,461.8,-15.1,1,250,129
33.36,-84.57,8440,335.0,-31.5,50,242,143
33.36,-84.57,10154,261.0,-46.3,50,242,159
33.16,-86.76,846,925.0,-13.1,43,310,17
33.16,-86.76,1829,811.7,-13.5,19,315,46
33.16,-86.76,3055,690.0,-18.9,4,295,55
33.16,-86.76,4283,586.0,-14.9,1,265,91
33.16,-86.76,5740,483.0,-15.5,1,265,127
33.16,-86.76,8289,341.0,-33.5,5,251,145
33.16,-86.76,10570,244.0,-49.3,23,247,170
33.16,-86.76,12044,194.0,-56.5,1,263,151
33.16,-86.76,13660,150.0,-60.5,1,245,117
33.16,-86.76,15098,119.0,-60.9,1,254,104
33.16,-86.76,17709,77.5,-63.1,1,246,70
33.16,-86.76,19202,60.7,-63.6,1,235,63
33.16,-86.76,21324,43.0,-58.1,1,245,40
33.16,-86.76,23718,29.4,-57.7,1,225,45
33.16,-86.76,25950,20.7,-56.1,1,235,69
33.16,-86.76,28042,15.0,-52.2,1,230,72
30.34,-89.83,41,1028.0,-0.7,31,350,7
30.34,-89.83,1256,880.0,-12.3,61,322,23
30.34,-89.83,2134,785.4,-8.8,8,330,72
30.34,-89.83,2710,730.0,3.4,6,292,72
30.34,-89.83,4252,602.0,-3.3,1,275,71
30.34,-89.83,7188,409.0,-24.3,14,269,78
30.34,-89.83,8063,362.0,-31.9,74,263,88
30.34,-89.83,11887,204.9,-58.2,54,255,146
30.34,-89.83,13769,151.0,-63.7,4,250,127
30.34,-89.83,15426,115.0,-64.7,2,258,92
30.34,-89.83,18155,73.0,-66.3,2,250,60
30.34,-89.83,20117,52.8,-67.1,1,265,48
30.34,-89.83,21252,43.8,-59.9,1,254,47
30.34,-89.83,23410,31.0,-54.3,1,246,41
30.34,-89.83,25067,23.9,-55.1,1,217,45
30.34,-89.83,29928,11.2,-53.5,1,223,62
32.32,-90.08,121,1020.0,-5.3,35,314,15
32.32,-90.08,1269,878.0,-15.7,55,324,30
32.32,-90.08,2438,753.2,-14.8,14,305,50
32.32,-90.08,3658,641.3,-12.0,1,295,72
32.32,-90.08,5424,509.0,-12.1,1,285,113
32.32,-90.08,8753,322.0,-37.9,4,257,133
32.32,-90.08,10460,250.0,-48.9,49,240,154
32.32,-90.08,11890,200.0,-57.1,13,255,167
32.32,-90.08,13716,149.9,-59.7,1,265,105
32.32,-90.08,16190,100.0,-65.3,2,255,91
32.32,-90.08,18330,70.0,-67.3,3,275,72
32.32,-90.08,20117,52.3,-61.8,1,245,37
32.32,-90.08,22250,37.1,-56.6,1,250,32
32.32,-90.08,23922,28.4,-59.9,1,234,42
32.32,-90.08,25908,20.8,-55.3,1,225,72
32.32,-90.08,29227,12.4,-54.1,1,230,75
32.32,-90.08,31090,9.3,-47.8,1,210,91
30.11,-93.21,914,923.0,-8.7,45,340,13
30.11,-93.21,1565,849.0,-5.9,6,340,44
30.11,-93.21,2426,760.0,-7.9,14,320,50
30.11,-93.21,3077,700.0,1.6,7,295,55
30.11,-93.21,5720,500.0,-14.5,4,285,56
30.11,-93.21,7925,370.2,-31.0,45,275,61
30.11,-93.21,9796,283.0,-42.5,73,249,105
30.11,-93.21,12302,192.0,-61.3,67,248,135
30.11,-93.21,13810,150.0,-63.9,7,260,121
30.11,-93.21,15587,112.0,-67.5,4,258,85
30.11,-93.21,18062,74.1,-71.3,5,260,67
30.11,-93.21,19507,58.2,-65.5,3,260,38
30.11,-93.21,21031,45.4,-62.6,2,240,40
30.11,-93.21,24190,27.3,-54.7,1,248,47
30.11,-93.21,27432,16.4,-52.7,1,230,68
32.46,-93.78,288,1000.0,-3.5,28,310,9
32.46,-93.78,1298,878.0,-10.5,19,329,34
32.46,-93.78,2199,781.0,-11.7,25,305,45
32.46,-93.78,3048,698.3,-15.3,2,320,51
32.46,-93.78,4267,595.7,-8.0,1,315,82
32.46,-93.78,6096,468.4,-17.9,2,295,100
32.46,-93.78,8839,319.9,-38.9,2,270,103
32.46,-93.78,9449,292.6,-43.0,56,260,124
32.46,-93.78,11910,200.0,-58.1,2,250,149
32.46,-93.78,13577,153.0,-61.5,1,264,115
32.46,-93.78,14974,122.0,-62.1,1,262,87
32.46,-93.78,17069,86.6,-68.5,1,265,64
32.46,-93.78,19236,60.4,-64.1,1,276,51
32.46,-93.78,20588,48.4,-62.7,1,266,43
32.46,-93.78,22159,37.5,-57.5,1,247,55
32.46,-93.78,25908,20.7,-58.7,1,225,62
32.46,-93.78,28725,13.3,-50.3,1,226,91
32.46,-93.78,31643,8.5,-45.1,1,225,107
32.46,-93.78,34138,5.8,-44.4,1,215,109
32.83,-97.3,1370,872.0,-11.9,56,325,16
32.83,-97.3,2026,801.0,-9.7,62,323,33
32.83,-97.3,3027,703.0,-13.3,8,329,42
32.83,-97.3,3662,648.0,-3.7,10,325,59
32.83,-97.3,5670,500.0,-14.3,1,305,63
32.83,-97.3,9144,307.8,-41.5,2,275,71
32.83,-97.3,11305,221.0,-59.5,45,257,99
32.83,-97.3,13042,167.0,-61.9,14,264,94
32.83,-97.3,14254,137.0,-65.7,9,271,77
32.83,-97.3,15535,111.0,-65.9,7,275,76
32.83,-97.3,18330,70.0,-68.7,3,280,58
32.83,-97.3,19836,54.6,-63.5,2,289,44
32.83,-97.3,21336,42.7,-61.6,1,280,35
32.83,-97.3,23284,31.2,-60.3,1,271,49
32.83,-97.3,24689,24.9,-61.0,1,250,44
32.83,-97.3,27154,16.8,-54.7,1,230,78
32.83,-97.3,30175,10.4,-51.7,1,230,123
32.83,-97.3,31921,8.0,-48.3,1,227,131
27.76,-97.5,44,1033.0,2.0,35,5,11
27.76,-97.5,922,925.0,-1.3,28,40,12
27.76,-97.5,1840,824.0,-3.7,14,335,17
27.76,-97.5,2325,775.0,0.6,29,307,18
27.76,-97.5,2730,737.0,1.4,70,276,22
27.76,-97.5,3353,682.0,-0.4,37,295,29
27.76,-97.5,4608,582.0,-6.1,7,294,24
27.76,-97.5,6133,477.0,-18.1,28,284,17
27.76,-97.5,7010,423.6,-22.3,78,250,22
27.76,-97.5,8374,351.0,-29.9,73,235,65
27.76,-97.5,9470,300.0,-39.5,66,235,83
27.76,-97.5,10796,246.0,-49.1,30,235,110
27.76,-97.5,13621,157.0,-65.1,8,248,102
27.76,-97.5,15610,113.0,-67.5,4,255,75
27.76,-97.5,18898,64.9,-70.6,5,275,57
27.76,-97.5,20726,47.9,-66.3,2,260,35
27.76,-97.5,22084,38.4,-62.7,2,252,34
27.76,-97.5,24384,26.5,-57.9,1,250,39
27.76,-97.5,26170,20.0,-55.7,1,230,53
27.76,-97.5,28051,14.9,-52.3,1,230,68
27.76,-97.5,30480,10.2,-49.4,1,225,70
29.36,-100.91,921,925.0,-2.9,46,115,6
29.36,-100.91,1859,821.0,-4.3,42,226,10
29.36,-100.91,2285,778.0,0.8,12,320,12
29.36,-100.91,2863,724.0,1.0,47,294,24
29.36,-100.91,3962,630.8,-2.9,7,290,11
29.36,-100.91,5791,497.9,-15.0,1,270,15
29.36,-100.91,7710,383.0,-30.1,20,311,12
29.36,-100.91,9410,300.0,-42.5,58,230,50
29.36,-100.91,11170,229.0,-55.1,24,228,80
29.36,-100.91,13658,154.0,-63.1,1,253,66
29.36,-100.91,16280,100.0,-68.5,1,275,57
29.36,-100.91,18625,67.4,-70.5,1,278,42
29.36,-100.91,20101,52.7,-65.7,1,278,28
29.36,-100.91,21336,43.0,-65.1,1,275,34
29.36,-100.91,23165,32.0,-60.5,1,260,36
29.36,-100.91,25908,20.6,-58.9,1,225,57
29.36,-100.91,27851,15.1,-56.5,1,230,83
29.36,-100.91,29708,11.3,-47.3,1,230,109
31.95,-102.18,1671,840.0,-8.9,52,223,8
31.95,-102.18,2440,762.0,-1.7,7,20,12
31.95,-102.18,3658,653.9,-3.9,14,315,11
31.95,-102.18,5232,534.0,-11.7,6,308,29
31.95,-102.18,7620,386.7,-29.9,1,320,27
31.95,-102.18,9793,282.0,-46.7,3,255,47
31.95,-102.18,11220,226.0,-58.5,40,255,47
31.95,-102.18,12469,185.0,-60.1,5,271,50
31.95,-102.18,14697,129.0,-65.1,1,278,54
31.95,-102.18,16240,100.0,-66.5,1,280,54
31.95,-102.18,20364,50.3,-65.9,1,285,35
31.95,-102.18,21633,40.8,-65.1,1,276,25
31.95,-102.18,23419,30.5,-65.1,1,276,29
31.95,-102.18,24994,23.6,-62.1,1,250,57
31.95,-102.18,26822,17.6,-63.5,1,245,61
31.95,-102.18,29932,10.7,-56.9,1,232,113
32.23,-110.96,824,925.0,17.4,12,310,6
32.23,-110.96,1875,816.0,10.2,9,105,11
32.23,-110.96,3140,700.0,5.8,9,40,16
32.23,-110.96,5182,540.5,-10.8,14,310,12
32.23,-110.96,7269,409.0,-25.7,5,357,24
32.23,-110.96,11278,225.9,-58.9,13,315,30
32.23,-110.96,12528,185.0,-58.3,4,317,50
32.23,-110.96,15242,120.0,-64.3,2,315,60
32.23,-110.96,17418,83.6,-72.3,4,300,44
32.23,-110.96,19507,58.8,-67.4,3,295,29
32.23,-110.96,21336,43.4,-66.6,2,305,32
32.23,-110.96,22860,33.7,-64.2,2,305,34
32.23,-110.96,24482,25.9,-63.5,1,280,34
32.23,-110.96,26822,17.6,-64.0,2,280,56
32.23,-110.96,28119,14.3,-60.5,1,281,42
32.23,-110.96,31056,9.0,-50.5,1,308,47
32.85,-117.12,429,970.0,18.6,8,305,10
32.85,-117.12,1687,836.0,11.4,11,92,6
32.85,-117.12,3364,682.0,3.4,8,15,4
32.85,-117.12,5800,500.0,-12.7,2,320,10
32.85,-117.12,9144,314.8,-41.1,14,295,25
32.85,-117.12,10243,267.0,-49.7,49,306,31
32.85,-117.12,11582,216.8,-54.3,6,320,45
32.85,-117.12,13106,170.9,-56.8,2,310,98
32.85,-117.12,14630,134.1,-61.7,1,310,48
32.85,-117.12,16060,106.0,-66.9,2,297,63
32.85,-117.12,18510,70.0,-74.5,3,300,25
32.85,-117.12,19507,59.1,-68.5,3,315,18
34.78,-76.88,93,1000.0,7.2,61,280,18
34.78,-76.88,1218,870.0,-1.9,46,275,34
34.78,-76.88,1829,805.5,-0.9,2,270,41
34.78,-76.88,2620,730.0,1.8,60,230,91
34.78,-76.88,3502,654.0,-2.3,36,230,99
34.78,-76.88,4759,558.0,-5.3,3,230,102
34.78,-76.88,6096,468.8,-16.0,29,235,104
34.78,-76.88,7270,400.0,-21.1,89,230,125
34.78,-76.88,9080,311.0,-35.3,79,230,129
34.78,-76.88,10570,250.0,-47.3,56,240,141
34.78,-76.88,12433,187.0,-59.1,9,246,134
34.78,-76.88,14552,132.0,-64.9,7,240,127
34.78,-76.88,16052,103.0,-68.1,4,248,96
34.78,-76.88,18233,71.7,-63.1,3,237,66
34.78,-76.88,19144,61.8,-60.7,2,238,49
34.78,-76.88,20726,47.8,-62.9,2,230,37
34.78,-76.88,22796,34.3,-55.1,2,218,51
34.78,-76.88,24489,26.3,-54.3,2,236,53
34.78,-76.88,27708,16.0,-52.5,2,210,46
34.78,-76.88,30760,10.0,-49.9,1,210,68
36.08,-79.95,1169,875.0,-12.1,56,278,31
36.08,-79.95,2424,741.0,-19.5,15,265,40
36.08,-79.95,3469,644.0,-19.1,7,251,73
36.08,-79.95,5121,518.0,-13.7,1,228,144
36.08,-79.95,7070,400.0,-23.1,1,230,153
36.08,-79.95,9110,300.0,-39.1,69,230,168
36.08,-79.95,10870,230.0,-53.3,25,244,187
36.08,-79.95,12192,186.9,-56.3,1,240,137
36.08,-79.95,13697,147.0,-57.3,1,236,140
36.08,-79.95,15449,111.0,-62.5,1,243,126
36.08,-79.95,17733,76.5,-65.1,1,241,90
36.08,-79.95,19202,60.3,-61.1,1,220,68
36.08,-79.95,21912,39.2,-60.9,1,241,64
36.08,-79.95,25558,22.0,-52.9,1,234,67
36.08,-79.95,28689,13.6,-47.1,0,229,69
37.2,-80.41,1392,850.0,-20.9,82,290,31
37.2,-80.41,2338,747.0,-21.7,10,283,45
37.2,-80.41,3473,640.0,-23.3,20,267,56
37.2,-80.41,5013,519.0,-18.7,4,232,127
37.2,-80.41,6553,421.0,-24.1,1,225,155
37.2,-80.41,8970,300.0,-38.3,17,235,201
37.2,-80.41,10363,243.8,-49.8,26,235,210
37.2,-80.41,12002,189.0,-51.9,2,230,144
37.2,-80.41,13783,143.0,-55.9,1,238,137
37.2,-80.41,15377,111.0,-60.3,1,248,104
37.2,-80.41,17374,80.4,-59.6,1,235,94
37.2,-80.41,18898,63.0,-61.2,1,240,77
37.2,-80.41,20726,47.1,-55.7,1,235,39
37.2,-80.41,23196,31.8,-60.5,1,239,54
37.2,-80.41,25908,20.7,-52.1,1,230,94
37.2,-80.41,27921,15.2,-51.5,1,232,84
36.25,-86.57,249,1000.0,-13.7,47,295,15
36.25,-86.57,1456,850.0,-25.3,95,285,18
36.25,-86.57,2134,774.5,-23.6,44,290,38
36.25,-86.57,3560,637.0,-25.7,17,286,58
36.25,-86.57,4877,530.6,-29.3,11,290,56
34.84,-92.26,277,1000.0,-9.3,37,295,9
34.84,-92.26,1541,846.0,-17.3,29,320,42
34.84,-92.26,2743,720.2,-20.9,34,310,50
34.84,-92.26,3658,636.8,-17.7,11,315,60
34.84,-92.26,5440,500.0,-23.3,8,300,89
34.84,-92.26,7925,352.4,-35.9,1,290,119
34.84,-92.26,10572,238.0,-49.9,3,268,142
34.84,-92.26,11700,200.0,-51.1,1,275,125
34.84,-92.26,12970,164.0,-53.1,1,275,112
34.84,-92.26,14395,131.0,-58.7,1,265,86
34.84,-92.26,16080,100.0,-62.7,2,260,74
34.84,-92.26,19378,58.2,-64.3,2,266,62
34.84,-92.26,20422,49.1,-60.0,1,240,46
34.84,-92.26,22057,37.8,-59.3,1,248,52
34.84,-92.26,24384,26.1,-61.6,2,225,52
34.84,-92.26,27432,16.1,-54.5,1,235,102
34.84,-92.26,30196,10.5,-54.3,1,226,118
34.84,-92.26,32309,7.6,-50.5,1,225,136
35.18,-97.44,1115,899.0,-10.5,44,276,22
35.18,-97.44,2192,781.0,-15.3,22,328,43
35.18,-97.44,3535,654.0,-11.9,1,329,66
35.18,-97.44,4877,549.7,-11.8,8,325,79
35.18,-97.44,8290,344.0,-37.9,13,303,87
35.18,-97.44,10996,228.0,-57.9,11,295,99
35.18,-97.44,12802,170.5,-62.9,7,275,97
35.18,-97.44,14190,136.0,-64.7,4,287,80
35.18,-97.44,15958,102.0,-63.3,3,286,73
35.18,-97.44,18288,69.7,-67.0,3,280,46
35.18,-97.44,20237,50.6,-64.5,1,275,55
35.18,-97.44,21568,40.8,-60.1,1,266,40
35.18,-97.44,24079,27.1,-61.8,1,260,58
35.23,-101.7,1099,902.0,-0.7,43,225,9
35.23,-101.7,2328,771.0,-7.5,20,343,19
35.23,-101.7,3353,676.0,-7.0,38,335,47
35.23,-101.7,4877,555.7,-11.8,21,330,42
35.23,-101.7,7320,400.0,-28.1,12,300,47
35.23,-101.7,10131,265.0,-50.5,6,293,48
35.23,-101.7,12215,190.0,-64.3,13,303,41
35.23,-101.7,13753,148.0,-62.5,3,296,59
35.23,-101.7,15729,107.0,-65.1,2,285,65
35.23,-101.7,18519,67.5,-68.1,2,295,44
35.23,-101.7,21336,42.5,-63.2,1,300,43
35.23,-101.7,23460,30.0,-63.3,1,250,39
35.23,-101.7,26245,19.0,-62.3,1,245,76
31.86,-106.7,2044,801.0,2.4,5,320,2
31.86,-106.7,2854,724.0,2.8,13,350,12
31.86,-106.7,5760,500.0,-16.3,12,310,23
31.86,-106.7,7803,378.0,-30.3,4,334,26
31.86,-106.7,10888,239.0,-55.7,10,322,30
31.86,-106.7,12363,189.0,-60.1,7,302,34
31.86,-106.7,15240,119.0,-64.2,3,295,52
31.86,-106.7,17374,83.6,-69.0,4,310,52
31.86,-106.7,19507,58.4,-67.8,4,290,42
31.86,-106.7,20587,48.8,-65.7,3,290,23
31.86,-106.7,21946,39.0,-66.6,3,290,21
31.86,-106.7,23560,30.0,-61.9,2,275,32
31.86,-106.7,25205,22.9,-63.9,2,266,52
31.86,-106.7,27520,15.7,-63.9,2,254,66
31.86,-106.7,29947,10.6,-57.9,2,245,77
31.86,-106.7,31699,8.1,-49.7,2,235,72
35.04,-106.62,1619,844.0,4.2,17,225,4
35.04,-106.62,3021,708.0,0.2,31,320,28
35.04,-106.62,4572,581.6,-7.6,15,330,23
35.04,-106.62,7370,400.0,-28.9,10,330,41
35.04,-106.62,10348,258.0,-52.9,8,326,62
35.04,-106.62,11776,206.0,-60.5,12,313,49
35.04,-106.62,14021,143.3,-62.9,1,310,41
35.04,-106.62,15850,106.5,-66.2,1,310,37
35.04,-106.62,18569,67.7,-69.1,1,310,57
35.04,-106.62,20410,50.0,-65.9,1,290,28
35.04,-106.62,22066,38.0,-64.3,1,280,46
35.04,-106.62,25850,20.3,-64.9,1,270,58
35.04,-106.62,27796,14.7,-68.5,1,263,60
35.04,-106.62,29825,10.6,-59.1,1,255,59
35.23,-111.82,2192,788.0,4.2,26,150,8
35.23,-111.82,3471,672.0,1.0,19,0,17
35.23,-111.82,5770,500.0,-15.1,6,350,19
35.23,-111.82,7620,388.8,-28.8,5,300,33
35.23,-111.82,9487,297.0,-45.1,51,315,41
35.23,-111.82,11582,214.3,-61.5,32,325,38
35.23,-111.82,13106,167.6,-60.0,5,315,64
35.23,-111.82,14935,125.1,-61.3,2,315,68
35.23,-111.82,16991,89.3,-68.9,3,307,54
35.23,-111.82,19212,61.5,-66.7,3,307,37
35.23,-111.82,21570,41.6,-65.7,2,311,32
35.23,-111.82,25671,21.1,-63.7,2,291,45
35.23,-111.82,28042,14.3,-62.6,2,310,40
35.23,-111.82,30480,9.7,-52.1,1,335,67
35.23,-111.82,32614,7.0,-43.1,1,355,106
36.05,-115.18,1219,886.5,8.0,15,10,4
36.05,-115.18,2143,792.0,8.2,17,44,10
36.05,-115.18,3861,641.0,-1.9,15,338,11
36.05,-115.18,6508,454.0,-21.3,5,292,16
36.05,-115.18,8336,352.0,-34.9,35,287,33
36.05,-115.18,10973,236.9,-56.2,33,300,27
36.05,-115.18,12514,185.0,-59.1,13,304,55
36.05,-115.18,13546,157.0,-60.1,1,310,67
36.05,-115.18,15913,107.0,-68.5,1,305,62
36.05,-115.18,18460,70.0,-68.1,1,330,32
36.05,-115.18,20422,50.4,-66.1,1,310,30
36.05,-115.18,21641,41.2,-66.5,1,330,24
36.05,-115.18,24443,25.9,-68.9,1,315,38
37.93,-75.47,914,897.8,-5.1,56,310,29
37.93,-75.47,2144,766.0,-13.1,93,245,49
37.93,-75.47,3048,681.6,-4.0,1,220,99
37.93,-75.47,5460,500.0,-12.9,1,225,134
37.93,-75.47,7624,373.0,-28.9,56,225,137
37.93,-75.47,10380,250.0,-48.7,23,235,172
37.93,-75.47,14223,136.0,-59.1,5,237,129
37.93,-75.47,17511,79.6,-64.9,7,239,83
37.93,-75.47,21031,45.1,-60.7,3,240,50
37.93,-75.47,25206,23.3,-56.1,1,230,75
37.93,-75.47,29261,12.5,-48.6,1,230,77
38.98,-77.46,1219,863.9,-12.8,59,250,32
38.98,-77.46,2483,730.0,-20.7,59,259,45
38.98,-77.46,3658,622.0,-24.8,14,225,60
38.98,-77.46,4682,541.0,-20.1,1,232,120
38.98,-77.46,6640,415.0,-23.7,1,220,173
38.98,-77.46,9374,282.0,-42.5,14,230,200
38.98,-77.46,11278,210.7,-54.2,1,230,157
38.98,-77.46,12804,166.0,-55.3,1,233,142
38.98,-77.46,14504,127.0,-59.1,1,240,129
38.98,-77.46,15948,101.0,-59.3,1,240,85
38.98,-77.46,18195,70.4,-61.9,1,230,66
38.98,-77.46,19960,53.1,-56.9,1,247,64
38.98,-77.46,21641,40.6,-61.2,1,235,72
38.98,-77.46,23774,29.0,-56.9,1,230,68
39.41,-83.81,924,907.0,-26.9,71,260,25
39.41,-83.81,1829,798.8,-29.8,61,280,38
39.41,-83.81,2743,702.9,-29.0,38,285,43
39.41,-83.81,4877,519.3,-35.4,48,275,56
39.41,-83.81,6660,400.0,-42.1,8,260,66
39.41,-83.81,8107,323.0,-40.7,1,250,88
39.41,-83.81,9877,249.0,-43.3,1,245,97
39.41,-83.81,12014,181.0,-46.5,1,242,93
39.41,-83.81,13933,135.0,-50.9,1,247,95
39.41,-83.81,16154,95.5,-54.9,1,240,68
39.41,-83.81,18288,68.2,-58.1,1,250,68
39.41,-83.81,20250,50.0,-55.3,1,240,49
39.41,-83.81,23440,30.0,-60.5,1,235,67
39.41,-83.81,25916,20.3,-59.3,1,230,90
39.41,-83.81,28268,14.0,-59.1,1,234,114
37.23,-93.38,387,985.0,-17.5,54,280,7
37.23,-93.38,1479,850.0,-25.1,69,310,33
37.23,-93.38,2431,747.0,-18.1,3,320,45
37.23,-93.38,3658,633.7,-19.4,13,305,56
37.23,-93.38,6096,452.1,-31.8,8,310,87
37.23,-93.38,8900,300.0,-45.5,3,310,93
37.23,-93.38,10363,240.2,-48.1,2,295,84
37.23,-93.38,11582,199.3,-50.7,1,285,88
37.23,-93.38,14138,134.0,-57.5,1,283,86
37.23,-93.38,15970,100.0,-59.9,1,280,70
37.23,-93.38,19276,58.6,-64.9,1,277,57
37.23,-93.38,21336,42.0,-59.3,1,260,55
37.23,-93.38,23910,27.8,-62.9,1,243,60
37.23,-93.38,25950,20.0,-60.3,1,230,88
37.23,-93.38,29761,10.9,-57.5,1,229,134
37.23,-93.38,32380,7.3,-48.5,1,229,169
37.23,-93.38,33833,5.9,-45.9,1,225,170
37.76,-99.97,1534,850.0,-9.1,31,280,25
37.76,-99.97,2743,725.6,-13.5,44,335,60
37.76,-99.97,3619,647.0,-10.9,56,340,64
37.76,-99.97,5580,500.0,-17.9,14,325,69
37.76,-99.97,8105,352.0,-36.5,16,320,74
37.76,-99.97,11278,216.6,-60.5,15,300,93
37.76,-99.97,12802,169.1,-63.8,8,300,74
37.76,-99.97,13716,146.1,-60.4,1,290,60
37.76,-99.97,15521,109.0,-63.9,1,300,62
37.76,-99.97,18288,69.3,-64.6,1,295,55
37.76,-99.97,21544,40.6,-64.5,1,275,48
37.76,-99.97,23390,30.0,-63.5,1,260,51
37.76,-99.97,25870,20.0,-65.5,1,260,75
37.76,-99.97,29261,11.5,-62.0,1,245,105
39.07,-95.62,270,1000.0,-13.7,51,285,2
39.07,-95.62,1477,850.0,-23.5,70,305,30
39.07,-95.62,2438,746.2,-18.6,22,320,41
39.07,-95.62,4267,582.7,-24.4,8,315,60
39.07,-95.62,5380,500.0,-25.5,23,330,93
39.07,-95.62,6970,400.0,-36.3,28,335,116
39.07,-95.62,8910,300.0,-48.5,3,335,114
39.07,-95.62,10668,228.5,-52.4,1,325,92
39.07,-95.62,12243,179.0,-54.9,1,298,90
39.07,-95.62,14323,129.0,-57.7,1,297,71
39.07,-95.62,16745,87.6,-61.5,1,286,52
39.07,-95.62,18288,68.2,-64.3,1,285,64
39.07,-95.62,21336,41.6,-62.0,1,265,50
39.07,-95.62,23360,30.0,-61.1,1,245,57
39.07,-95.62,25298,21.9,-63.0,1,245,88
39.07,-95.62,28157,13.7,-64.3,1,230,120
39.77,-104.87,1819,819.0,-8.5,62,338,3
39.77,-104.87,2612,741.0,-2.1,33,299,19
39.77,-104.87,4267,599.3,-10.1,55,345,57
39.77,-104.87,7010,414.0,-28.3,20,325,55
39.77,-104.87,9250,300.0,-44.7,15,325,51
39.77,-104.87,12497,179.0,-68.1,23,330,60
39.77,-104.87,13370,155.0,-65.3,8,318,59
39.77,-104.87,14786,123.0,-64.1,2,315,65
39.77,-104.87,17032,85.2,-65.9,1,310,65
39.77,-104.87,18433,67.7,-67.1,1,292,41
39.77,-104.87,21718,39.1,-72.7,1,303,47
39.77,-104.87,23300,30.0,-67.1,1,275,68
39.77,-104.87,25484,20.9,-67.5,1,280,79
39.77,-104.87,27432,15.1,-69.7,1,275,59
39.77,-104.87,30175,9.6,-60.3,1,260,50
