,Elevation,Latent Variable 1,Latent Variable 2,Latent Variable 3,Latent Variable 4
593,1099.0,1.52683,0.786562,0.709946,1.750642
595,178.0,2.939686,1.004435,2.716689,0.937882
596,1289.0,0.0,1.966906,0.905664,5.045636
597,10.0,2.110826,1.829311,3.273211,2.971154
598,1029.0,1.170734,0.588983,0.0,1.70458
599,396.0,1.871897,0.985554,1.087256,2.783523
600,11.0,0.648277,2.344878,2.005348,6.885856
601,270.0,1.921365,1.151793,1.939999,4.067409
602,178.0,0.337111,2.423672,2.153892,1.916133
603,15.0,0.930231,3.135284,4.372755,4.956157
604,1134.0,0.0,1.658201,0.71936,2.121693
605,189.0,3.491135,0.41431,0.495034,1.360325
606,359.0,2.188619,1.316988,2.239124,3.062985
608,1475.0,0.0,1.386086,0.264683,2.895231
609,13.0,0.851477,1.398797,0.75913,0.101175
610,387.0,1.911548,0.959957,1.755356,2.841423
611,359.0,1.160953,1.201116,1.089065,3.321818
612,173.0,4.655315,1.117565,5.55035,0.767468
613,1625.0,0.520525,0.994121,0.0,0.832953
614,751.0,4.835806,0.731819,3.452823,5.580726
615,79.0,4.012976,1.25272,4.422963,2.806862
616,16.0,0.750894,1.68187,1.428343,2.307138
617,79.0,0.736019,1.895265,2.674396,3.14696
619,171.0,0.0,2.101864,1.424549,2.603166
620,215.0,1.119007,0.831977,0.157403,1.125839
621,13.0,2.118196,2.29942,4.008071,5.576755
622,91.0,1.703376,1.878162,3.276281,3.387096
623,62.0,5.393407,0.0,0.756735,5.594897
624,125.0,2.417528,1.483524,1.319215,9.330079
625,180.0,1.002773,1.88079,1.972143,4.922326
626,229.0,3.523435,0.868812,2.106263,6.660341
627,1475.0,2.205715,0.566252,0.022484,1.840235
628,1029.0,1.311137,0.538822,0.0,2.282442
629,3.0,0.0,3.782115,5.785764,2.911637
630,270.0,3.915512,1.192271,4.557876,2.248082
631,5.0,1.184142,2.527789,3.252036,4.021955
632,1289.0,2.761037,0.484158,0.480204,4.572555
633,1252.0,1.624431,0.458392,0.01138,0.807486
634,1608.0,0.644498,1.129572,0.545726,1.75768
635,190.0,3.244435,1.094383,2.537028,2.688637
636,1029.0,2.04734,0.415008,0.13152,4.460644
637,1516.0,0.487866,0.806501,0.0,1.471597
638,79.0,0.448472,2.114888,1.87465,4.197454
640,446.0,1.767858,1.416436,1.129455,7.179477
641,1516.0,2.407644,0.328349,0.219655,3.698209
642,872.0,0.0,1.844069,0.756258,1.302091
643,872.0,0.0,2.446354,1.929342,1.643917
644,178.0,0.431376,1.596433,0.907313,1.954864
645,12.0,0.992199,2.05126,2.218362,4.566754
646,387.0,0.0,2.093797,1.676104,2.825687
647,13.0,2.92131,1.698556,6.923362,0.157067
648,245.0,0.824911,2.907436,3.725611,4.590745
649,7.0,1.496497,2.965035,5.02157,5.089935
650,270.0,3.353531,1.490932,3.589544,5.331593
651,446.0,4.533761,0.0,0.393036,2.4235
652,189.0,4.434004,0.100728,0.935558,1.682806
653,137.0,2.294106,2.243216,4.368847,5.251285
655,61.0,3.580913,0.226446,0.674582,4.530949
656,446.0,4.262987,0.427674,1.211774,1.680984
657,62.0,4.25606,1.419354,4.952381,4.864992
658,189.0,5.357818,0.0,0.863606,6.238461
659,214.0,3.020231,0.973133,1.952,1.47149
660,359.0,2.909459,1.652693,4.295527,4.081383
661,654.0,3.67399,0.443736,2.304142,1.338841
662,1625.0,2.753742,0.159792,0.0,2.065751
663,215.0,3.819638,1.651147,4.411658,5.983341
664,79.0,1.203438,1.793769,2.560477,4.381064
665,313.0,4.27,0.539688,2.288672,5.531416
666,872.0,1.036884,1.510637,1.873989,3.200557
667,137.0,0.799548,2.885312,3.793088,4.766394
668,15.0,0.215934,1.337088,0.14701,1.792062
670,506.0,0.625509,1.343457,0.931219,3.750968
672,171.0,1.469838,2.737638,3.884181,6.102568
673,125.0,3.180567,0.882128,2.038315,5.095148
674,1625.0,1.332367,0.902055,0.0,6.884161
675,849.0,0.725805,0.798923,0.0,0.633505
676,1029.0,0.380278,1.367479,0.538281,3.989317
679,1099.0,0.0,2.564735,2.599793,3.109482
681,1608.0,0.103601,1.373802,0.700611,2.441836
682,173.0,3.76482,2.288663,5.297203,7.472809
683,53.0,4.186919,0.515005,2.518515,1.223278
684,506.0,2.527753,0.956785,1.505783,5.503019
685,229.0,1.906204,1.767293,3.074803,3.255656
687,270.0,4.457465,0.583497,2.890675,1.815835
688,171.0,3.445867,1.407874,3.37395,5.999237
689,178.0,3.059726,0.532811,1.126514,4.576737
690,654.0,0.0,1.723363,0.813425,0.354906
691,345.0,2.348118,1.390718,2.839344,4.621653
692,11.0,3.004293,2.301655,5.771584,4.817072
693,215.0,2.850978,0.792794,0.437971,8.591835
694,359.0,3.960046,1.173139,4.455215,3.157072
695,697.0,0.03233,2.93913,3.070485,4.544761
696,1289.0,0.528754,0.917507,0.0,2.193003
698,1619.0,5.370279,0.118489,1.698004,7.778511
699,357.0,3.351421,0.346357,0.481646,2.865815
700,317.0,0.581592,0.852696,0.0,1.881327
701,387.0,2.104916,1.989652,2.949463,6.123956
702,11.0,1.60242,2.364429,3.759321,5.347658
703,345.0,0.90897,2.789982,3.562877,5.813197
704,345.0,0.0,2.482491,1.844475,3.127546
705,1289.0,2.727468,1.007681,1.7365,5.608079
706,62.0,0.472724,1.891894,1.31252,1.797157
707,178.0,1.593927,2.378082,2.996219,6.952585
708,190.0,2.942594,0.63169,1.13649,3.911669
709,79.0,2.238206,2.076113,4.015739,2.963738
710,10.0,4.287066,1.339587,4.697851,3.314353
711,872.0,3.74588,1.334642,4.126252,4.94189
712,178.0,0.582103,2.377431,2.38652,3.895868
713,654.0,1.153359,0.958032,0.820439,3.360862
714,178.0,3.354739,1.654162,4.276145,5.330085
717,751.0,0.294411,2.27477,2.166407,3.681549
718,137.0,0.0,2.196575,1.487311,1.766059
719,229.0,5.006409,0.312869,1.622334,1.391451
720,60.0,1.778494,0.877852,0.156965,0.309729
721,171.0,2.571057,1.856844,3.765251,5.043757
722,728.0,0.101313,2.768384,2.960319,3.026181
723,1475.0,0.70242,1.768252,1.426593,5.499147
724,62.0,3.618616,0.295855,0.662499,6.596468
725,5.0,2.524466,1.669658,2.311291,8.718374
726,654.0,2.227723,1.202872,4.406935,0.0
727,93.0,3.805831,1.433881,4.543727,3.24116
728,350.0,3.170962,0.374532,0.992694,6.122169
729,728.0,3.329731,0.640552,0.5237,9.301865
730,11.0,2.352249,1.567161,2.524336,1.710976
731,654.0,2.110037,0.830073,1.429126,3.585396
732,506.0,0.863208,1.682132,3.282475,1.245879
733,506.0,3.305623,0.226793,0.073816,3.246336
734,728.0,1.583335,1.423487,1.909988,2.142866
735,137.0,1.010312,2.710236,3.314976,6.041821
736,446.0,2.202142,0.858727,1.378994,1.818466
737,5.0,1.391804,2.197922,2.944973,4.307182
739,121.0,3.031459,1.913905,4.496746,5.630697
740,5.0,3.871928,1.820831,4.918063,5.754632
741,317.0,1.570517,1.833078,2.779035,2.855737
742,1475.0,1.731174,0.47554,0.0,1.912852
743,79.0,1.215647,1.06853,0.940492,2.763443
744,1608.0,3.474646,0.043971,0.393581,1.655207
745,5.0,0.57976,3.144951,4.373739,4.878146
746,1289.0,1.427088,1.548184,1.76643,5.307882
747,270.0,1.697746,2.253613,2.959339,6.23679
748,91.0,0.496331,2.317035,2.387037,1.37435
749,9.0,0.660233,2.164361,2.081696,4.111213
750,1625.0,0.0,1.326352,0.352642,2.513746
751,245.0,5.814815,0.178055,1.980765,4.221246
752,229.0,4.439816,1.23613,5.121746,1.002347
753,5.0,3.377702,2.28653,4.631048,7.539853
754,697.0,0.0,3.154814,3.776031,3.837239
755,317.0,4.28617,0.969981,3.710978,2.850255
757,1099.0,3.525554,0.292738,0.751293,3.138481
759,12.0,4.648425,0.841396,3.976231,1.906753
760,60.0,3.55669,0.864568,1.804136,7.323799
762,62.0,3.686615,0.0,0.009536,6.353758
763,287.0,0.683726,1.836738,1.586329,2.202868
764,317.0,0.017719,1.21898,0.0,2.671889
765,405.0,0.633642,3.472437,5.747317,4.847489
766,53.0,3.204063,1.958426,5.726451,3.39389
767,245.0,4.527434,1.450167,6.610533,2.110336
768,214.0,2.374807,1.112286,1.954829,0.885125
770,405.0,1.578073,1.500618,2.011493,3.175409
771,190.0,3.675611,0.473405,0.948181,7.984128
772,215.0,3.575806,2.038528,4.597768,7.104375
773,697.0,0.129506,2.608232,2.572819,3.851585
774,93.0,3.640529,0.797119,2.703754,1.989502
775,405.0,2.202199,0.138563,0.0,4.351132
777,751.0,0.184263,2.515613,2.071514,5.105339
778,245.0,1.006717,2.28417,2.553164,3.242669
779,215.0,4.752249,0.0,0.473942,4.89844
780,5.0,3.172849,1.216111,3.588111,2.321654
781,728.0,3.490908,0.596607,1.269786,5.161084
782,171.0,3.425192,0.988414,2.521824,3.310766
783,15.0,3.599242,1.44051,4.51701,1.928232
784,189.0,0.231859,1.873194,1.206299,0.898891
785,214.0,0.161285,1.787388,0.672977,1.164689
786,654.0,5.104008,0.691136,2.980116,1.82037
787,270.0,0.0,1.936944,0.906031,4.083463
788,9.0,0.393975,1.497879,0.538025,3.616675
789,872.0,0.827104,1.824817,3.071336,1.740101
790,61.0,2.623992,1.346244,2.219689,6.761583
791,697.0,0.459112,1.47921,1.393984,2.318745
792,95.0,2.96857,1.478215,4.210033,3.209497
794,180.0,3.507499,1.164336,4.708087,0.271214
795,15.0,0.677247,3.515967,6.560042,3.545162
796,10.0,2.901659,2.165813,6.760206,0.851866
797,1099.0,1.178582,1.276305,1.689728,2.124752
798,3.0,1.07765,1.970458,3.073302,3.45183
799,16.0,1.973377,1.042668,0.763372,6.38649
800,405.0,1.829488,1.520617,0.916906,9.235581
801,270.0,3.189368,1.494932,3.884881,4.58058
802,79.0,1.509062,2.949261,4.099253,6.704754
803,171.0,2.857538,1.792675,4.657057,4.144144
804,329.0,3.465481,1.120314,2.509751,6.554189
805,121.0,1.520782,2.127548,7.30612,0.66602
806,287.0,3.374469,0.99061,1.288516,9.003416
807,1134.0,2.047881,1.553608,1.947244,7.170185
808,229.0,1.394458,1.61927,1.313968,6.311798
809,60.0,3.617358,1.761518,5.455594,3.527871
810,190.0,3.180912,0.473376,0.30629,8.148596
811,16.0,1.204141,1.093225,0.965196,2.345315
813,9.0,4.786898,0.0,0.0,4.965878
814,387.0,1.737075,1.873355,2.237003,7.174991
815,79.0,2.858674,1.656782,5.005547,3.210146
816,849.0,1.452016,1.489276,2.361546,3.345242
817,405.0,1.047443,1.290348,0.191884,7.016808
818,171.0,2.635111,0.581635,0.643653,0.967651
819,37.0,2.506609,1.942995,5.059203,3.218853
820,1252.0,1.496197,1.087494,1.398141,1.938579
821,697.0,1.097544,1.755373,1.813709,4.582622
822,9.0,1.058648,1.166011,1.118052,3.202261
823,16.0,2.198627,2.609239,5.611887,4.333295
824,121.0,2.11871,1.820572,3.153025,5.788428
825,359.0,1.991025,1.25431,1.960693,2.009456
826,178.0,3.523288,1.586002,4.219232,4.264318
827,245.0,0.628164,2.092646,2.187761,5.052011
828,287.0,0.066697,1.380834,0.073131,0.949059
829,874.0,3.161026,0.418669,0.0,8.769472
830,329.0,2.331836,0.91997,1.032881,7.035668
831,9.0,0.939816,2.469505,2.770784,4.278834
832,329.0,2.772853,1.230496,2.584101,4.665567
833,189.0,1.247698,1.306057,1.239726,5.170334
834,506.0,1.719542,1.535386,1.949962,4.145595
835,1099.0,0.144969,1.7803,1.061399,3.76388
836,329.0,2.356391,1.895717,3.025932,5.907948
837,229.0,2.489734,0.689722,0.137226,7.370104
838,357.0,3.033297,1.094683,2.910117,2.95282
839,350.0,3.042331,1.076595,2.905967,4.195124
840,79.0,2.632771,2.44919,4.922284,5.917189
841,16.0,1.224516,1.702593,1.886519,5.238376
842,1608.0,1.222385,2.149567,2.794872,5.057729
843,728.0,2.577576,0.844517,0.76343,6.221263
844,171.0,1.489357,2.711746,4.011101,6.153856
846,180.0,0.112876,2.504608,3.431652,1.03896
848,1608.0,0.147002,1.789413,1.021682,3.238379
849,359.0,2.630029,1.617216,3.646185,2.814271
850,287.0,2.822351,0.948646,2.389743,2.084748
851,446.0,4.273801,0.039217,0.457949,3.092181
852,700.0,1.316187,1.055592,0.81112,3.005906
853,1625.0,1.415582,0.870121,0.723683,4.409393
854,317.0,5.733026,0.0,0.85432,3.515248
855,125.0,3.659194,1.120004,3.161737,5.792218
856,329.0,0.833398,0.827409,0.0,1.554506
857,5.0,0.230572,3.27364,6.484418,1.022938
858,171.0,5.139912,1.146605,6.434732,0.086753
859,270.0,0.176055,1.294665,0.299286,2.037489
860,790.0,0.0,1.770906,0.813967,1.577237
862,125.0,3.311572,0.777154,1.76408,0.901622
863,125.0,1.445485,1.109603,1.139894,0.913474
864,350.0,1.438848,0.750788,0.239267,2.77769
865,15.0,1.879761,2.354167,3.879858,5.011517
866,874.0,1.077559,1.829057,2.798109,3.338987
867,1516.0,3.430385,0.667178,2.429895,3.729434
868,313.0,0.995682,2.042045,2.909336,3.764211
869,20.0,0.0,2.639076,4.151423,0.717317
870,9.0,3.125181,1.150014,2.230027,6.741599
871,270.0,1.671934,1.266238,2.121819,2.651804
873,446.0,4.044014,0.245948,0.469578,8.235403
874,1475.0,0.729679,2.549212,2.701313,5.757241
875,313.0,3.256602,1.935393,4.784435,5.503935
876,245.0,4.667735,0.932246,4.174647,2.27086
877,171.0,2.522754,1.847882,3.946197,4.543917
878,10.0,4.595938,1.16215,4.893492,2.681942
879,214.0,0.606485,1.538484,1.522792,1.63006
880,189.0,3.758182,0.338653,0.612529,0.566245
881,345.0,1.854601,2.1554,2.29563,8.934921
882,396.0,0.826182,1.007363,0.078866,5.642783
883,317.0,2.27557,2.096952,3.811319,5.413244
884,849.0,1.826895,1.678382,2.510282,5.310093
885,849.0,0.173202,2.056365,1.452048,4.76732
886,405.0,0.251741,2.349044,1.874273,4.365867
887,1608.0,1.252342,1.156772,1.391217,3.236368
888,95.0,1.743364,2.163603,3.407247,3.458366
889,173.0,1.55699,2.158298,3.003139,2.77622
890,11.0,1.636196,1.396258,1.724064,5.356559
891,1029.0,2.272095,0.756789,1.601022,3.59538
893,357.0,1.998627,1.046961,1.607443,1.763479
894,874.0,0.0,1.655098,0.797528,3.361203
895,215.0,5.064051,0.50649,2.294052,3.145075
896,125.0,2.950296,1.561163,4.446452,3.264134
897,313.0,0.005458,1.6938,0.741788,2.413103
898,10.0,2.894159,1.53617,3.423291,5.067808
899,11.0,2.172306,1.629973,3.132196,2.941581
900,1099.0,4.72661,0.0,1.046334,5.86491
901,16.0,4.093012,0.538415,2.183806,0.92058
902,79.0,2.020145,2.502653,4.066525,5.748259
903,317.0,1.698984,2.605921,4.875654,4.078001
904,13.0,1.355,2.671651,4.607864,3.430469
905,178.0,2.587484,2.295223,4.159097,6.400136
906,13.0,2.733806,2.640634,7.402328,2.961453
907,5.0,2.196194,2.603333,4.653665,5.950279
908,872.0,0.600676,2.544523,2.486044,6.109506
909,359.0,3.524516,1.072555,3.142872,0.612077
910,180.0,4.117192,0.355609,0.960555,2.238032
911,13.0,1.472561,2.126575,3.220896,4.618756
912,215.0,2.480888,0.367538,0.044232,0.538164
913,16.0,1.068009,2.559552,2.863554,6.345063
914,751.0,0.71845,1.74674,1.872606,1.177789
915,178.0,0.906328,1.799837,1.784813,1.673479
916,12.0,5.784162,0.04549,1.886175,5.539334
917,329.0,3.581031,0.717816,1.697329,2.539865
918,654.0,1.218974,2.264272,7.047801,0.464662
920,214.0,1.303647,1.564391,0.935389,7.954434
921,9.0,3.619767,0.530366,0.876457,1.116378
922,173.0,0.329471,2.384653,2.641142,3.011788
923,359.0,0.703364,1.72235,1.004007,6.003295
924,13.0,2.781353,1.33795,2.752282,3.186647
925,10.0,4.199321,1.243758,4.347035,2.797441
926,178.0,3.052675,2.176023,4.971247,5.442515
927,446.0,2.125132,2.874503,4.678914,7.082774
928,93.0,4.076289,1.552641,4.113945,6.384085
929,874.0,3.939199,0.345237,0.706046,3.460838
930,357.0,1.697803,1.632257,2.250705,5.270645
931,1252.0,1.056601,1.11867,0.856769,3.723492
932,7.0,2.198214,2.303813,4.466791,5.076157
933,654.0,4.728517,0.351596,3.127826,0.0
934,13.0,3.532882,1.837012,5.044642,4.996341
935,1619.0,2.243767,1.195611,1.417591,6.941442
936,5.0,3.134444,1.595329,4.250397,3.93796
937,178.0,4.036851,0.66566,2.070354,3.660303
938,13.0,1.413302,2.350562,3.389734,5.632147
939,790.0,4.85576,0.260725,1.734402,1.040943
941,357.0,0.57527,1.214308,1.179039,1.129497
943,190.0,2.549848,1.13463,2.430426,4.09238
944,1029.0,3.321312,0.192189,0.0,2.717028
945,357.0,2.475336,0.353121,0.415773,2.529929
946,1252.0,0.424252,2.032331,1.537162,6.027829
947,317.0,2.166146,2.719141,5.565718,4.821919
948,12.0,0.0,2.529433,2.682247,1.359122
949,357.0,1.587955,1.767682,2.524949,3.228973
950,13.0,0.619997,2.807973,3.497952,3.226428
951,10.0,0.813366,2.03508,2.909852,1.983369
952,1289.0,2.254527,0.344846,0.0,2.163139
953,245.0,3.520973,0.956701,5.095822,0.281642
954,3.0,0.093927,2.3743,2.375896,2.517157
955,790.0,2.356029,1.163193,2.358483,2.795965
956,345.0,2.873059,1.477958,4.271668,3.720248
957,287.0,2.110005,1.811357,3.289548,4.212836
958,728.0,5.99277,0.0,0.761995,6.770284
959,700.0,0.0,1.555068,0.145662,2.148566
960,13.0,2.730768,1.812062,3.906215,5.185472
962,60.0,2.196755,1.579255,2.213306,6.697392
963,180.0,0.277322,1.700787,1.205096,2.962316
964,345.0,0.0,1.893152,0.898875,1.113301
965,37.0,2.632573,2.418143,7.025336,2.558358
966,697.0,2.970805,2.155326,4.419785,6.381666
967,1099.0,2.812136,1.465442,3.6966,4.554564
968,20.0,2.757278,1.46469,3.602378,3.052735
969,350.0,0.550152,1.037712,0.0,2.476848
970,62.0,4.571945,0.941045,2.956964,7.652407
971,10.0,2.488016,1.414537,2.931643,5.049359
972,345.0,2.837711,1.711656,4.603125,4.141936
973,345.0,1.149924,1.55429,1.675375,2.721163
974,697.0,0.574728,2.537575,2.723533,5.01309
975,790.0,3.648965,0.35287,0.95393,4.01784
976,270.0,4.511959,1.706613,5.085082,6.567035
977,345.0,2.060226,1.082694,2.062547,1.354693
978,1516.0,4.3727,0.222109,1.137978,0.760863
979,171.0,2.525158,1.834559,2.513964,8.491577
980,751.0,3.013147,1.679022,4.685498,4.525804
981,11.0,0.929803,2.672081,3.995243,4.233847
982,345.0,3.780959,1.139407,3.779009,4.228122
983,95.0,0.362679,1.232055,0.438997,2.98827
985,53.0,3.902443,1.526457,5.1362,2.466848
986,697.0,2.937041,1.163414,2.945845,4.494135
987,350.0,0.482864,1.436358,0.509414,3.505232
988,387.0,2.374952,1.126193,1.793468,5.792374
989,405.0,4.474992,0.0822,1.209223,5.121258
991,62.0,1.114584,0.612402,0.0,2.68668
992,446.0,0.741622,1.304471,1.007206,1.103475
993,1475.0,1.284522,2.008168,2.566146,5.219235
994,10.0,5.72317,1.210525,6.921316,1.337239
995,178.0,0.258463,2.3801,2.551083,3.197535
996,5.0,2.815498,1.916869,5.479043,3.718363
997,91.0,3.815008,1.080313,3.941108,3.039531
998,20.0,3.925871,0.157383,0.968357,5.626862
999,16.0,0.540827,3.741907,7.32012,4.237818
