450	88.359381	87.985946	0.373435	1.669478	2.058717	2.193422	1.797023	3.366019	2.000000	86.870307	-73.612162	65.840000	12772.000000
1582	86.320441	86.192584	0.127857	0.879555	0.676433	0.570968	0.934423	2.024633	6.000000	76.522869	-78.514385	86.720000	13407.000000
297	87.481153	87.591758	-0.110606	4.228034	3.797345	4.009240	2.174635	6.195684	2.000000	98.000000	-74.303071	37.040000	13311.000000
285	87.985569	88.106073	-0.120504	3.158327	5.396961	0.415917	4.475083	3.364249	1.000000	88.770005	-60.176286	30.020000	13311.000000
70	89.568519	89.379802	0.188717	0.317141	2.869118	1.959893	3.272672	1.582947	1.000000	66.615468	-61.163902	11.300000	13311.000000
182	87.180113	87.256253	-0.076140	3.384008	4.038995	3.321818	5.206349	3.821903	1.000000	70.028237	-59.086634	71.600000	13311.000000
214	86.830593	86.949630	-0.119037	1.700750	2.311705	2.597264	1.565843	2.936658	1.000000	97.463932	-64.734639	73.719055	13311.000000
1325	88.300019	88.367902	-0.067883	1.400575	2.766187	1.292499	4.334787	3.058810	1.000000	98.693798	-70.966486	29.300000	13183.000000
1041	87.330986	87.341332	-0.010346	3.273993	1.669177	0.802874	4.787125	1.461390	1.000000	91.156341	-81.324994	34.880000	13183.000000
300	87.011215	87.122920	-0.111705	5.344624	3.525680	2.998682	3.930509	4.343196	1.000000	100.000000	-76.096892	39.560000	13311.000000
486	88.123618	88.086844	0.036774	1.386278	2.499627	3.244239	1.940554	3.544318	2.189542	96.235768	-65.971415	73.400000	12772.000000
666	89.267857	89.407407	-0.139550	0.981547	4.874941	2.918291	4.446612	4.452400	1.000000	87.648116	-56.313078	18.500000	13286.000000
758	87.089890	87.073184	0.016706	1.981270	2.702991	2.029379	1.125922	1.573820	4.000000	67.351133	-76.505135	64.760000	13286.000000
897	87.098011	86.926459	0.171552	3.575814	2.447680	2.333222	1.943521	2.058256	1.000000	94.000000	-76.030915	62.511874	13286.000000
1431	86.459945	86.567219	-0.107275	4.070865	2.907050	1.726359	0.571964	3.820914	29.120219	96.000000	-88.864788	53.992457	13407.000000
501	88.217203	87.906894	0.310309	2.131118	2.649258	4.296347	3.656668	4.157190	1.864662	95.163048	-64.251800	74.840000	12772.000000
228	87.052595	86.936291	0.116304	4.611043	3.083108	3.178798	1.030814	2.858402	3.902844	97.000000	-73.126771	71.960000	13311.000000
1579	86.312873	86.511272	-0.198399	2.750516	0.860398	0.825778	1.009897	3.516068	14.281055	100.000000	-82.962938	83.120000	13407.000000
830	86.863552	86.906483	-0.042931	3.346425	2.937895	2.929865	1.149724	2.691638	1.000000	95.843167	-67.894930	73.760000	13286.000000
556	88.502630	88.265791	0.236840	2.676898	4.271766	3.669686	3.813510	3.774020	1.000000	40.298925	-63.889143	67.640000	12772.000000
1432	86.465034	86.258598	0.206436	3.067835	1.696799	0.937425	2.438182	1.955559	21.880811	79.524470	-89.317550	74.563514	13407.000000
1461	87.540284	87.411314	0.128971	1.191558	2.853556	4.939549	1.604249	3.229964	1.000000	87.190176	-69.605310	69.440000	13407.000000
207	87.233081	87.006382	0.226699	1.018464	1.017969	1.522010	2.471395	2.044705	2.000000	90.048510	-60.857334	78.101437	13311.000000
1315	87.485009	87.255998	0.229011	1.575732	1.819978	1.077215	1.528311	0.676813	2.000000	89.623417	-80.088139	52.713738	13183.000000
1257	87.235607	86.685431	0.550176	2.879232	0.628913	1.106811	3.342354	0.728102	2.000000	69.806856	-82.222262	65.480000	13183.000000
476	87.735891	87.458030	0.277861	1.482677	1.701023	2.013145	1.153402	1.197867	15.392998	83.192793	-76.594944	77.000000	12772.000000
478	88.486285	88.589399	-0.103114	1.875845	3.870197	2.746275	2.014586	4.477343	2.000000	94.752963	-57.628760	54.320000	12772.000000
1116	86.921452	86.762198	0.159255	3.550459	1.544193	2.453160	1.748848	2.297363	11.438144	90.000000	-87.162385	64.837657	13183.000000
509	87.996913	87.787283	0.209629	1.957003	2.660956	1.391016	2.994409	2.702511	1.000000	40.931532	-62.115490	79.880000	12772.000000
238	86.689835	86.560225	0.129611	2.686149	1.105540	2.113616	0.000000	2.043790	15.844087	100.000000	-85.082236	69.511043	13311.000000
149	87.590983	88.003488	-0.412504	2.576536	3.880638	2.792495	3.191287	6.298684	1.000000	100.000000	-53.155550	54.320000	13311.000000
