13	-144	83.904392	83.832077	0.072316
13	-137	83.945501	83.707983	0.237518
13	-130	84.103295	83.83701	0.266284
13	-123	83.931626	83.868084	0.063542
13	-116	83.969458	83.956416	0.013042
13	-109	83.940516	83.901453	0.039063
13	-102	83.91495	83.904392	0.010557
13	-95	84.135876	83.800998	0.334878
13	-88	80.057825	79.743853	0.313971
13	-81	83.980858	83.842236	0.138622
13	-74	84.021163	84.084825	-0.063662
13	-67	84.026985	83.889603	0.137382
13	-60	84.038977	84.02697	0.012008
13	-53	83.85687	83.854212	0.002658
18	-144	83.892315	83.923164	-0.030849
18	-137	83.991819	83.954858	0.036961
18	-130	83.984723	83.940665	0.044058
18	-123	83.93484	84.23538	-0.300539
18	-116	84.05914	84.079857	-0.020717
18	-109	83.931774	95.287604	-11.355829
18	-102	84.180407	84.065195	0.115212
18	-95	84.134217	84.066714	0.067502
18	-88	84.113744	83.797135	0.316609
18	-81	84.036594	84.195649	-0.159055
18	-74	84.06798	83.998198	0.069781
18	-67	83.985431	83.984972	0.000459
18	-60	84.109423	83.926327	0.183096
18	-53	83.939853	83.889951	0.049902
23	-144	84.123964	84.388651	-0.264686
23	-137	84.044761	84.349248	-0.304487
23	-130	83.842543	83.944252	-0.101709
23	-123	84.12065	84.299969	-0.179319
23	-116	84.151851	83.814321	0.33753
23	-109	84.072619	83.985257	0.087362
23	-102	87.32198	87.338693	-0.016713
23	-95	83.95036	83.832163	0.118197
23	-88	84.012929	83.998292	0.014637
23	-81	84.006863	83.893158	0.113705
23	-74	83.781428	83.735275	0.046153
23	-67	84.021217	83.647457	0.37376
23	-60	83.96654	84.01258	-0.04604
23	-53	83.987822	83.888327	0.099494
28	-144	84.019205	83.892895	0.126309
28	-137	84.194259	84.426059	-0.2318
28	-130	84.005443	83.976297	0.029146
28	-123	83.879505	83.863356	0.016149
28	-116	84.172011	84.142489	0.029522
28	-109	86.056078	86.203848	-0.14777
28	-102	85.956759	86.067293	-0.110534
28	-95	84.083373	84.001207	0.082166
28	-88	83.987113	83.913893	0.073219
28	-81	84.068558	84.101696	-0.033138
28	-74	83.855527	83.813451	0.042076
28	-67	84.006859	83.946323	0.060536
28	-60	84.023048	84.026792	-0.003744
28	-53	83.885111	84.08857	-0.203459
33	-144	84.102438	83.940594	0.161845
33	-137	84.208227	84.352222	-0.143995
33	-130	84.168856	84.091351	0.077505
33	-123	83.988415	84.070377	-0.081962
33	-116	83.976316	83.947446	0.028871
33	-109	86.770409	86.756138	0.014271
33	-102	85.632608	85.559731	0.072877
33	-95	84.468441	84.337365	0.131076
33	-88	84.304383	84.33144	-0.027057
33	-81	84.097749	84.016611	0.081139
33	-74	83.700546	83.875681	-0.175136
33	-67	84.023346	83.939574	0.083772
33	-60	84.116955	84.083647	0.033308
33	-53	84.195367	84.017691	0.177676
38	-144	84.133932	84.173816	-0.039884
38	-137	84.00279	84.057351	-0.054561
38	-130	84.059927	83.996703	0.063225
38	-123	84.280816	84.536745	-0.25593
38	-116	86.651573	86.929313	-0.27774
38	-109	87.23143	87.303233	-0.071803
38	-102	85.70883	85.643676	0.065154
38	-95	84.680661	84.627295	0.053366
38	-88	84.287719	84.174677	0.113042
38	-81	85.029553	85.035469	-0.005916
38	-74	84.113755	84.067121	0.046635
38	-67	83.7911	83.671537	0.119563
38	-60	84.067163	83.893901	0.173262
38	-53	83.974571	84.370493	-0.395922
43	-144	84.28584	84.276669	0.009171
43	-137	84.154514	84.02597	0.128543
43	-130	84.243395	84.285661	-0.042266
43	-123	85.488281	85.63473	-0.146449
43	-116	85.921521	85.833663	0.087857
43	-109	87.907571	88.000061	-0.09249
43	-102	86.093069	86.019716	0.073353
43	-95	84.982807	84.850708	0.132099
43	-88	84.445197	84.439368	0.005829
43	-81	80.668957	80.798462	-0.129505
43	-74	84.395491	84.302779	0.092712
43	-67	84.053255	84.015062	0.038193
43	-60	83.984044	84.144914	-0.16087
43	-53	84.56585	84.440578	0.125272
48	-144	84.220367	84.158779	0.061587
48	-137	84.074003	83.903117	0.170887
48	-130	84.34461	84.165606	0.179003
48	-123	84.491257	84.44623	0.045027
48	-116	86.10231	86.210094	-0.107784
48	-109	85.748345	85.85491	-0.106565
48	-102	85.193117	85.125301	0.067815
48	-95	77.462188	77.913392	-0.451204
48	-88	84.431258	84.346042	0.085216
48	-81	84.898878	84.824209	0.074669
48	-74	84.996436	85.0179	-0.021463
48	-67	84.423443	84.493833	-0.07039
48	-60	84.264933	84.103879	0.161054
48	-53	84.337733	84.387093	-0.04936
53	-144	84.108252	84.072826	0.035426
53	-137	84.143872	84.050957	0.092915
53	-130	84.24959	84.184933	0.064657
53	-123	85.865292	85.745117	0.120175
53	-116	86.008402	85.961013	0.047388
53	-109	85.12456	85.02601	0.09855
53	-102	84.523034	83.984611	0.538423
53	-95	84.815953	84.787708	0.028245
